8700 14361
7100 3200 231
4814 7437 887
1497 1506 993
2711 2532 741
3705 7635 157
7550 5157 431
2255 1043 979
786 5170 880
2176 5417 825
7733 6428 251
1902 1031 735
8614 5600 617
7844 5892 184
3210 8629 699
4941 915 837
2796 7235 522
966 6590 866
3963 567 606
4477 2016 979
1687 3882 240
903 4668 361
7024 4567 615
1635 4886 685
2357 2676 903
1414 1120 876
5224 3021 53
6046 281 733
4078 6150 481
6147 5361 910
8011 7966 663
3389 907 792
1164 4493 814
2563 5056 527
7315 8660 294
572 7781 87
7673 8111 478
192 5188 190
1503 7582 964
8385 3583 719
3954 3971 514
5624 2331 888
4329 858 530
1980 7700 654
6232 4350 513
2074 7955 264
3289 3826 887
6460 7814 130
5536 8404 766
5877 2488 212
3451 1299 980
7913 512 143
1648 305 64
1826 7160 1
6479 2393 820
7951 2028 381
4825 1694 706
2497 5534 580
5416 2620 592
3631 1929 173
8029 6956 897
20 4665 118
5445 2243 824
102 2126 990
6017 3619 869
4020 6536 937
6056 2592 94
2728 641 408
4161 6232 375
7129 1271 356
8545 6843 372
7443 164 980
4940 481 226
1912 4200 32
3512 8648 317
133 7317 230
5111 3891 212
7384 312 549
2685 2741 72
3086 7017 280
802 635 140
6151 6453 966
4096 3213 49
2727 5022 348
7625 100 734
2327 2936 997
5224 6148 946
6581 2118 742
6589 3436 850
4498 357 411
6041 5532 902
2927 4449 556
6767 8198 915
330 1452 711
2674 7444 341
3736 6236 43
7667 3825 180
4790 7072 906
4301 4075 506
4080 7377 216
5762 2464 286
6030 8539 164
21 2884 490
2065 42 903
1045 8575 796
7946 532 469
354 1605 64
8401 5136 899
4246 6413 704
3270 8569 99
3833 3131 779
7827 5337 996
3050 7603 855
537 5868 652
5472 3285 184
2028 6859 454
3421 7456 815
5740 437 176
3793 8665 452
3637 4432 403
3843 8111 570
146 8582 773
8366 1729 17
431 1071 903
4271 267 707
3383 1886 327
4500 5465 113
7475 1849 924
5528 6763 998
7794 6337 132
4086 7283 272
8124 3165 866
7101 883 725
1137 8154 321
2134 8108 467
2511 7391 645
2614 3238 909
707 1268 611
8359 782 31
5389 4415 907
1798 3177 623
5489 6859 37
6653 4895 564
1963 402 40
8332 8200 267
478 5054 937
6637 1548 751
5307 217 680
2957 697 704
3932 4165 278
7849 8156 318
7800 1002 448
8069 2847 958
577 1936 950
5589 6551 118
5537 5894 138
1614 5157 117
4338 6019 290
4733 4336 233
5483 7385 116
374 4188 431
3260 3935 44
102 3375 715
5917 1169 203
6201 7141 481
1417 3383 527
8440 1456 683
8316 3517 585
4305 1504 992
2302 1352 790
4002 6221 870
3496 6070 400
8111 4659 350
3715 5958 767
1701 3930 398
506 5108 2
8320 271 412
7159 2530 587
7355 3384 657
949 6214 807
6017 6511 202
5023 589 980
7861 352 110
8360 8332 626
4580 7854 211
2054 2928 706
7504 1839 722
1965 6375 312
611 2646 556
2208 44 627
2760 8051 40
6800 7351 782
4203 728 868
2016 6045 534
3386 1819 447
7330 3046 391
1123 6274 230
4794 1682 331
1916 3363 437
5122 5081 79
5308 341 945
4413 607 690
3256 8215 865
1635 5755 327
6592 6811 705
3750 1558 166
7990 7216 653
1884 6566 517
6042 4604 167
8348 7541 412
3332 1939 746
8460 4962 662
7612 1822 308
3309 2153 901
6583 5334 934
870 1913 363
4417 4955 908
3462 6469 669
6648 2915 615
870 4529 622
6751 5784 814
2263 1099 742
3109 3327 107
2238 3169 816
7345 5599 223
2505 6068 558
2586 4779 576
5220 4523 729
1094 2310 855
7344 114 945
6533 139 621
8039 8395 3
2037 8415 524
117 718 171
7369 1749 156
4241 384 467
5129 1229 12
3741 251 149
2551 8141 567
4609 4013 925
1806 5622 119
505 39 122
6951 5012 726
4051 5679 458
6954 7137 785
6383 6686 182
7337 7265 842
4397 5703 313
18 4155 813
1533 4704 563
7645 7845 403
2744 604 96
1701 165 445
7337 6637 312
6753 3251 717
4309 1101 829
251 5366 470
6555 3643 240
5326 4312 314
2786 660 518
6831 1352 186
6056 3689 659
1395 1298 89
3760 4434 361
1930 1009 262
4682 5192 452
5785 7526 211
3990 7753 617
7559 1521 594
5272 1485 328
4313 2288 989
4028 2029 438
3360 6293 712
1133 3022 759
1095 7267 585
735 2203 543
3860 2458 484
4459 4630 282
8343 1955 423
2719 2640 231
237 6616 578
299 5297 575
5014 6396 608
2244 2864 833
5430 4618 390
4864 3214 892
7959 3332 387
7260 5128 746
4641 4805 285
7048 6251 543
3326 3976 624
3400 938 594
5233 7722 785
457 5282 872
46 5468 834
3521 1896 982
1101 60 930
1099 1673 507
4919 7518 338
4791 3400 781
6030 5606 344
304 6701 764
934 7002 157
7319 7874 516
6361 590 230
2772 7885 616
1977 1764 191
8255 7257 393
7038 3195 218
2027 6035 181
4843 2490 56
827 129 961
4001 6433 152
3523 6811 519
5080 1656 684
1045 4274 806
5453 2679 268
3642 6962 879
3743 4974 713
917 6157 561
6278 7139 974
5226 6659 393
1965 649 384
2807 443 96
8113 3574 513
1710 1893 169
1079 178 526
6962 2459 164
5664 6098 949
3317 4723 346
7928 5361 741
6652 6247 178
1353 2106 834
5131 5333 380
3896 8154 283
2340 3323 740
703 7964 870
6064 1582 105
2925 1079 676
8440 7082 627
5375 486 375
4018 3931 732
5991 4798 434
5292 1773 827
6361 5363 90
3957 5846 237
3212 1061 762
6143 2613 267
3383 4212 269
5466 8518 644
3746 1800 426
5530 450 56
3204 3148 231
5194 7268 768
8324 1118 525
1114 2762 853
7930 730 677
2245 7330 972
8213 4128 17
2039 1616 177
8170 3023 393
2411 4271 871
4720 3059 560
3095 3201 837
752 3155 36
5763 194 477
3990 4802 442
549 2418 608
4647 6267 651
6647 5277 862
6202 2089 59
3420 6940 321
3312 5817 86
8524 1051 242
2074 1860 913
3352 157 241
5723 2049 444
827 1231 103
6947 807 773
1423 6641 771
6943 3841 419
2092 160 135
427 315 722
7412 7877 153
7798 4049 756
3095 8065 898
1991 2415 43
8538 4124 812
85 2964 67
1673 361 828
5140 7562 974
8120 6023 112
4334 2714 892
6187 5972 724
1667 1593 327
1274 1646 593
5225 8171 938
6090 7933 330
4573 5395 415
2388 3621 6
3005 6736 418
154 7684 979
5429 7416 659
8006 401 977
7096 7005 437
4489 744 971
3949 1224 128
8541 2886 776
34 2852 867
191 3910 943
4092 5819 75
7320 482 995
3622 5210 619
2821 8353 133
2334 6907 390
5915 8083 50
2536 6733 759
5878 1635 777
6962 1728 286
4794 1415 923
7509 5629 221
155 8374 670
3417 491 314
1949 6855 477
1358 2479 65
5135 8484 782
620 3085 422
641 4447 380
3969 6276 471
8294 4996 224
7379 5168 765
3686 3540 593
82 4734 621
228 5532 244
379 4290 381
31 5225 853
5443 4175 870
3873 5568 156
1470 4254 979
4148 8277 338
3345 1975 217
3493 5630 282
925 6632 862
2403 1913 983
8424 6411 536
5603 3074 265
3379 3939 970
1356 6939 582
7845 7944 638
4579 1217 322
7109 6478 514
3554 3189 523
4847 3185 584
2805 8281 429
8491 5088 104
5138 4490 36
5625 6599 613
5763 6551 633
7261 7321 577
4923 3187 160
3683 95 336
3838 8652 994
1379 3939 505
6327 7753 637
6312 3002 546
3370 6715 268
4081 3678 158
6266 5622 258
3815 4041 398
2161 2657 833
8075 6041 991
5417 5705 925
4222 2302 93
1715 3740 900
216 413 260
6103 5733 482
6416 2496 672
3980 7513 256
6447 5328 713
7205 6959 122
2751 3055 932
3329 1016 18
1035 8027 684
4487 1981 483
4871 8080 600
1957 1186 502
3122 1032 101
5823 6546 17
251 753 538
5976 618 873
6108 4576 917
1200 3530 913
2192 2104 137
1099 2690 356
5050 8593 366
7239 7447 463
7329 1159 316
6692 4733 329
4054 3740 858
220 1050 19
4309 7200 952
1188 5538 413
3503 7542 392
5625 5553 364
292 5574 632
6331 7387 353
7639 3780 496
2509 266 601
5806 6640 933
187 7980 61
7361 3677 167
3187 185 600
8109 2433 45
6381 983 139
1445 2397 150
8608 6940 197
6348 6034 168
1885 5201 628
374 8212 332
1803 4200 753
8239 1033 431
6398 6132 634
1414 8046 284
1921 1004 973
5735 1935 358
2683 8540 563
7261 4509 9
3934 3661 705
7791 269 456
7417 1101 686
8077 1324 741
4996 1496 205
4420 675 538
5561 926 596
7799 8332 161
7854 3360 43
4243 6722 360
625 7704 221
522 7097 454
916 2861 720
6711 4809 140
7136 5021 996
