100 142
25 36 392
84 94 652
23 3 207
48 80 762
9 48 718
63 60 395
78 23 399
37 98 322
18 29 251
35 25 816
26 31 33
25 55 720
9 85 391
71 30 663
95 91 373
28 6 457
59 73 492
95 57 73
40 77 994
22 25 10
61 4 669
65 13 413
31 20 378
37 47 2
13 50 636
52 43 997
26 22 986
51 6 587
62 98 87
75 21 804
47 26 230
99 75 527
55 51 303
91 28 236
6 95 103
44 31 525
60 10 46
39 64 22
95 38 402
1 40 987
81 48 468
52 59 866
79 69 247
0 25 710
52 79 733
72 94 278
64 37 578
58 27 989
85 70 786
43 98 236
50 94 754
9 42 820
61 21 969
93 43 35
84 93 500
97 8 525
48 68 779
44 24 631
88 73 443
34 85 313
45 65 649
11 98 356
27 0 750
86 96 662
33 82 98
26 12 782
15 57 691
84 8 936
28 29 795
66 73 835
74 45 971
99 41 432
61 15 252
56 91 471
1 20 859
60 58 746
49 38 74
64 65 464
18 71 707
97 16 591
44 62 654
4 52 302
75 41 36
30 71 283
25 35 393
41 24 751
10 12 889
24 30 62
91 43 930
88 98 28
97 65 991
19 23 525
9 48 476
19 78 365
57 79 25
33 76 133
15 95 942
7 29 813
2 33 392
11 71 963
56 61 371
15 84 474
99 83 31
7 68 322
92 16 441
87 11 221
47 7 165
32 22 715
99 87 670
63 38 425
32 17 267
39 12 738
48 41 500
23 35 587
98 40 285
83 72 739
72 52 573
88 6 813
2 0 220
27 7 809
26 50 778
97 30 568
33 79 801
7 43 654
96 89 302
64 91 645
19 72 182
74 27 764
49 37 937
71 5 495
96 63 846
92 62 495
93 79 208
23 47 88
36 5 13
53 18 492
75 56 575
77 15 397
84 7 170
4 93 595
77 67 97
24 55 312
