6300 7723
6160 782 76
5998 6007 224
4666 3011 6
1950 5064 527
4879 5760 545
5151 333 119
3282 6139 498
137 5929 171
2312 1967 236
5118 5278 59
1762 2725 466
5554 4384 238
2734 5515 624
1784 1460 898
3403 6148 266
1359 173 614
691 5724 756
5614 2156 677
5338 4911 372
188 599 526
4144 105 383
4924 502 920
6196 2541 292
4007 321 485
1640 4533 287
2196 427 249
6173 2459 353
604 5671 474
24 871 911
549 3549 737
5209 3584 952
3357 1462 330
395 5143 188
5143 5239 785
3772 141 359
315 4908 744
594 91 675
2611 4227 251
4645 4703 227
1960 4685 932
515 1996 170
931 4377 97
3514 1854 958
5892 1460 927
2974 6086 601
6280 1476 466
4087 4157 745
5144 5894 507
4808 3791 884
5741 292 584
652 5336 649
3235 4415 457
4616 3679 639
180 4391 439
3616 2103 130
4833 3678 26
4093 2769 893
2517 3990 567
1796 1080 37
4966 5138 223
5007 1870 502
1938 1257 738
38 5832 991
5898 4187 548
4734 4587 900
502 2398 905
2068 3948 448
3959 2986 784
5351 2227 153
3550 6046 552
1721 555 692
5315 2730 89
945 4119 544
1385 5457 618
3771 4476 562
4629 5464 619
1985 3852 933
3305 5554 494
2143 4456 838
5821 1082 191
2755 5939 419
763 3824 584
5502 1565 357
1475 2453 440
2090 551 57
6117 2664 836
2472 2823 453
2829 2921 225
5018 457 457
3676 2391 686
2307 669 639
2768 1282 756
5098 2450 214
5331 979 620
1013 1186 50
1677 3673 796
2956 998 368
2882 2622 572
4247 6 933
3522 4028 115
5520 3602 998
4464 1715 817
1576 1914 345
1772 5855 582
4433 4747 824
1496 5914 448
4686 5635 449
3305 4752 44
3323 1374 64
3893 1248 738
5576 414 287
4918 2498 870
3515 4675 483
2273 2628 81
6084 1891 340
2837 1778 561
3441 5917 81
4307 3800 909
3832 5277 123
1413 611 159
329 4740 45
4621 5311 904
6281 1226 387
4516 1325 140
2128 872 386
2137 5300 52
4643 5788 639
2183 6233 422
6193 1487 684
3877 4885 454
3781 1742 628
4541 4307 492
4073 3570 215
6161 2862 659
5300 3525 591
2918 4253 479
300 940 431
116 6249 441
2383 5199 216
5703 4680 87
3886 1718 548
1119 4654 233
2762 2719 887
2222 2749 205
5657 4444 73
3519 5104 111
5112 1048 673
2769 3803 230
2346 3749 953
3419 5441 427
3588 2760 7
5724 995 424
2863 2855 782
2282 3495 738
690 4529 356
3219 681 261
1363 990 398
382 683 237
5737 4714 569
5162 4546 212
5215 2335 475
3321 3261 43
2796 4388 671
660 2056 144
1244 4613 119
3550 3967 858
5759 3008 40
2448 2031 9
4526 375 577
748 1681 312
5596 4581 970
5275 1704 991
575 2269 912
5848 5150 823
2186 5047 458
5595 3908 758
1041 901 514
1512 1092 326
1111 3786 841
5394 2522 4
1835 3775 63
1996 1804 637
3896 1914 549
5589 5694 662
3867 4190 520
185 698 328
4735 1508 599
5347 4711 545
3150 1777 335
2596 3641 132
6213 3454 388
5731 6053 988
6256 4245 819
319 4588 567
5735 6229 179
5490 5945 643
2890 1725 2
2954 5457 385
2095 839 274
4124 853 991
5122 188 666
2694 4269 744
5143 4212 917
4566 2251 962
1967 1792 29
814 4118 785
5910 3945 468
836 5125 215
4938 1939 592
3637 5933 443
5351 3816 471
2632 1196 343
2030 607 119
1158 5448 45
4423 5905 634
2286 4711 31
2567 3308 271
4235 4032 958
3352 4302 671
3128 491 285
1077 4318 689
2943 2694 604
1228 2422 317
3447 5597 274
3261 3265 271
5490 3385 622
2803 4435 91
5116 1863 569
2444 1048 549
5193 6153 501
3389 3453 664
5161 1300 830
6221 1754 358
4388 4371 287
3004 2184 907
4595 2779 642
313 249 921
3651 714 483
4666 5147 121
4189 355 876
2134 1297 384
4647 2373 312
3299 195 177
6104 5061 602
1845 5437 756
161 5703 23
5139 942 656
1530 4359 438
5024 5229 95
28 1513 161
2171 5376 458
2205 2093 220
1649 4371 614
2013 4794 250
1726 5224 102
3376 4446 928
4541 3713 490
5828 9 996
2174 2145 548
3669 13 789
1245 5840 995
5600 1898 929
3333 2676 110
1027 6103 16
183 5302 9
4650 35 920
2914 6246 488
404 266 692
4621 5306 960
2506 4968 880
4192 4843 638
5238 1651 383
330 1228 350
1291 694 34
456 4238 785
4858 3996 563
302 5721 682
3714 4090 632
5798 4776 669
4157 2393 975
4249 1894 636
1872 5469 947
4387 1592 690
2523 421 956
4720 5062 101
1796 2100 858
2802 5278 549
2180 5341 340
5433 4750 58
2819 4282 678
6147 6096 578
870 4797 68
4757 4212 929
609 1657 881
4771 3738 488
