300 510
71 251 754
100 168 467
248 210 592
192 252 672
144 230 384
180 12 867
124 51 897
187 208 885
4 83 211
203 168 271
218 129 955
180 167 719
67 140 652
72 235 217
176 261 921
55 128 911
287 297 550
48 91 702
227 54 599
94 56 710
270 140 776
268 145 664
88 131 263
177 251 971
81 188 545
104 57 592
236 259 965
146 167 584
155 106 151
286 241 128
159 98 224
96 256 692
66 33 725
73 104 14
190 181 453
219 40 689
278 24 960
53 12 756
202 140 890
115 29 638
251 46 734
58 174 980
129 289 476
154 119 831
202 193 522
49 170 920
208 85 997
221 208 257
84 125 95
47 20 335
295 70 942
183 244 107
51 91 840
286 221 987
206 228 4
48 91 526
26 38 193
64 214 639
224 109 339
231 120 789
144 30 901
78 143 142
30 140 588
198 54 609
156 129 668
290 260 47
106 174 860
93 217 228
73 56 616
255 15 860
91 148 363
31 282 206
289 61 899
69 5 921
182 80 885
38 184 964
136 287 696
15 106 888
29 91 697
118 144 652
171 115 67
1 233 507
111 142 131
83 281 743
214 239 895
297 33 547
48 41 680
120 109 894
31 206 747
129 183 141
156 61 278
296 187 45
34 50 521
145 152 156
177 77 126
265 255 221
207 189 436
291 242 561
81 83 48
164 131 620
299 86 612
0 95 743
97 105 1
15 16 168
30 49 705
75 59 82
20 140 58
179 201 378
188 175 56
58 208 575
140 214 312
161 12 141
92 136 30
205 3 782
128 296 140
220 76 846
230 75 455
23 41 260
167 190 663
226 127 622
39 28 227
247 284 213
144 131 644
156 97 51
204 189 517
187 56 822
151 261 482
92 37 462
185 78 176
28 111 9
20 217 308
273 99 869
53 4 896
278 82 753
163 13 879
102 232 978
42 120 857
269 241 164
56 39 800
208 75 131
295 225 311
282 250 144
1 211 215
207 136 32
219 85 859
215 234 429
47 105 92
253 167 892
173 280 253
12 53 594
86 156 796
245 183 468
227 92 531
206 204 604
260 198 576
258 77 883
199 188 974
259 212 697
37 77 451
168 221 22
176 17 37
226 202 98
97 288 94
201 284 212
222 3 944
186 134 278
91 248 938
221 4 734
105 268 809
137 134 875
179 30 449
171 229 357
105 184 129
122 30 902
158 277 762
228 88 401
141 72 358
143 49 596
34 261 583
162 242 702
220 90 454
22 293 385
297 50 924
210 170 210
184 38 194
111 184 725
40 203 527
0 272 690
102 18 872
199 191 943
274 232 926
48 11 898
171 104 366
280 120 713
65 152 801
130 147 708
31 61 23
40 49 306
157 244 278
135 125 57
172 163 124
169 120 418
187 268 235
239 51 99
73 249 186
291 183 815
74 64 764
235 252 524
252 54 291
186 17 286
114 103 65
91 204 7
274 228 564
287 214 749
101 8 515
113 12 764
47 66 441
233 103 149
23 158 251
237 229 98
222 240 223
145 265 557
122 98 663
89 84 950
275 156 287
286 185 73
88 20 186
221 83 617
272 142 931
228 34 945
113 203 822
105 75 158
21 127 135
297 40 181
69 31 561
148 298 249
68 219 342
261 189 694
254 72 690
112 283 932
250 148 471
7 161 664
147 292 119
168 177 299
209 258 836
16 247 746
141 239 668
125 281 416
82 244 918
69 38 967
147 275 697
73 205 345
291 202 551
162 18 63
174 11 513
210 38 542
238 226 493
89 225 847
38 269 795
131 241 920
172 25 502
109 106 711
276 0 119
262 162 67
42 119 861
251 129 617
73 281 575
249 41 108
278 266 265
268 128 119
296 105 175
64 267 526
162 32 670
98 279 565
64 198 446
82 202 290
65 293 174
35 244 363
9 279 315
61 55 728
92 268 110
13 195 227
62 201 492
259 78 878
135 287 298
290 104 554
96 84 729
117 256 386
296 258 141
15 69 699
275 73 839
223 270 289
235 149 846
223 171 403
232 252 996
161 81 899
42 110 314
148 209 788
47 36 405
29 70 111
104 238 481
64 88 44
28 184 668
58 41 97
128 86 408
221 120 72
163 22 191
214 17 157
292 1 175
156 227 936
68 101 162
99 185 166
234 155 940
71 55 151
78 216 822
147 265 968
119 13 861
253 243 576
28 161 955
179 148 318
92 208 652
48 162 855
42 116 433
224 295 249
279 216 387
79 3 410
113 274 308
270 299 806
18 171 863
65 54 188
245 7 373
225 257 906
102 131 209
246 149 725
100 280 621
57 266 917
82 277 744
239 152 80
281 25 724
209 39 585
104 166 379
289 203 473
104 218 879
53 210 629
98 25 412
54 41 810
169 49 895
294 195 858
215 207 614
116 225 330
111 272 878
83 167 170
213 79 263
115 53 130
246 129 204
289 218 856
50 151 233
288 215 381
69 285 80
240 256 984
218 112 123
88 224 289
267 185 706
29 21 500
111 118 198
120 260 687
210 113 668
132 282 40
168 15 26
254 80 620
189 254 233
276 113 914
189 126 687
99 68 259
107 114 229
65 281 186
281 139 128
175 205 481
41 252 915
207 215 874
47 91 946
158 264 84
282 289 189
33 57 578
2 119 363
229 149 951
294 3 326
68 29 107
231 70 950
172 61 253
212 5 307
146 156 982
133 215 379
180 178 17
152 132 192
166 69 384
233 105 412
124 225 855
225 1 927
191 103 660
81 87 779
82 279 242
129 196 602
82 149 6
242 120 847
72 54 706
207 97 705
157 241 63
293 295 398
281 120 808
142 265 158
178 66 938
178 47 173
150 250 48
136 84 413
32 196 370
281 118 571
62 98 780
231 171 762
41 250 254
51 25 612
186 250 456
168 77 242
33 54 586
85 11 754
138 221 30
37 175 683
207 249 627
48 218 39
133 272 768
61 249 415
106 166 607
176 21 637
127 82 220
219 120 315
236 269 511
116 47 207
46 294 248
151 270 446
231 293 522
151 225 233
186 58 531
166 85 108
180 231 455
216 273 331
146 108 981
145 80 882
6 2 150
252 66 363
29 289 803
173 115 11
83 212 844
117 252 649
26 287 777
151 174 753
186 167 218
33 205 36
205 252 6
190 298 599
113 289 745
33 62 442
179 97 502
62 81 595
73 287 948
231 182 166
84 61 967
103 23 1000
261 237 313
298 169 419
156 10 91
40 226 577
96 118 534
231 280 845
299 14 750
299 14 769
141 278 828
263 39 343
70 151 780
169 206 439
117 264 571
189 171 376
231 206 249
79 153 527
158 56 106
290 239 422
241 134 525
228 280 299
235 275 849
17 299 862
282 28 187
255 137 896
55 182 317
47 6 338
6 296 830
132 280 772
88 285 359
297 209 145
130 246 16
7 146 845
66 39 202
45 268 806
281 88 215
29 100 21
209 208 615
258 4 999
279 172 717
170 286 641
207 163 422
48 18 646
12 61 883
