7300 12619
6211 2215 790
6682 2525 208
5514 413 643
4103 333 856
5988 6582 243
6779 2059 242
2640 2219 71
6860 4878 183
4751 3172 507
5051 2985 376
1021 150 5
2341 3826 288
1356 1756 407
4614 7139 269
2194 5450 375
5330 253 79
6471 6042 105
3470 1712 436
6347 5710 317
6722 2506 315
7079 1095 99
1422 4757 223
6191 397 796
3694 7093 959
5666 3317 949
6006 1957 632
892 5761 146
6815 6607 836
2498 5608 507
5267 5261 794
6982 1808 198
3699 5481 245
4406 997 289
203 4732 365
4878 2220 203
4784 3250 320
7243 441 590
1291 3991 101
3863 3895 243
4128 8 301
6854 694 685
2913 3031 278
3620 6276 377
625 5745 254
3982 4131 691
4366 940 559
2889 2057 799
2705 5299 594
3466 1225 2
1660 4122 327
4536 6822 591
4495 5186 495
3161 683 36
2473 447 792
2125 7287 685
3894 639 922
4359 3315 434
317 6736 599
4519 1963 66
6182 5713 605
1313 5155 955
873 4973 174
5449 77 620
5105 1808 230
4338 1932 682
6422 1648 566
1328 6116 785
3887 4546 158
531 2025 784
6952 5638 836
2535 6850 163
4518 2995 654
1812 1107 641
3192 3461 167
1517 2993 798
4450 98 505
2861 4389 90
2989 679 682
616 3583 494
801 7109 734
2057 2531 95
7254 4823 965
1594 3413 260
979 1550 519
2335 1846 594
1455 5845 555
5725 3115 103
2353 6935 230
882 3035 463
3518 5992 927
6765 350 88
4752 6283 730
3271 4600 756
6705 2353 569
766 515 846
3161 3528 308
6610 4100 190
6390 1965 711
7268 5840 121
2088 413 407
670 6473 686
3542 2427 401
5574 3069 371
3506 3479 156
1755 897 818
1275 735 62
1951 1101 344
6480 1652 942
6585 2487 64
3221 259 780
2133 1219 151
5706 5539 711
4306 5209 684
2924 3487 560
5740 3377 241
3040 1903 279
4810 6691 202
5604 1917 987
5959 3340 535
2896 5465 686
4947 1902 39
989 6207 340
7250 6250 825
1861 4530 861
5208 5074 377
6923 2725 816
55 6028 105
1429 2426 742
6339 1513 911
4963 4356 899
1504 2887 550
2211 979 654
2683 4966 995
3321 5380 978
4258 1127 925
2504 411 828
113 195 524
6166 1774 87
6627 1188 763
383 4581 344
1938 4600 912
2740 3789 816
3334 5750 270
4267 1924 209
5590 2645 253
1660 5543 397
1259 5875 418
4509 701 524
4664 3463 472
500 1273 171
2236 974 255
1067 1878 93
3662 62 574
2103 2245 298
1407 443 56
2529 1452 348
3281 2758 999
315 3800 184
3726 5874 648
3087 5550 439
2093 4332 611
1342 1103 127
6757 1290 566
2804 6345 207
3651 6060 788
317 719 346
7110 3617 855
1695 6091 665
1547 1114 875
5709 5757 615
1132 1786 531
51 1008 35
6517 1906 590
6416 5717 562
737 4322 799
6501 1581 184
2561 6717 670
2700 3558 287
607 2538 499
4466 716 937
4367 3185 271
1863 2046 786
5250 2446 125
2094 1093 136
6014 2661 792
4352 6232 884
6328 3764 691
6325 4174 955
9 5903 298
625 3680 875
2573 5153 639
1512 4075 979
520 2016 52
4662 4812 879
678 6182 827
2088 445 23
6004 5942 325
1826 7085 965
1737 6682 12
3703 3281 593
2173 5416 139
2765 3196 978
255 4930 323
5165 49 220
4009 6395 759
6019 1670 238
5652 2874 919
5227 3921 600
1307 4988 507
88 6580 563
223 6192 543
4299 1148 50
6031 1699 395
5045 3924 817
6246 1707 877
1564 4847 668
2977 6046 401
3734 642 703
4860 2243 580
7031 1177 989
3368 4291 828
1185 2567 295
3570 6140 482
5555 2673 309
1099 3081 376
4560 5031 934
168 5205 441
4786 220 993
7068 4249 656
1307 2694 415
7165 4562 216
7146 422 167
5191 175 471
342 5540 388
3007 4702 600
1299 7212 318
3223 4063 407
3306 1366 649
93 3383 113
2591 4177 92
1315 562 176
5663 70 117
1611 2768 675
248 5982 324
4186 1366 537
4913 3535 565
2112 1522 481
1613 1216 891
6721 1085 557
2811 950 30
7179 6111 424
3321 4207 998
3931 40 260
5862 1081 303
3084 6979 542
7121 4693 755
788 3731 601
5619 5974 425
1106 192 70
7061 4282 810
4242 6841 972
838 3502 485
2093 6634 512
4878 1905 135
1028 1929 165
431 6364 736
5849 3520 198
6663 444 565
3202 1247 873
2485 6895 621
1026 1083 906
1826 5404 514
3074 4151 889
989 2970 200
4505 5649 171
1985 3588 354
1406 1213 909
3337 6267 659
4252 6430 719
2123 863 786
4302 2219 855
467 4457 550
6018 2003 123
1786 6065 507
7061 2762 500
2414 1892 863
1854 6767 614
4958 2523 751
685 1202 877
4496 6075 516
702 4019 68
5463 3024 133
3723 5357 683
4921 7096 617
1664 6441 415
5936 1515 620
3257 1244 232
3676 6528 827
4004 4122 921
3908 2551 262
7174 5623 578
6092 1158 184
2590 1030 308
5975 987 700
7228 4679 674
7047 1570 49
2286 557 379
187 383 769
3542 2930 810
7147 1307 997
5703 259 418
4760 1096 893
2754 6782 933
1237 2582 235
1725 620 736
6770 84 391
6658 4618 616
2151 266 628
1210 2251 422
6481 6370 839
5311 3986 871
2490 3685 274
516 6662 496
4344 6952 166
6826 1370 785
6997 5753 417
2476 5872 865
6839 47 51
2910 4559 740
5066 3188 433
2945 1630 12
4642 3492 693
5595 3915 669
7151 3875 861
1280 5443 101
4516 5461 471
3173 2367 919
2952 6258 323
988 5918 14
97 4984 620
1311 1830 373
5252 3832 137
6951 4050 598
1249 3572 336
1703 3508 314
2505 3421 456
3207 4847 77
3713 4606 55
4742 2704 597
2419 220 856
5691 4760 51
1671 7142 917
5085 5704 538
1137 701 872
2201 6317 478
3862 3915 762
2151 2320 835
4559 841 512
1564 930 579
5808 2294 65
7003 266 357
60 125 373
3368 2021 812
1321 1715 229
5333 1822 967
5102 5565 352
4786 1202 712
3062 4351 615
2613 3445 677
2020 428 780
5963 5726 586
4859 4557 800
1040 204 321
6536 1626 530
1917 574 936
4837 3219 38
6302 435 499
2804 1742 650
4573 5714 556
7291 3553 894
2162 7104 831
4628 6526 569
6912 2253 344
4904 2724 38
7125 418 332
4826 838 570
1572 892 594
302 4862 876
6046 4798 141
6573 1104 10
3500 3055 751
527 5551 152
6991 1334 775
1730 2298 644
568 727 997
1118 2568 570
1065 5725 123
345 2929 165
2743 4172 42
1781 4576 640
1087 5507 790
3744 6906 998
4466 4415 489
7205 5019 967
265 1021 259
4655 1128 204
5734 4580 835
2981 2760 109
4571 6325 370
6037 1513 861
5658 7174 482
3173 4175 264
2873 4829 89
2359 5816 738
4191 5762 113
4307 1000 534
833 794 968
272 5828 435
770 374 680
2321 2735 497
5948 5713 458
748 3461 723
2724 528 404
6543 1300 341
2224 2549 751
4941 6351 882
5329 7228 411
5579 4731 112
98 4739 134
6779 4016 505
2599 3020 534
4968 805 214
6736 3272 375
5144 3491 453
5822 1098 696
4675 5791 80
4802 2505 254
4773 1732 723
6184 3087 115
7021 3844 952
414 4209 12
1857 5843 133
2491 4175 91
