6500 7548
3103 4511 946
3926 6027 104
384 88 723
1059 6145 869
5114 4665 190
858 783 442
9 3706 334
242 208 499
573 3920 698
2569 5639 738
6222 4656 3
6208 2367 451
6456 2757 379
3963 5060 89
584 4269 12
2766 2508 523
4563 5782 328
6382 3647 591
252 2762 404
2325 1674 264
5422 5213 282
6305 6059 463
3522 99 76
149 3916 305
5847 3131 13
6293 597 107
1836 3357 528
5754 4596 451
2595 4706 522
2137 3114 239
6304 1326 39
3170 4891 476
2068 6128 528
4403 2 683
3658 4235 574
5335 4331 260
2111 3076 406
3596 5608 570
5804 2507 944
4065 1312 247
608 4575 750
4670 5610 695
6087 3767 724
796 3872 958
355 4573 536
6445 5411 311
6232 6161 715
6188 5710 755
1299 2458 313
1463 4630 993
4201 5446 813
3596 6170 12
714 1611 16
989 4093 145
2671 1669 167
2712 1784 167
3081 5122 636
1310 1892 316
1080 5144 331
4550 2451 284
5877 1278 92
4760 1569 373
996 6245 580
2760 2900 401
5143 2477 611
1126 2134 742
3273 805 852
1560 2448 511
3900 56 912
5749 3026 850
2913 383 700
4719 5343 219
5089 1853 543
1224 2420 503
1 3529 896
2663 4483 303
3799 263 542
6215 4901 624
6383 4745 788
3687 2618 143
5835 3459 255
1820 2145 856
3525 692 631
3089 4324 609
129 2324 117
179 170 859
6426 5216 475
1603 6341 796
5503 37 118
2187 5972 830
5702 1447 534
3543 1594 345
2201 1719 261
4563 2441 638
4382 4097 64
5822 2594 327
1275 3785 322
1860 498 669
4388 161 585
2900 893 833
6080 3952 359
4511 6108 864
4117 1397 759
3342 4665 955
5450 2008 113
3463 6217 341
5442 300 329
6301 5973 787
943 6002 265
5723 4942 138
4230 5752 443
5110 3076 459
3315 4729 85
4113 6345 737
4195 5050 911
2148 4610 387
1968 6243 374
6290 2712 551
3239 1474 531
1741 4226 43
5892 1012 23
3455 3298 244
2574 1265 213
670 3881 622
4085 4409 768
1555 3258 756
1469 2702 496
2474 6327 468
3982 2980 630
732 4175 907
5273 4593 386
6272 381 550
725 4669 617
808 4969 494
738 3706 412
966 29 213
4885 3134 345
3567 1363 270
1611 6248 653
3078 229 101
2824 4208 220
2905 4434 808
725 87 907
4550 279 731
5556 6468 791
4998 5153 447
4777 2674 847
556 307 958
135 2840 911
3740 5620 731
6118 6378 21
5935 3469 466
1667 1651 772
1803 2874 882
3035 803 52
6345 5345 208
6390 6342 467
6484 3649 724
5546 3104 816
1324 40 290
1488 4790 630
2510 5072 852
3698 4331 10
6193 20 227
4612 1366 145
124 3383 354
1595 4056 720
5556 2201 355
4533 5201 978
917 396 701
3257 2535 607
6023 5588 537
842 25 597
4375 3914 526
