3500 4687
3302 2330 71
1897 2432 636
3324 2543 379
574 192 537
3270 3040 725
3306 1669 457
1421 2649 295
453 3044 95
963 373 328
1460 2122 311
1515 3335 548
2980 2305 338
3210 346 449
286 169 655
2581 3321 86
2310 102 227
3466 1236 190
1588 1716 291
1150 714 793
2281 2524 42
2548 2485 521
3172 932 241
983 704 451
1439 180 609
1533 405 180
1666 3178 198
3236 433 369
1269 407 75
2078 1349 597
902 2427 702
3443 1178 251
1293 624 487
908 2259 31
2060 520 49
2365 2296 94
1144 449 78
1307 396 375
2951 2835 119
3242 3032 758
232 2670 564
2637 2783 87
1416 362 644
64 1249 101
2032 3036 506
1696 575 603
602 1690 104
1636 2651 892
767 654 697
13 2188 325
3323 1280 742
2769 11 411
2591 1687 243
1547 1064 583
3309 580 205
2510 2229 191
1822 380 908
796 3169 21
1111 2662 771
2259 2301 361
2947 436 413
1547 1598 541
2721 1818 821
2359 682 622
1738 2590 488
467 578 301
3142 2271 660
1565 1869 535
646 2 967
3332 2761 255
621 2149 963
933 398 263
1237 1008 39
3120 2487 67
3098 2180 724
1567 710 363
1911 2226 186
2949 1900 593
1711 1074 456
820 917 554
436 3229 625
2519 2977 354
2380 525 150
3464 2520 282
611 3052 128
689 1073 266
2111 1897 155
1760 2862 891
3420 2518 515
1325 2684 139
2618 1989 432
716 75 12
2745 3350 374
2560 1237 377
3330 2317 226
177 1969 391
1022 3244 50
399 332 838
1593 2977 11
2606 1364 499
80 210 50
3421 3366 363
3133 2621 439
1313 2614 997
1183 2141 549
2111 3433 930
1603 237 993
2090 300 194
2368 1775 206
2734 248 282
1503 623 213
2423 648 797
897 2283 159
2108 627 919
2527 1555 159
1479 2862 713
1885 140 276
1065 1813 309
1784 1567 696
373 3335 275
1885 1638 331
492 1251 410
1189 2014 177
3128 1542 534
2845 1765 328
599 961 877
1501 503 777
25 2547 67
1044 2800 142
1304 3277 975
2911 2059 905
2469 1870 404
1777 943 122
2995 2391 653
318 711 344
2938 1048 836
306 3346 457
2541 2168 23
516 636 577
621 2700 198
336 1011 770
2755 1659 848
1909 2362 561
3111 76 72
2383 1563 406
2788 2450 554
2624 2083 853
745 1504 675
273 2705 467
1575 795 853
1404 1494 728
745 2776 369
3021 219 343
753 2669 852
457 3051 155
1398 2063 523
793 1194 553
2748 2579 389
700 2586 661
1451 3160 333
2952 2224 523
2826 92 99
850 852 3
565 1601 783
1091 2328 915
2773 2865 385
1480 2989 770
1372 3327 601
2427 2619 840
2456 2089 646
3339 2261 344
1649 2516 667
116 2803 386
1738 2594 103
3367 759 944
2831 2293 24
1612 950 810
1575 1969 118
2959 625 125
654 728 862
2651 105 704
1008 627 453
1256 614 919
2304 2062 27
2393 1770 404
1708 3440 639
2723 3248 929
1923 2725 151
2670 3363 611
414 1766 716
1836 676 372
416 2988 753
2190 1205 514
2213 294 102
1492 3369 868
2064 1717 632
1048 1126 937
2468 603 285
2121 2342 408
1695 541 328
897 2707 734
574 2572 699
790 1113 864
1970 2488 157
3197 2354 314
2745 2576 725
957 2046 352
