2100 4128
538 1108 140
784 1290 567
1668 1671 5
337 1591 461
1455 1764 845
2037 1103 783
1468 701 93
2096 791 360
422 1555 581
1867 1737 260
1252 1296 571
1097 234 964
624 860 675
1782 1448 941
429 450 585
303 1869 249
1150 345 680
166 1552 661
1253 1107 139
1458 203 533
412 699 690
723 234 591
391 1598 320
135 1545 217
1084 543 479
1449 422 334
1133 579 892
1362 957 198
1491 620 768
1752 504 880
670 1453 691
1401 212 768
1882 844 149
1054 1829 207
2034 1289 723
272 1680 262
1110 59 736
1426 122 227
27 1575 832
1277 908 715
1741 968 929
1126 804 429
1770 2065 394
330 1822 28
1981 194 690
465 1204 195
1860 1622 876
157 143 485
1799 1319 292
131 2050 276
121 1808 658
580 1431 578
341 745 167
514 500 601
106 2015 253
1538 341 408
1874 1673 351
1445 621 920
1794 1667 187
2091 1819 479
1279 514 610
612 1516 813
1438 1941 791
1936 366 613
855 1314 791
845 820 565
86 237 887
530 1103 63
656 120 985
366 534 113
805 1839 796
1257 109 582
1301 706 434
659 429 669
1390 1155 115
1276 732 731
172 493 194
1313 1890 628
1637 60 874
877 500 705
2048 516 160
1502 1020 922
1092 322 502
803 1332 38
688 1359 240
1349 729 876
590 1040 137
901 798 310
499 1954 890
351 1831 878
555 142 561
1394 743 413
576 1589 676
1373 1124 449
1647 1335 115
1018 1736 918
1819 1881 263
667 225 976
548 319 910
1585 332 708
126 93 93
364 286 311
1355 1400 539
1150 1622 813
210 1840 450
2055 1392 257
370 771 234
1828 530 982
198 1092 513
1169 644 563
1600 233 760
633 720 232
1561 413 366
746 491 321
300 1136 956
1247 1744 21
1040 407 298
442 239 956
28 701 384
752 897 198
1719 276 596
1965 1061 709
990 1241 348
125 1679 76
846 102 386
2093 1630 610
875 579 645
1267 2084 417
121 602 335
1236 20 307
1684 440 333
468 483 355
1656 1195 568
994 310 209
1671 802 52
145 662 244
1972 1070 511
1182 1271 531
431 1367 339
397 2014 153
70 1955 809
42 2053 957
290 368 721
270 1146 229
835 593 844
632 466 918
971 1498 718
1771 1001 474
126 1334 520
268 1503 246
39 1121 141
466 678 468
1402 1109 863
1688 494 129
1156 1822 350
1280 1738 89
1128 789 264
1590 1005 987
1317 627 977
587 1296 441
165 88 669
617 466 770
1973 2034 998
104 145 366
889 230 661
1924 1794 922
1391 1183 233
1039 638 808
1419 1041 61
1052 1793 824
81 1221 802
2068 215 176
677 1918 431
157 644 885
1629 71 194
32 291 998
188 156 53
452 1554 301
606 1316 810
783 751 194
833 984 656
180 1342 997
975 1580 157
445 621 764
1081 385 257
1027 1915 646
1652 687 109
345 308 216
842 2043 913
2095 1497 457
962 565 602
1978 1637 106
86 492 157
1506 1087 376
1309 1399 815
2039 433 145
1241 1626 313
1144 1906 894
595 1373 790
2050 1299 219
252 1440 630
456 748 356
1728 2027 387
1412 790 78
350 712 295
879 643 576
23 975 422
695 11 406
1273 1515 526
333 1134 66
84 431 218
1728 308 984
1862 981 796
576 406 13
1760 2032 91
1164 1301 474
838 39 197
459 67 896
384 886 627
819 85 436
741 2054 715
344 650 951
292 1921 133
112 1975 168
974 1841 345
1031 610 531
1590 730 546
2097 335 873
2037 1463 593
948 66 10
153 1696 112
63 1686 307
657 1428 56
55 593 962
1223 1319 115
817 1049 488
1758 1158 965
1442 1365 720
1620 1795 826
750 850 601
2 553 889
1604 2011 257
1059 745 244
1453 38 737
437 344 977
1610 1781 603
1763 1195 651
706 1808 194
1434 1123 368
816 291 971
1730 245 982
1891 530 483
597 1862 64
1005 1215 882
690 17 405
137 5 559
408 1531 823
2011 555 381
469 1951 893
1732 287 250
1197 57 118
1514 754 633
847 1810 147
221 1062 731
1799 1476 854
1497 619 920
239 1688 628
4 874 449
1036 1441 12
1492 158 92
254 1557 578
187 1567 860
892 1914 164
1156 1088 302
1265 756 346
1411 1572 681
1461 1803 187
2032 385 602
1003 225 363
960 2080 729
281 826 540
1469 762 210
731 1631 577
1995 1046 662
697 1433 924
547 562 13
568 1763 303
373 53 612
1140 1171 162
1075 1747 363
1661 1543 10
1975 510 72
8 2055 799
56 1302 47
1844 1853 426
1798 1301 287
590 1561 100
521 1506 897
1440 890 411
872 820 334
385 1431 834
1660 518 621
247 522 561
1141 1619 249
365 1391 243
947 302 877
1767 1967 42
1560 807 475
846 1897 917
1888 1032 535
108 40 621
1246 1545 354
1223 567 767
1655 13 99
1767 389 631
995 1242 628
626 762 461
1936 1438 124
562 2023 702
1207 13 889
442 2004 527
883 458 450
1332 1480 207
1455 1367 406
539 1175 606
765 1602 289
777 21 225
97 777 787
170 1050 471
1036 1303 928
922 310 972
338 708 883
529 373 633
1038 1045 898
1182 617 75
1631 334 950
1699 1108 176
354 589 801
1985 1950 542
1127 1477 12
761 165 348
1149 532 957
251 1290 29
1157 1405 912
89 1935 101
1882 1651 104
1934 1017 134
705 1052 543
1851 221 965
1790 1135 52
321 666 415
1625 310 948
1897 1106 544
666 299 828
1088 1456 542
1318 1499 249
2029 655 553
825 78 82
1581 1760 37
1697 216 156
1032 1243 138
169 226 187
1704 1150 819
1789 1201 227
23 1951 325
1175 439 772
1600 724 518
1967 1140 518
296 1847 169
120 667 440
1086 1669 796
1414 1424 712
417 437 725
