4700 8417
3520 4034 591
3816 2885 377
4080 985 996
1780 2745 188
4696 1519 541
3347 3767 67
701 1805 854
1925 4159 725
3667 615 742
2337 3819 720
4362 2311 659
1139 2922 524
3560 91 630
4139 484 299
4114 1657 736
3110 4206 278
1168 4698 185
533 2591 602
258 1569 104
793 2146 365
3554 2886 299
1470 3308 491
1125 3254 96
2082 630 356
1173 2538 629
4237 705 719
3349 1003 321
3677 461 945
1889 4408 383
1106 3447 61
3810 230 819
2124 2093 495
938 2390 654
3794 1920 614
1384 3811 229
1762 4343 206
3916 1947 458
500 354 505
4400 3042 314
3417 1938 817
3686 4597 786
562 4038 403
2567 3261 710
4133 1276 363
3461 3421 546
3433 2957 109
2271 595 150
3551 3 733
3535 2903 954
549 3473 889
4663 4651 326
1846 1194 415
2582 4163 226
961 1585 915
4391 3802 949
4009 3404 594
2999 809 208
898 621 960
2358 2413 419
1466 2723 103
1871 1146 572
2970 3888 717
399 2390 283
1572 2790 448
2077 1496 810
4050 95 191
3974 2404 700
553 4313 264
134 2193 71
2841 2112 82
2959 1418 170
3547 201 39
378 3787 703
4008 18 953
1726 3302 130
1188 1332 799
972 3911 122
4038 1620 833
4235 4344 483
2904 2327 13
3008 4124 158
2284 3021 970
1409 1371 728
3163 3328 38
3694 1375 103
3731 1522 868
1526 2218 691
2152 4276 344
2235 2878 218
959 1915 442
1678 4388 332
4319 3260 769
2525 223 241
2308 1168 597
992 3106 663
2730 1280 55
704 2571 721
2511 4592 295
3099 2658 613
3791 3617 971
3275 3047 543
3247 2909 522
1222 194 9
1138 4057 635
3817 2974 97
4446 2662 38
3243 2694 419
2945 854 589
372 1812 328
1964 3182 444
4245 4635 554
738 1171 570
3104 3224 482
658 3810 609
3428 1585 690
804 4402 358
1951 4310 53
3608 4333 738
756 28 358
3791 1054 65
4349 1837 776
4517 984 416
502 4164 776
3818 2354 586
218 2048 219
4628 3849 57
947 1907 636
2751 3449 297
1792 2767 710
1697 551 659
982 1976 971
1751 476 445
3494 4481 870
3146 2328 150
3193 685 787
2151 221 897
3004 3284 980
1348 4515 245
37 1785 349
3887 3958 864
4242 102 216
513 1944 256
603 1125 223
3877 3046 584
1271 2163 26
1068 2553 929
571 4205 8
242 382 825
2975 32 41
372 1612 257
4155 3772 498
1549 1648 923
4012 1790 68
1278 3543 463
401 4241 962
2349 2980 630
1519 3820 621
2590 1357 893
2527 2848 212
3691 3054 833
2361 3672 533
749 302 879
2249 1817 427
2065 3315 770
771 1337 186
1926 2374 480
2664 408 645
1226 4458 461
4583 3067 508
4451 3288 755
740 411 395
1909 1932 140
2760 3338 367
2463 1657 107
4244 740 614
197 3281 755
797 2141 739
769 2520 375
3 4011 101
2403 4162 422
3524 2052 182
4463 352 470
2556 3457 396
2168 1359 912
3350 4386 859
3457 3241 619
4492 4150 184
3463 2797 57
2255 1925 371
3938 3549 341
1560 866 893
4129 4194 381
3270 3022 10
1019 4627 94
4569 3030 697
1749 676 532
2583 1257 572
4330 4627 590
3503 4562 890
4162 1528 643
830 3194 341
598 3665 819
2457 1175 770
2134 4580 798
3988 2663 144
3592 107 368
3032 3195 876
3849 3964 215
4601 3943 951
2170 4326 615
2868 955 655
3185 3324 998
2013 4134 305
2232 1072 564
120 4123 663
4629 1834 598
2225 1139 961
895 117 863
2182 1153 476
3692 3863 328
1378 1368 507
716 2425 302
442 960 163
2734 2402 984
492 3002 88
1957 165 829
4352 3808 200
227 585 410
4077 1717 738
3528 630 307
1158 3623 750
4216 134 639
1028 1313 228
1669 2190 746
3320 1599 566
2903 803 465
349 1611 360
1441 3736 683
3055 1215 652
3285 958 831
2153 447 635
3006 459 84
364 285 568
263 3258 887
3031 712 990
4297 4598 967
470 1847 560
3171 1130 727
781 107 410
4587 1907 624
372 4205 610
1280 997 351
884 3992 30
376 4345 74
2297 838 840
798 3269 669
4116 482 109
3582 793 967
850 3805 806
3707 1549 45
181 526 664
2914 2405 107
4489 2216 461
2424 2148 341
1854 2676 563
4161 988 876
744 2977 611
2949 3403 242
276 2743 451
847 4654 136
4549 4079 682
1923 3396 985
3943 39 820
4325 912 291
4122 380 804
541 2970 540
3788 552 600
4216 1296 715
2305 2776 993
2908 1826 736
152 2413 667
2682 2827 642
2977 1721 536
856 4046 441
2010 1526 315
2065 3200 151
873 4105 594
2152 2440 650
2784 2108 460
4611 3417 690
1670 4238 37
2806 4683 403
1427 3944 161
4190 4626 554
2304 1941 180
2025 2700 312
2472 3868 119
3381 2618 173
942 999 84
361 1581 108
1220 4014 116
996 3513 27
3806 3412 650
3781 4461 271
195 222 188
2004 1903 351
3800 3042 665
3483 190 194
3098 887 627
4227 2383 140
2559 1850 64
3264 1252 37
636 2921 54
1679 3673 312
1254 1302 776
1318 4176 962
4119 54 643
1909 3339 576
1346 2412 716
709 4286 313
4476 2179 657
3754 2519 744
2745 3259 370
4571 585 472
540 2815 186
1270 226 612
371 632 766
844 3699 214
474 1703 100
2970 1204 864
3589 307 494
2293 4641 763
3181 673 543
353 2791 840
3426 2312 681
3732 1501 439
1643 1996 25
1914 1423 230
1754 1749 25
3881 936 508
3636 2472 860
712 383 718
1914 998 104
2276 4120 530
4235 3007 392
4058 2 631
3015 897 168
3632 766 319
1691 1163 653
3762 2246 417
2816 2596 834
1033 3557 463
1514 1767 760
3314 2227 605
314 2892 65
1298 3290 495
4642 3398 582
428 573 150
2794 3587 687
3501 4463 257
1920 3231 127
1547 3646 826
378 2443 358
575 3248 596
3831 1260 617
3510 3278 580
749 1974 674
675 457 899
173 4125 101
1091 4393 321
845 2919 817
316 4267 879
275 1620 551
4508 4552 294
1020 1919 982
1936 2723 491
3766 4031 294
3364 153 155
411 4188 386
1369 196 331
2463 2247 970
1418 1421 342
3919 2832 705
4179 3757 889
552 1640 509
2184 587 326
2010 3457 733
2467 509 908
1040 2158 282
4646 1310 554
1961 3414 908
287 2680 646
193 4163 26
1401 1373 534
2496 2485 941
2642 1148 546
1379 58 174
4410 923 74
3771 4639 585
1563 3693 880
3755 4585 206
1028 727 391
629 4382 237
1498 887 542
2518 2879 831
2271 1097 222
3424 746 476
1852 728 164
1328 1562 634
2944 2419 839
1842 4220 386
4113 2670 834
3313 2547 697
1471 2463 419
2103 2768 644
780 1607 233
4663 3055 260
3775 4617 751
1744 1297 19
3346 1852 44
4323 1706 362
1633 2531 6
548 4284 304
1063 2277 106
1054 3935 723
3115 2664 705
3236 1034 122
3846 1582 874
2868 4468 257
847 2338 758
3008 1786 955
208 1408 282
3722 241 670
2333 628 738
1609 1019 321
245 3007 477
241 3056 72
2305 980 372
2893 3950 456
1523 192 656
3596 3743 169
4467 1374 672
3917 701 638
4068 936 921
1407 3254 676
106 2014 965
96 2689 519
3791 4315 956
2399 4030 65
3812 1836 884
3573 3806 88
1131 1154 890
2421 171 129
2133 3270 101
4156 3929 191
3381 2171 743
1139 3423 172
1273 4507 95
1161 2878 543
2015 2719 47
2154 1978 703
4128 2715 892
1332 3072 619
925 2391 101
1905 1151 371
3777 3696 535
1825 4354 9
2660 1041 809
1940 4612 72
3458 3107 859
2909 2560 774
1014 1215 429
3021 2269 216
2096 108 594
3232 2611 688
2923 2697 499
3433 1990 775
1687 1240 318
1678 2146 607
3422 792 726
2939 619 832
1442 2252 272
1448 1895 37
2547 2163 26
949 1437 659
386 1264 539
4503 1238 438
2332 3385 242
628 2028 98
2436 43 803
3240 169 834
4406 4173 421
3793 52 259
1724 4085 32
2847 2248 485
3791 261 685
2547 809 951
3676 3391 929
1039 3559 632
1323 2916 229
3792 2683 952
4354 738 527
2543 1327 128
3593 1732 381
4304 3502 401
1575 4056 264
1170 82 693
4612 2215 213
3489 3243 255
542 886 964
4101 2528 246
2538 3278 770
273 1313 461
1433 3934 655
2442 115 73
1832 974 857
2155 972 605
3811 4288 700
542 1482 151
1445 4040 855
1796 108 482
4643 4635 979
4152 1314 405
1241 2954 41
94 917 626
1176 2050 398
1513 1014 325
2854 607 614
3431 554 56
3834 34 781
3216 1522 891
938 560 286
4504 3080 711
2049 4059 981
2019 3915 76
2327 427 534
1229 1641 962
