1100 1286
13 573 827
595 901 763
56 1071 451
928 794 885
747 972 636
950 335 944
710 256 834
879 412 749
301 454 783
384 708 450
267 292 120
238 408 585
393 138 681
953 55 768
324 796 375
180 524 88
780 848 11
709 628 700
324 87 81
605 781 793
589 263 779
1069 994 800
412 709 85
993 189 273
166 321 806
1049 49 50
1018 634 302
785 712 121
448 438 880
263 232 570
11 999 720
639 942 180
489 502 505
914 3 388
144 1052 456
816 307 108
497 546 125
299 165 568
219 448 95
773 1003 92
375 839 455
865 145 855
747 615 99
1072 783 272
1065 109 914
172 214 95
1077 341 122
31 376 330
519 386 244
611 818 7
449 433 660
651 944 614
361 630 65
323 251 502
382 500 43
518 63 982
731 932 296
113 1026 125
1035 224 658
346 1077 961
974 720 69
9 850 109
355 605 712
509 405 596
358 477 4
633 191 907
695 790 215
642 338 811
150 234 974
585 561 911
323 1006 789
328 382 689
801 519 26
908 263 828
991 426 854
1047 672 900
688 165 986
392 1086 401
1096 888 181
0 129 229
988 720 960
1087 968 381
324 286 429
433 593 667
1018 1098 131
765 293 313
379 1028 40
168 404 967
77 882 804
843 941 911
127 172 355
470 432 523
229 810 823
746 415 376
963 119 429
660 818 621
106 688 143
949 262 451
241 509 274
1015 1022 360
499 333 994
621 831 121
318 947 512
433 335 506
30 1024 141
399 107 149
430 398 541
923 548 48
221 568 860
301 380 841
645 944 499
852 565 430
319 72 394
298 367 35
568 730 570
859 822 347
278 1099 360
715 563 421
173 660 840
32 360 90
236 285 349
698 453 684
608 841 975
852 409 84
584 660 266
105 1019 280
639 204 603
292 21 977
155 117 335
837 816 265
718 913 135
505 503 310
844 346 582
87 540 275
114 441 83
7 21 57
934 253 747
761 497 704
715 640 925
224 449 1000
285 875 486
62 314 587
454 897 705
514 145 712
869 472 502
746 394 204
849 724 38
693 1083 250
643 600 67
392 549 759
812 548 110
1042 774 200
480 598 943
870 340 511
476 108 529
750 501 734
1016 793 361
128 839 199
726 272 7
107 542 157
240 106 847
170 457 873
729 278 721
438 1006 633
840 234 174
543 535 399
922 638 355
908 327 11
929 37 136
546 781 462
326 819 784
518 587 408
448 385 699
480 786 51
873 407 682
658 1033 865
656 922 569
457 835 701
726 94 189
283 503 517
929 17 568
378 1008 873
847 617 111
1097 104 184
269 793 470
64 975 276
136 129 117
863 659 408
996 157 178
921 606 603
736 388 893
676 568 581
629 645 987
843 456 126
148 723 108
892 890 958
28 472 535
853 812 562
627 566 268
1080 1031 923
892 386 153
347 494 197
702 157 124
833 856 877
221 496 206
115 870 780
470 967 940
713 730 259
114 252 270
915 419 841
429 362 339
241 306 462
1038 967 290
607 70 488
710 82 718
406 828 69
224 866 824
154 793 800
712 24 600
27 75 499
45 897 247
481 308 830
470 55 425
641 133 532
722 496 552
868 125 860
225 973 940
361 579 720
8 777 699
788 379 920
955 559 977
608 919 727
1041 91 265
303 461 801
961 523 612
185 951 754
213 100 644
131 668 980
44 620 184
631 942 403
213 304 457
514 465 941
500 33 44
303 473 435
60 654 447
739 857 464
106 155 961
1056 644 242
516 618 454
750 831 79
748 345 812
62 606 269
1059 965 285
291 913 293
315 181 222
1014 619 584
887 277 65
1001 422 600
965 192 286
500 394 923
423 636 270
977 976 70
373 835 751
123 241 1
978 1048 213
1014 37 38
157 985 596
434 273 972
131 262 786
415 451 574
1087 754 973
755 317 308
279 260 639
4 299 612
92 1035 668
233 43 440
659 869 681
1028 655 558
970 469 593
556 866 684
584 835 70
284 869 564
668 775 335
44 80 9
989 484 9
128 685 549
456 862 321
788 856 627
241 431 691
506 573 222
269 67 644
348 986 811
62 930 910
336 543 766
822 217 826
1094 847 870
414 545 872
993 815 606
120 1095 984
664 1000 741
773 549 818
400 36 542
512 878 749
850 205 372
1059 895 515
225 978 739
613 575 432
39 576 39
108 1069 757
76 102 988
1022 454 653
961 751 895
254 314 395
982 878 379
388 439 99
1085 147 931
548 1035 661
773 12 24
880 751 469
1015 1098 562
354 406 416
144 1042 201
539 864 340
995 688 317
261 499 118
165 633 710
613 250 677
817 50 457
77 577 46
818 703 584
124 9 828
387 856 819
96 222 705
750 125 928
234 655 661
