9700 17158
2646 217 96
5282 5323 633
2714 1799 378
1435 396 991
1262 3926 558
9037 4919 888
9188 688 168
2152 5793 374
6177 7379 823
7036 2023 349
7824 9611 430
5826 275 872
6941 3902 791
6183 3137 522
7142 606 113
3105 2119 786
1046 2144 597
8994 3746 407
3543 1967 567
5348 1213 463
9269 514 810
783 1642 14
6168 1674 583
4033 8832 901
4072 3703 491
3164 2936 844
9131 2253 694
2643 3939 243
7873 775 967
3447 6847 733
6039 81 726
616 1473 454
7772 5167 995
1894 7920 475
1376 2456 338
4718 5584 737
5548 7495 250
4986 4315 819
7665 2410 997
8704 2559 366
7741 5190 210
7019 3345 140
426 7502 633
4077 6869 84
4444 2064 569
8652 4504 93
7159 3038 747
4366 8785 397
8785 7418 807
2845 2011 673
964 6920 308
313 939 147
5251 658 468
7138 7845 338
8848 7357 596
8568 1902 616
7723 514 730
6911 1304 120
5968 4182 264
1939 7525 192
3946 200 29
864 6010 788
9129 9085 619
4134 7945 589
7612 8768 886
3164 5123 765
9613 1538 960
8076 9244 46
7117 3850 310
8973 7440 134
8291 7633 62
1871 2687 500
6066 2950 543
4773 917 635
4850 4269 661
2186 3658 745
6018 4803 167
1293 2847 534
8069 9146 341
7872 9117 726
545 2456 829
2137 3056 418
6158 3419 319
584 3608 81
4034 806 461
6684 6194 356
3912 8018 348
7338 3087 216
4801 7439 240
7449 1939 945
778 3481 482
724 5440 998
5995 4279 428
6200 5439 480
5529 3943 413
8071 4303 200
8009 8839 731
1029 7201 252
4998 1889 562
897 6308 691
5853 4094 471
8542 5192 358
6594 8428 535
4173 3768 677
6420 1584 658
555 134 325
6381 771 815
1717 2313 317
7326 4194 844
6791 6040 363
8482 6605 138
4467 4404 209
1487 4450 997
1166 3405 630
7209 3013 490
2595 582 52
302 6278 33
2031 21 776
5886 3033 185
9254 7160 529
5697 6568 579
895 9125 252
97 8558 407
413 1788 72
4076 5153 802
4723 548 765
5874 7831 672
7712 6427 466
4341 6143 312
8852 6121 532
9519 8605 26
7197 2260 667
7912 9664 209
229 9296 933
491 1883 508
6489 5763 677
6350 8003 607
7715 7593 559
2107 9698 395
5019 4088 260
2360 8490 972
8766 4604 695
8791 8584 951
153 3233 474
614 2781 857
522 2963 609
6430 7849 267
563 214 272
5168 4897 67
5413 1021 570
7615 5343 881
3202 8080 831
1429 3288 733
168 5923 332
6936 3237 860
1874 7937 58
3906 126 56
8221 2397 599
9698 5944 961
8237 9622 289
330 5590 655
9021 159 664
2031 634 901
9133 7276 131
4047 3264 311
3170 5876 729
9636 4411 330
2556 5720 711
1062 4498 459
101 6464 517
2934 7320 69
7942 942 353
1524 9634 396
5333 6370 79
7660 3806 119
3027 157 13
1073 3075 695
1475 6056 462
3320 413 476
985 2673 26
3626 412 400
8952 339 374
7255 6096 864
3614 4976 518
8635 7047 204
3853 112 606
6056 4474 725
9163 4962 432
2456 1197 948
3666 4884 58
9612 6786 290
4849 8352 703
8464 1387 534
3565 7016 853
6087 6300 167
8943 4108 558
6529 3825 709
8417 400 285
5386 9167 212
7845 9278 425
1510 787 80
9447 8425 203
3493 9643 704
6592 6747 896
7507 9371 127
3310 4176 573
6202 4680 870
224 8751 534
1799 8822 201
7797 795 642
6280 5016 49
492 8161 350
7642 799 875
4614 2091 553
7470 3491 921
4284 8899 257
5888 8285 491
8465 2636 510
6516 4709 30
2829 7481 495
5570 4435 434
4354 8615 443
7844 1234 594
4117 8404 713
645 6603 863
1875 9507 735
6854 498 740
4589 9656 417
6586 6032 848
9138 3651 533
3241 3307 935
1105 7542 670
2807 8646 587
560 8488 940
8166 6809 305
4836 3139 614
4244 1457 426
588 1036 535
3351 3053 384
138 8369 1
9085 353 901
1747 5025 456
7421 8618 864
1727 656 830
7924 1889 409
5672 7121 694
7200 2388 512
6950 4774 414
892 5506 701
4328 8695 199
8605 8042 867
2726 9293 971
5161 960 494
7252 927 468
7338 5923 562
5380 4043 195
7275 1372 224
2160 980 377
7185 6686 367
8762 344 526
5322 677 260
5993 4942 966
4457 6604 5
2892 483 305
277 2197 296
6405 4071 13
6909 559 228
4802 4042 326
5835 1487 33
8746 3279 759
4093 5281 145
5154 2835 113
5983 7228 853
7049 6548 101
4884 2550 339
2261 1888 664
9682 9295 965
8574 6809 177
6374 2439 17
4048 7233 471
6447 8474 272
2607 5098 839
3482 8576 271
5996 5202 55
1643 1431 82
3030 4228 371
2933 7634 584
103 8380 978
6852 7648 283
5079 9235 872
4611 1138 133
6174 2972 412
3950 8271 212
2853 5345 90
5735 8865 436
4974 3170 848
1079 1273 579
8016 5596 849
7851 6017 853
3951 4444 28
3448 2435 727
6286 5205 35
150 5969 518
520 1902 420
5968 5335 39
8328 5491 77
5709 9021 695
1487 4495 312
5886 3917 540
4829 4062 766
8354 9373 240
7780 1799 154
528 7490 327
4533 3548 591
9084 7649 999
4202 6512 367
9242 5169 317
1582 4178 579
7883 1698 511
6950 3455 992
6034 9509 878
4280 4825 951
2085 7788 410
7886 7980 44
5417 9191 84
4856 5844 111
1629 503 919
1166 2174 253
3294 91 633
8349 7834 773
6732 4547 184
2305 641 501
2572 8174 929
6454 2473 238
2307 8680 794
7571 9221 460
1057 6314 262
3443 734 475
1851 5424 320
8374 8400 873
3451 3966 298
9586 7505 569
421 8294 330
4236 5192 657
5292 257 518
6327 2545 606
3570 2951 671
1732 6599 704
7590 214 785
4189 509 1000
903 4487 171
1 8218 897
105 1961 980
1364 7069 900
3010 8898 490
8348 2280 101
8335 7345 1
1632 6339 63
7836 4737 803
6137 1503 197
7450 6706 628
8091 9037 597
8611 7089 496
1378 785 101
8050 2443 498
3975 261 892
1233 6667 466
4388 8749 303
5179 170 213
2179 8654 4
5651 9317 146
8351 8130 303
3754 3951 826
3812 6294 894
9588 2800 938
2996 4501 689
6619 362 673
5160 3673 942
5621 1676 699
6662 2247 581
997 1149 514
6683 6876 342
4933 9242 8
4603 6066 779
1039 1043 632
7446 9143 824
2515 1057 537
6502 4912 144
1309 6552 359
5242 4849 120
8653 5688 690
394 611 252
5839 2166 1
5346 8302 4
3225 2607 618
1609 7308 302
8926 7428 463
2737 6179 146
9030 1517 728
2614 6162 55
4288 8069 690
8463 701 236
6056 425 432
4096 9011 111
6314 2420 432
5014 9297 250
4513 1262 869
790 610 750
4245 3760 923
7824 4353 604
8312 4258 583
2832 9024 746
8513 7299 53
8740 4584 122
3649 2630 931
2953 7106 313
8682 7828 944
2547 4531 426
7647 4105 514
726 3704 803
6466 3401 737
223 8219 293
2906 3574 378
4206 1780 94
8813 5907 365
9150 6076 551
2309 4076 314
7677 5182 375
6129 5334 539
5144 3080 170
6656 7030 802
114 2099 825
4960 7085 800
5175 7162 70
1754 5252 616
9667 3986 484
4971 6904 969
2412 241 943
7281 6817 373
524 7446 980
3949 3460 234
9420 3588 867
2268 7606 398
3031 2454 428
1914 4479 445
9572 9573 926
4547 324 711
7958 2299 767
8159 4222 103
5734 9094 108
7235 6494 730
8398 9213 209
530 5976 172
3941 6793 123
5757 7846 415
3993 7790 551
2311 3941 146
5076 3599 570
8579 1578 596
8397 5467 393
534 1988 691
6792 1032 962
5698 8899 188
7028 4261 361
7205 7809 675
5920 1350 351
1639 9010 916
7955 7122 546
2049 6040 696
3213 564 291
7941 8219 400
7118 6745 359
645 5567 817
3827 2302 136
4372 292 5
5790 653 494
4706 2247 743
4559 5350 368
6404 7487 521
1791 1892 304
2230 4174 985
280 2123 235
418 2624 61
9505 5129 967
6661 4400 811
2213 9111 244
6688 8653 51
2486 3054 963
7678 2041 669
8400 4840 984
4013 5172 491
4570 4803 90
5745 8383 130
1937 1946 805
3727 4023 32
3272 2355 563
7201 8425 878
6573 1731 883
640 1715 896
4368 545 806
5960 8780 674
1527 352 961
955 9316 913
9513 268 843
7647 394 892
8182 9544 375
3749 3716 392
9352 8750 53
659 2188 511
9673 2757 67
2070 4111 499
4572 4531 641
5183 4125 137
1244 8534 154
2669 9299 87
4112 7585 512
8876 870 875
6223 6292 702
6897 5918 764
7995 8439 806
1570 9613 851
1437 2497 438
9448 41 628
8193 8614 45
2502 5819 413
3339 1319 614
5517 4035 788
9533 5833 307
545 9194 207
7015 2328 893
6311 3555 490
5067 4002 676
2185 7463 787
180 2821 685
2261 1819 333
2193 703 188
5059 5403 743
5976 3181 363
8339 3718 274
1043 3899 964
6600 4285 528
1486 7712 955
3990 1413 219
9685 4100 487
9617 1150 173
3950 6916 646
3764 1482 611
9393 209 393
378 8978 704
6674 2901 603
8982 1206 221
9 7702 980
