5700 6531
2807 1781 369
1651 2302 786
5690 1082 124
4609 5401 318
1204 3021 337
691 606 448
4714 5082 353
401 1512 435
1927 1263 711
624 817 861
1536 3563 918
1243 4069 967
3666 4047 418
3759 1995 620
3040 1125 732
5492 4570 267
3385 4721 394
3224 200 91
1226 2398 171
4714 213 400
1875 3787 433
1530 5489 448
5555 5245 911
140 750 136
982 2577 73
4578 4172 65
1925 1786 869
16 3678 722
295 604 605
5284 5154 960
3759 2150 889
5591 5563 105
5268 3477 551
3096 360 708
1335 2620 542
2626 4574 140
3527 4271 165
1196 3152 212
775 2782 161
4818 5616 89
3384 1817 127
2998 4869 287
3931 457 426
2954 2353 83
3902 4382 456
2100 3531 151
5237 3345 128
1713 1859 107
2387 5651 375
1838 3360 387
1605 4430 896
20 1279 819
5691 726 410
4593 4869 978
1417 115 818
3055 1338 86
696 2257 495
1555 5582 269
5502 1549 241
3079 1880 260
2332 5234 369
4958 176 742
2993 1036 533
288 4850 802
627 2499 42
576 3802 780
588 2729 6
1568 1 214
5343 330 50
4133 2669 768
5688 5041 319
3931 2135 89
1806 690 595
4288 2701 856
1593 4575 972
3975 2922 654
4643 5342 791
3686 1317 626
1806 209 314
3948 4564 711
334 583 320
3561 1131 773
5375 1332 826
2745 4599 8
1066 2241 315
3868 5122 194
1192 5461 2
2635 5554 76
1445 4799 905
2440 1038 95
4968 2281 832
548 85 611
263 1743 658
966 5342 395
5023 5012 420
676 477 549
2847 2333 968
3985 3232 348
4170 2243 673
211 5004 593
1672 1924 356
2344 833 790
4621 37 679
1686 2284 487
3956 291 928
4184 1699 334
2874 4848 136
4691 4218 741
3220 4987 506
4792 3734 420
2317 2705 429
421 3959 821
1220 2318 169
1762 2396 647
1180 2353 621
3814 135 36
1940 68 174
1950 561 769
3806 507 209
3536 2619 934
820 4046 913
5418 1770 35
3939 702 127
1439 1790 221
2656 3543 270
3429 281 107
4995 1872 330
5381 4447 545
2882 3627 163
2001 1074 202
912 3165 602
144 2981 945
3618 4191 312
1804 4557 634
4594 3060 645
5084 3127 352
1235 3076 459
5500 3253 20
2859 3088 681
1949 3947 148
221 2061 998
50 5646 695
3935 2867 309
120 599 729
4541 459 22
4761 2371 492
47 5499 44
4138 3045 19
4450 2095 601
1863 4778 901
3813 4501 653
4239 1904 680
4642 5379 669
1886 4068 790
1692 4024 130
473 355 308
4072 4190 72
3694 1836 755
2647 3766 35
4773 5204 383
2237 4038 433
1261 3361 177
5659 4404 798
5163 4369 122
1330 2189 353
2034 2197 305
2147 63 229
2282 4633 543
2487 1116 798
146 786 254
4175 320 613
3038 2279 951
5614 244 534
4965 5244 975
4441 965 526
5661 2053 53
4606 2159 499
4429 932 471
576 5565 380
4030 927 152
3278 542 456
176 112 210
242 3022 385
2938 2286 615
1310 1017 935
5345 267 506
1186 344 876
3578 619 693
3082 4760 565
1973 1080 455
1064 5336 51
4502 2741 645
1375 5522 428
2177 2243 917
3974 1203 177
255 304 191
