9900 16781
5158 345 419
2067 2529 990
4131 2603 307
3182 2645 47
4243 557 370
1410 4526 688
2965 6427 330
1057 3617 980
4534 9819 438
193 2233 170
9319 4892 518
166 429 476
5020 9215 989
6370 3390 642
9848 110 346
7603 8583 935
8212 2614 823
9898 4898 299
412 4014 99
9194 6630 358
2772 545 237
7903 9651 234
6133 880 352
2165 1441 983
7483 4094 381
9358 4023 7
7168 7560 328
4858 7961 379
7716 2330 154
9228 9769 564
1551 693 499
8056 65 582
6117 5014 530
8458 193 956
1112 2110 693
7926 3510 986
2222 4526 112
9171 5896 386
6055 3509 900
1207 2506 144
3989 4168 544
9075 9423 995
4402 8634 427
4516 2549 916
591 7705 273
2346 1117 194
5950 6714 270
1879 1760 5
9374 6727 461
3348 2285 920
5458 1222 262
3853 1151 686
7138 3660 764
7991 2954 765
9575 8622 134
1683 3981 340
2443 1347 24
866 9842 551
4042 1018 995
4569 2475 52
1236 7873 570
9522 4950 765
6402 268 602
3548 7765 184
8118 4742 625
399 9615 591
5795 9553 170
5551 517 975
3959 5573 380
7050 4870 964
9824 274 962
4169 3419 478
5289 7394 486
2828 3046 857
8890 7123 437
5605 4091 870
1188 5820 351
9502 5891 234
4037 1736 594
2718 8494 452
8648 3333 49
9161 5012 184
3384 6590 696
1414 5019 375
7934 2031 816
9406 1991 119
6294 8502 894
5927 4010 377
566 923 268
7145 4148 201
1895 3541 801
8006 6415 181
901 9671 937
6826 4380 947
3085 8316 486
1929 8293 178
4196 5992 774
5976 4599 83
1599 5143 766
8295 2246 530
7812 6895 267
2809 4260 724
9312 4995 808
7258 5007 265
4618 9507 147
4814 9534 15
1974 5059 338
5625 4745 493
2943 6221 674
1478 5024 999
163 2055 361
5539 3922 71
2534 9784 25
2198 687 672
7977 4781 864
6813 4111 43
9230 8526 444
464 5852 404
8305 4854 413
2972 1220 930
3383 3999 398
1993 2161 162
6693 5732 406
2812 7466 513
185 7829 283
5320 8638 44
6068 4971 298
3290 6097 302
9644 7042 907
7742 4248 709
3136 2469 460
4923 3081 999
2163 3519 199
6556 9553 173
2951 8379 842
5826 5390 934
4743 7918 693
5085 9251 929
7430 3113 683
2379 8764 501
449 47 406
2065 9527 635
4526 2553 127
5015 9701 730
2051 4739 607
1385 1907 450
9857 4177 352
7098 8219 624
6932 7478 277
6976 8624 791
3990 1940 421
6783 1735 186
515 5427 898
5832 5870 757
974 5784 327
8026 6568 245
8202 111 84
3631 3080 915
9006 5603 420
2519 1137 864
1753 2015 814
9538 4380 992
2658 1398 624
6312 7357 210
5822 350 182
9684 2002 274
7344 2614 828
2354 2420 961
5749 7759 502
451 4834 132
4527 8838 806
2573 4920 739
796 6675 719
4640 1956 491
1779 102 760
8101 6514 203
8703 6976 984
520 4618 341
9865 3151 444
8336 2151 833
4019 7435 814
5539 4277 574
435 2035 868
9251 1108 494
9405 3608 3
4065 8105 583
3862 1301 447
1638 2025 859
6771 1088 153
3701 7636 67
2921 4890 399
5805 8658 110
9580 9602 176
3631 7982 801
462 6367 328
7420 5815 608
6991 7203 516
7033 8530 321
1060 4908 242
5646 5698 365
2259 4977 243
721 4777 316
120 8469 663
1289 7640 185
9221 80 50
6366 3808 939
8838 3356 8
6986 4070 484
3623 6193 408
6878 4510 291
7075 2427 881
569 5887 866
8858 6099 939
5729 27 467
8269 5227 557
9793 4954 906
3266 8556 127
5204 3747 539
5119 6710 555
1350 3664 553
6596 3484 461
8619 5187 834
5111 3486 55
9163 4139 90
2440 4024 392
6585 9866 363
7723 6388 805
4584 5979 108
8036 2067 523
9707 7642 932
1915 6885 568
1808 8787 495
9005 8542 72
768 8525 147
2037 4883 793
3569 1953 709
7856 1858 858
8560 3239 727
3410 6048 731
5841 5724 354
1671 9032 618
4327 8501 24
5734 8236 354
3743 2322 88
7595 8784 584
6482 1847 243
2672 7049 467
7568 9733 41
785 9824 32
21 2720 621
7763 1928 575
8048 1842 265
9556 1995 132
2048 4816 218
9029 3466 208
2830 1217 992
3870 3130 673
220 9252 218
1057 2009 278
3267 4941 218
2276 3808 465
9625 5205 792
1805 6086 419
3642 2884 275
6748 9804 208
9803 7398 119
26 4956 529
6827 6843 370
2126 6006 460
4146 6316 995
7840 5479 85
3510 76 720
6854 3203 828
8207 6629 856
6511 8519 12
5280 585 165
173 9346 905
4745 3313 259
1096 7711 804
3772 4553 856
1483 3607 939
1632 2781 314
7289 4243 526
8822 9059 225
8889 3235 19
4338 7181 201
2699 4774 390
8345 5854 621
4889 2294 334
9580 8632 19
6097 2301 932
7855 824 750
6278 6373 105
1864 4840 514
5330 4289 877
7064 5531 628
1088 2464 937
5518 8189 604
4800 3776 850
2612 5998 652
3013 2648 530
1939 1055 115
7029 4308 186
5078 7982 611
6761 8947 848
8294 8556 432
3600 6827 347
5930 6540 567
759 852 259
5422 2824 589
7120 7115 539
5930 3787 731
8980 3263 843
8798 3920 317
833 4314 644
1893 3387 340
5402 6089 684
4293 6782 841
152 4935 717
2900 4484 925
3158 8449 372
3833 8702 929
4314 4277 662
1107 6850 444
6772 4215 352
5843 8787 308
8125 6804 147
2381 3682 71
7772 9667 853
1077 6480 813
2358 7358 897
8504 4258 951
8470 8538 586
5936 3798 363
2090 9639 502
640 4282 655
3155 4228 315
4105 656 388
1976 4921 442
622 6307 672
419 9154 689
6779 3565 78
3658 3724 51
3453 342 349
5627 3071 246
1449 2935 171
84 3430 710
7241 1297 454
4343 4847 141
2687 3448 415
4405 4879 801
5876 8986 28
4389 6623 463
2112 842 392
5276 5488 909
7839 5873 72
1857 4968 721
8091 4864 531
6727 418 129
3893 1476 480
3989 1131 609
8640 7785 614
885 7267 537
8859 8914 751
1490 2498 231
7301 954 598
1422 7668 597
5044 6805 743
3181 7350 705
8502 9703 119
9427 509 845
7628 4673 710
1492 2121 568
8526 7011 754
3576 4362 546
6989 8350 547
7540 8586 150
6343 6848 47
9377 795 760
7642 6583 156
8504 3704 882
6058 8138 887
3250 632 711
3936 7733 421
9457 9196 714
2856 612 205
5307 5771 976
3522 4138 215
8501 1460 816
6612 7470 162
1400 6391 763
4625 1594 618
3134 6313 720
919 8874 620
5783 5230 127
7285 9380 888
