5500 9092
1235 418 749
3624 2761 392
5329 5047 851
4225 2389 601
838 2991 886
5080 3122 912
2372 3618 751
2023 2160 545
2790 3224 397
3506 4032 497
132 1416 863
967 2885 21
1164 5287 269
3914 2308 434
4430 3202 587
2868 3950 69
1008 993 324
733 1603 286
5030 5433 609
195 4556 262
2657 1890 357
2101 2809 728
1755 4956 340
2895 3813 412
952 4213 366
311 3967 864
694 2898 286
1456 3181 463
1698 4845 596
5198 5402 330
4155 3818 552
2415 4214 487
2672 1470 939
3922 4259 206
421 3645 858
1080 179 261
342 224 107
4499 4904 824
5499 1763 917
4857 4561 472
1883 4507 437
2569 4304 798
5284 695 917
39 1940 64
2980 1208 291
4233 4287 49
415 4577 564
2211 688 131
3461 4383 462
5310 3273 401
2775 4607 569
4924 4605 666
585 5314 153
3521 2632 792
254 5408 735
2399 2433 671
1275 1738 755
2462 3893 690
1714 2575 81
2796 193 582
680 1970 34
154 1392 847
3634 1296 123
2644 852 260
2948 206 420
3571 2740 629
1227 216 916
1941 4391 721
1161 2232 712
1607 490 511
2714 5457 416
2655 5243 765
459 1417 849
2460 4295 851
3730 174 377
5183 2044 202
472 1119 51
4280 3098 972
1847 2580 285
1454 162 991
4410 2548 271
3962 96 268
941 2054 890
2795 3535 308
2991 1745 953
4877 2809 900
448 4266 917
4362 2116 759
1537 1936 282
4021 2519 362
4833 1014 986
642 3078 561
672 2182 760
3332 3166 743
1998 4023 573
3103 3788 949
5230 753 505
230 3920 316
4495 1372 599
3722 2830 175
1193 1971 8
634 4229 943
4681 4047 155
3673 4485 110
1219 3154 374
697 96 990
5077 2008 912
4026 2191 462
2150 4572 170
3232 5328 704
265 4935 553
716 351 252
2616 582 276
2606 3472 652
1539 4497 888
4933 2238 454
4624 2584 188
2880 45 71
5075 2582 417
3739 2181 127
3223 3295 64
315 3686 639
5403 539 786
4758 361 204
3868 2812 42
5113 1067 654
5386 3243 816
675 441 358
4027 1821 121
3319 1216 92
2778 625 4
4884 148 789
5337 3906 231
2893 281 165
175 525 308
1876 3240 957
1945 2270 760
1895 2342 267
4941 5018 622
4678 2703 263
12 3024 883
1005 469 433
2043 4928 518
2037 1584 175
2915 5498 929
3247 1 396
1474 5038 472
3126 369 614
2882 3625 819
132 3163 431
3996 1301 297
3095 3556 548
184 1715 849
1904 2372 307
4772 4585 416
4824 2589 275
1866 1490 317
4656 1857 240
743 3641 954
5356 5364 74
1574 320 487
1710 1622 899
2659 4466 258
2406 384 653
1300 1576 409
4467 53 653
877 4595 566
4467 1134 446
2961 3701 59
2378 1467 933
2799 976 334
5329 1553 259
1740 3043 506
5022 2430 610
4251 3452 111
2685 3003 676
334 4968 338
5076 687 113
389 4546 918
3749 4286 367
3258 2968 524
2986 3376 190
2402 4734 328
4053 1969 465
309 3600 945
2248 3246 522
165 4425 238
1740 3273 139
784 3412 796
3530 2836 952
3605 2255 53
1719 544 518
1604 4000 310
2112 315 829
5239 2591 986
538 3667 925
2044 1102 347
2838 1022 523
3779 3937 677
2899 2425 199
4850 2167 443
4559 3670 696
354 4345 604
3065 4281 965
1844 2572 556
1952 2911 809
2329 2840 304
154 1762 374
2605 388 771
685 3302 430
380 2805 533
2660 191 645
132 2503 666
1513 1247 346
4867 2712 842
1685 2233 827
1878 1294 475
2512 4501 768
1293 3983 592
1758 5056 447
3136 1890 931
4879 3313 60
776 4987 375
484 1649 422
3596 91 859
4207 2555 828
4180 4266 723
5135 85 144
4464 4523 888
4267 2003 850
369 2807 789
3923 3608 730
673 4244 675
2488 1431 577
3706 4478 117
5452 751 402
2826 3927 755
3851 2747 457
3991 2727 21
3757 56 698
1209 4433 591
4678 1051 383
1099 2298 626
2750 489 340
3936 3621 753
1027 381 853
2825 5069 755
1936 1458 982
3542 4740 548
1830 835 450
3376 1346 123
562 3171 754
2612 133 870
2010 4315 343
4328 196 970
3745 3055 157
1115 3598 538
897 5310 918
3260 3885 975
716 3590 83
3715 3651 709
33 4625 192
7 3518 650
4951 1536 907
2393 3543 992
4275 2186 723
5203 2318 717
3507 5010 636
1996 328 942
330 711 445
2592 2341 978
2924 50 220
1982 4937 859
2675 316 17
3983 2210 176
3914 2663 824
5246 1487 45
1125 4398 516
4305 2216 735
333 1183 589
2717 172 104
4588 5173 236
1007 2075 418
120 5014 186
1654 3240 586
4764 2423 156
3600 5242 260
2960 871 272
4980 1897 638
977 1073 127
2087 196 458
4263 1406 720
743 1351 220
1597 583 496
5020 4957 984
3552 2840 976
2139 566 990
4466 1747 123
4482 4083 671
4830 1559 409
12 3869 854
4782 3686 731
2367 3226 699
4938 1071 751
5051 1627 235
2733 4526 775
74 4224 515
5002 195 502
1707 4167 475
422 4985 59
1055 1502 842
4144 1773 541
4804 5076 83
4193 3880 680
3977 4149 26
5279 5456 83
1120 4280 402
5005 933 761
1821 4121 151
5289 3983 987
1412 4956 597
3031 3414 122
4431 1965 241
2726 3136 509
2631 3275 171
2223 2450 877
1621 2895 595
3865 416 915
2195 1567 329
4263 4850 148
5282 4462 808
649 206 475
1016 591 936
4274 2949 341
2305 3446 365
5056 435 320
1928 2166 787
822 3953 806
11 1521 193
4912 2651 752
345 3133 886
4515 1498 262
1542 1569 776
3266 5338 10
5187 4602 161
1121 1374 420
5226 2086 135
2045 667 471
4060 1044 26
1097 196 664
4967 4393 321
4695 5218 249
214 443 129
2763 474 139
1754 3270 104
1043 3061 116
418 841 653
5298 2081 253
1470 4190 943
599 1512 960
2655 3191 740
2177 5427 122
2639 5326 755
4724 3663 144
3847 2116 561
5059 915 544
3585 4818 226
4801 5190 315
2803 3819 935
5488 2370 353
451 3889 955
3121 132 76
293 87 827
4684 1471 281
2115 1571 429
3406 1677 744
1637 1572 565
4588 4617 884
4886 467 332
2040 3149 99
193 3773 447
4707 624 638
2466 911 684
1054 3401 751
2951 1934 519
2633 3282 735
1411 2639 810
4192 2837 939
4982 2507 695
3543 3261 538
4799 1158 632
797 3265 628
1226 4027 149
281 3006 482
2554 3497 997
1879 4377 955
2900 2303 669
2197 1605 961
81 584 391
410 5044 99
1705 2007 282
1782 2455 117
3636 4420 976
4026 4482 925
5067 892 716
1464 777 976
3591 1827 565
149 2862 490
1463 2903 404
4770 1863 867
1426 4999 621
3413 4251 180
711 1262 276
5279 4447 287
1565 4670 606
3315 450 801
2291 2769 82
694 1524 481
963 1190 651
2074 3940 613
2194 3629 612
4470 1593 57
3220 3841 354
2743 154 139
2530 3517 798
513 3911 255
2109 1476 865
4542 2478 17
2909 1405 182
792 3666 538
1795 2898 120
2121 1806 797
1696 4892 65
1804 634 293
129 3525 433
2689 1093 383
3492 4501 919
2836 3622 126
1388 3225 692
2758 4198 836
1816 983 426
984 2290 741
1185 4844 279
1464 3820 341
5053 4347 901
4835 5014 455
2453 2777 666
2073 660 506
1137 1008 488
616 2429 358
3980 3781 848
3933 3958 887
3886 1430 872
1991 3206 110
4576 1773 57
1674 4907 993
4211 3446 139
1707 2106 246
2831 4571 572
1580 1968 836
877 1257 730
1399 4227 120
3660 2003 545
1621 768 957
3036 4159 80
2318 3441 933
5482 2796 45
1875 4940 479
1350 3804 375
5296 4162 361
3002 1145 62
2734 4083 252
3173 5432 699
2005 3924 415
2031 1707 910
2917 5422 106
1429 2253 958
3273 47 778
266 3954 332
3200 1515 111
4745 5478 363
4033 2970 329
3992 3088 165
2577 5034 899
834 454 735
2165 4163 989
4088 2512 441
533 3916 297
2754 5390 138
1577 1359 18
265 841 769
1795 2056 161
3940 5107 900
3287 3028 583
3772 2095 847
3395 3636 622
1148 524 747
5453 1506 394
2700 4371 950
2631 2860 807
2867 4233 305
2916 852 155
4119 4103 863
3180 2944 60
4585 606 498
2128 1967 36
1741 4219 45
5028 939 951
3122 4131 332
705 1766 20
252 3425 487
277 1612 348
1980 4481 776
2864 413 95
518 4396 141
3018 1845 6
3622 1065 406
5300 2321 434
1820 2828 30
4297 750 656
2867 2888 813
4897 2902 343
473 510 741
3537 3641 501
2657 280 504
4035 4716 266
3927 3106 316
990 1876 341
3333 4323 245
2995 2763 47
2306 1340 544
1843 3205 381
2061 4011 768
491 5401 474
5373 3715 299
3888 2802 265
3881 4609 397
1739 4045 337
110 5421 128
373 2408 576
656 5262 994
5221 5030 609
807 4248 457
1744 929 700
5238 3583 987
1901 4588 250
2059 341 892
555 543 773
1302 397 296
2898 5280 369
4179 508 756
1321 1992 401
2477 270 778
2114 1447 914
4130 3264 180
1600 769 467
602 2792 563
2912 1811 807
652 221 61
747 2243 933
1031 5152 379
2570 2082 24
3472 5076 616
4114 831 731
138 4770 536
1305 3572 904
5089 3902 399
3995 143 494
4784 4548 390
433 3324 425
678 4177 621
1472 2773 177
7 1501 372
1082 2664 956
666 3564 405
835 2445 756
4066 961 16
3640 1217 329
1470 1283 712
2114 3879 563
1638 2287 113
889 2427 910
3391 3220 231
2870 2455 626
3365 4955 842
1264 4810 238
4944 1381 297
3490 4498 447
138 1577 464
4462 3814 489
3337 3130 62
3040 3265 83
164 5379 921
4853 3825 930
5158 750 889
1396 4670 55
3656 4175 989
1264 4854 490
3575 1446 765
3628 2214 368
2207 3469 929
4003 2547 680
2241 4907 77
705 2721 639
263 2276 743
4175 2715 627
5450 758 471
4113 4569 103
3360 2703 314
3758 3414 669
4291 5389 50
3246 5335 892
3258 5117 581
2721 2986 989
4610 244 884
4462 5385 76
1350 1578 972
2072 631 376
483 350 464
512 3037 989
605 4693 435
5461 1317 475
3556 4707 700
268 5438 507
1503 743 387
1428 1234 49
849 5007 760
5448 3357 36
1589 4801 99
4858 4682 228
1446 2241 466
296 2783 115
1998 3302 644
3215 5378 115
3328 2346 775
1155 1002 189
739 684 725
2330 4176 345
2531 1977 411
1251 4339 499
4350 841 718
4593 870 396
4350 3976 305
1366 2797 324
5390 2538 225
5352 2047 785
2789 1161 373
664 3548 502
2044 2613 715
2100 4019 395
2372 3022 190
1678 1442 33
5235 72 136
2528 3071 27
4497 3971 745
5472 4607 241
2190 5146 181
3867 2519 351
1300 2295 441
63 1405 46
3379 3468 15
319 3325 626
1696 1406 994
4710 226 18
804 1221 313
1011 528 229
370 1215 644
840 522 455
1025 2596 525
4972 1343 793
1289 185 957
5187 78 818
1801 791 856
5483 1872 466
1284 3524 518
3919 3226 591
634 3747 784
708 3907 256
2408 501 167
4225 835 986
529 2178 922
4798 3620 427
5490 4190 31
4296 5392 40
