8300 15851
2279 4957 361
6112 3856 984
264 3176 165
1808 234 616
3951 8138 331
3716 7599 794
7810 4352 131
5501 3599 698
4773 3013 168
6625 3722 101
6025 2956 52
7103 1585 444
6590 7629 454
7410 8062 509
2705 3290 199
3269 73 450
6536 3155 652
7405 5111 186
4028 4831 936
433 213 266
7916 7734 505
6710 5702 187
6275 2705 169
6789 1612 411
3707 605 144
5580 6615 692
4953 7990 506
3992 199 478
1248 6705 84
5958 2334 850
975 2942 571
808 925 666
4108 2293 391
7261 7533 391
448 3744 546
836 5362 674
1119 6294 163
1506 8256 472
8287 2330 349
7920 6476 67
1627 5256 699
4080 7408 299
3866 3799 310
7253 5179 168
7814 476 808
722 1635 494
8196 8197 774
7344 7695 982
3112 8121 986
2566 3928 27
5531 1950 431
5720 476 644
1927 3089 506
6437 3080 391
608 6551 922
8291 4198 402
1336 2932 593
484 557 394
1725 3964 666
7538 2463 564
7571 3496 712
5426 8135 888
439 955 275
7848 5003 599
7227 7992 516
7801 7477 141
2145 5964 27
3185 4906 624
972 159 485
5491 2974 14
648 8047 995
6312 2845 108
3958 5902 522
7072 5633 268
5591 1731 17
6691 2927 730
6515 6238 868
1241 7831 100
5594 5560 982
452 2107 86
6261 3896 989
4476 6332 817
2732 1705 280
5597 5768 239
7233 4575 539
5199 5621 619
2780 4347 227
6845 7397 65
2632 3755 758
6196 3193 712
187 3870 713
5433 3519 877
2745 4068 67
7283 4805 920
1127 2765 739
1850 4592 781
1664 5442 635
6595 5355 414
6330 6902 34
3965 4662 980
7667 5429 156
7979 428 698
7333 1173 431
6258 1516 570
3370 4717 619
6402 7250 227
844 6770 491
5291 7910 654
5709 4127 396
782 3710 682
1532 937 564
8148 5849 557
3577 4992 751
933 3606 849
593 2353 566
3783 2942 832
1996 2535 224
7462 6147 882
2434 5593 513
3526 7204 802
7015 7246 378
3419 4122 99
3114 3460 844
3189 6039 895
7222 6237 216
1820 6941 662
5121 7813 230
3227 2557 920
3127 5939 569
3280 4681 55
5357 8151 317
7705 5156 660
1139 6095 254
6968 5182 743
4347 6215 326
2530 8107 665
1675 5215 674
5593 499 173
261 4874 423
6462 6619 793
2375 3476 990
255 189 603
202 3514 212
6081 2648 80
7970 4597 927
259 3835 327
2608 3869 276
6620 4021 546
4261 45 453
5727 144 271
1607 4246 880
6959 3888 274
4202 4497 290
4881 4581 639
6432 1566 976
6963 5364 797
5009 793 4
3527 3158 807
8133 7974 841
6455 2790 118
4713 8263 857
6566 4976 244
1912 2338 343
1962 2142 451
7657 7177 645
7812 4237 936
125 5641 651
891 6324 749
6170 4111 50
665 1283 326
2186 7393 498
7912 2638 22
7978 5268 852
2178 4439 445
3398 1675 281
4862 462 979
2851 6779 374
6706 151 157
3155 6431 785
5611 2441 785
3619 3999 390
2154 2135 944
1493 6713 907
5983 2066 749
5287 1716 409
3530 3406 511
6779 2224 608
6465 1573 348
4935 4241 228
6526 5987 653
6858 3117 456
4049 547 641
3992 3534 559
7571 2579 664
6068 6840 700
990 2084 6
7397 8 535
5580 3311 475
5276 5912 83
4129 3112 66
1581 1796 199
3522 1339 513
4499 1961 974
8018 4016 953
3462 5372 211
6140 2975 19
1410 302 432
5732 1041 866
7236 5130 362
5152 7261 586
4952 6045 542
4880 8171 594
8296 2686 175
6590 2392 832
6847 5502 303
2127 676 422
6992 4300 868
3835 3360 424
3137 2249 840
6428 5542 270
1427 5488 538
1561 2234 597
2704 2424 734
7098 8083 870
1370 8000 472
907 7935 544
8141 3098 913
4291 3337 711
4735 5052 758
6176 5966 787
3854 1618 202
806 2072 251
7086 6664 198
5837 4431 426
7480 2286 936
5418 4120 822
6542 1240 15
1652 5668 217
1534 3109 389
7607 3798 120
7730 2670 863
2627 4534 344
3792 4684 560
3491 4758 464
6989 1049 284
441 7583 242
7262 2398 847
3298 6067 11
4751 5815 437
874 3880 413
2812 3254 452
5265 12 497
4330 239 363
4970 6006 580
391 2189 8
6257 6944 697
7670 3533 807
3744 3140 951
4087 3610 792
59 7665 28
1206 3132 991
4756 8248 924
3642 6262 499
1987 7786 958
1088 2090 770
4157 3686 278
2676 5422 845
4906 7047 986
539 571 508
7964 3539 907
1413 7139 460
3385 6993 931
6635 2083 288
4663 1445 587
6183 4748 996
2048 1859 919
1109 670 664
7213 109 4
3264 3195 712
2833 2787 70
5118 7310 107
1794 8149 963
7153 4343 896
6686 3295 153
7720 5745 443
4063 2900 628
6961 4951 970
978 185 910
5888 2633 344
6192 6501 426
238 8188 23
1224 1733 112
1155 1288 174
2160 4847 769
8230 2017 539
6254 179 13
6523 5609 496
2238 4957 217
4121 8183 176
7232 2996 592
8201 1002 30
1102 3085 421
7551 6936 104
3753 710 925
5369 5021 9
438 6811 944
7973 7964 52
7424 3409 899
5342 5245 697
6926 1252 737
7265 5379 190
3016 3316 884
6276 285 648
3848 7537 141
6144 884 408
1909 5245 576
7644 3040 326
1534 7678 418
7539 8067 847
6687 809 328
6184 4288 584
4154 3671 588
1402 370 168
1637 5896 960
8073 3893 735
2023 1210 40
702 3673 166
3635 4666 516
2679 967 282
3413 7920 198
6189 6010 717
942 5303 28
1663 2688 697
4327 295 331
3168 5361 93
5713 8217 587
3643 7144 983
5498 4688 515
2110 5914 566
5681 3364 921
1913 3495 873
5742 4230 613
7076 3378 93
314 7974 672
8042 2873 168
4750 5514 632
3281 4704 809
1164 6632 804
6143 2892 296
7705 2034 987
5147 1180 556
4173 5202 757
3727 1659 75
3995 2390 658
1943 2594 25
3577 2679 375
6601 4463 438
6674 4474 340
5062 813 159
8165 2813 121
4076 3351 303
5837 1762 321
158 7711 120
8034 5753 266
7706 717 121
1431 5271 521
8022 7405 665
7485 4426 520
349 7757 973
4598 2576 463
1213 2912 741
4804 5237 92
2009 2195 358
7296 7526 300
3141 6382 504
4771 1512 424
8090 5360 527
4319 2588 447
2556 5476 53
3857 2696 608
4077 6814 796
6548 4710 881
7840 6562 45
6783 5882 263
6891 4108 388
8069 1081 191
5253 17 694
1890 965 809
7903 3701 679
1001 3001 897
5083 3853 219
4629 1403 302
1835 6305 729
862 352 919
2922 453 829
618 6381 911
6133 3883 489
1366 5807 251
2298 4056 78
582 4465 242
2923 1854 639
3690 6298 729
3512 1839 566
5381 2295 680
4560 3454 210
6959 3140 153
1785 309 372
5020 8276 102
3777 6391 34
5987 2860 887
5592 2064 250
1174 5720 105
1874 5493 400
4365 3596 746
4939 3605 205
5178 3354 107
7546 3160 679
1498 2345 24
3443 5335 825
5979 3010 842
7263 8000 350
1755 8237 931
3773 4801 62
5914 1375 1000
3434 2469 876
684 6725 404
8086 5846 841
6208 3264 974
1826 7623 39
5207 1938 813
7114 5058 352
448 4449 947
3697 2864 242
7191 6331 868
7042 451 435
96 175 873
4331 924 434
4764 8284 426
5715 8078 932
1153 1696 71
2820 2027 245
6335 7246 923
5351 968 483
7889 4252 641
1401 7866 750
662 4083 584
2763 5342 441
3237 4706 996
6351 2099 136
7578 3426 193
7811 7831 519
7615 7823 367
5056 6639 854
3026 2420 478
379 6402 659
2421 2695 307
2119 2195 908
6496 4991 627
1786 1500 134
6294 5549 708
2838 7412 109
4215 7860 179
7209 5636 933
4226 3588 344
7239 3023 545
2768 4234 716
2678 7979 161
7817 5684 516
5029 6768 562
7295 7970 130
1791 482 733
7861 7174 839
8130 1094 746
3849 3678 680
7088 1732 508
1609 1577 366
8214 8261 572
704 6552 697
4692 2767 157
946 3694 864
5294 7354 476
3331 7179 301
1547 8111 581
5728 616 115
4326 867 101
4248 6968 958
113 7503 647
2462 6161 43
3949 4515 894
6921 3531 889
7774 3108 66
8207 5968 627
7436 3035 609
6494 3857 945
4084 1609 415
2433 2229 797
7578 1928 929
5221 8025 239
4865 4304 781
5205 674 36
4995 3510 838
4475 7951 917
7426 1696 731
2197 7224 241
2707 5465 751
4020 3079 210
4382 6035 794
1385 6930 596
3495 5805 708
815 6805 56
6715 827 676
6297 7946 337
5695 7815 863
6327 3985 920
7860 681 478
893 3775 242
315 4387 829
282 5152 495
6048 1733 61
6211 2110 396
7380 3200 830
4727 4012 161
4826 678 120
2818 4706 777
6078 563 933
3700 2470 859
2130 1597 738
3024 3767 661
1073 3905 829
1242 4777 846
2824 3674 338
7350 1078 222
8045 6363 698
6765 817 375
1308 4132 561
5080 7819 667
8035 2797 968
889 3146 772
5810 6962 895
3219 8132 229
5642 7438 891
6043 3356 352
2692 7215 251
4755 4638 900
4882 7243 820
1505 3832 791
6147 1478 957
4802 5506 16
2925 6192 83
4732 3557 981
3995 1302 763
239 6363 321
2016 5544 254
2147 1316 776
1186 6993 988
1473 7378 537
6169 3946 294
6589 37 349
956 601 723
8003 3571 229
