6900 8963
4351 6710 23
6511 6895 926
6638 130 542
772 1242 774
1063 5207 504
3066 1292 564
4841 2446 939
5924 2617 975
4439 817 842
726 3688 945
6648 3406 544
731 1468 90
3079 5441 63
4332 3398 612
4513 3199 900
4034 3348 964
2590 1605 35
3480 4393 585
6884 883 841
6281 5694 282
1209 3588 983
6854 2907 136
2674 2344 651
2403 165 486
404 1305 542
4584 1310 982
5284 3160 442
836 2646 827
1208 6830 648
5448 132 951
4954 6476 868
3499 5273 265
2202 6169 865
1373 270 566
1161 1043 899
958 2359 628
200 2200 741
2932 773 612
6787 71 816
5617 3947 727
4142 1365 242
3620 2119 844
3238 795 66
4718 1154 157
3681 3894 586
1492 1025 416
553 6509 862
6647 963 416
5196 1826 332
4541 154 309
4855 472 212
6497 1343 746
1811 2510 917
1268 5784 434
5148 6517 355
3429 2158 273
5781 2632 337
6426 6382 103
5669 1270 849
5910 2264 399
2681 1545 496
746 70 296
2424 3367 409
574 2604 22
1930 5219 126
2600 2428 257
2547 4041 74
1348 4023 683
469 5193 892
3600 3725 412
2091 4055 810
4535 724 521
2433 2011 261
2782 1299 118
6021 928 797
2503 2639 733
3854 1898 198
2273 3002 521
6316 1500 973
4276 6652 42
1677 4952 53
2448 6033 354
953 5118 14
5352 875 18
1695 4978 509
589 6282 811
837 6859 262
638 2222 805
5132 1023 579
4973 5902 404
4101 4405 503
5830 2787 774
4841 1141 368
2945 225 899
4760 2725 385
148 1699 639
6799 2156 955
3995 2814 595
1797 3044 399
3342 3512 86
1859 110 978
6325 4744 777
6420 4085 310
2466 3053 225
87 4018 38
958 4094 562
6329 2089 517
512 6123 13
5866 6437 720
4591 1353 225
4852 332 268
3141 5313 173
4925 4911 892
409 5629 349
3947 2996 781
2203 2596 709
2677 3904 960
4881 6421 895
1197 152 889
6859 1983 389
5157 5358 729
5894 5799 794
5795 3426 64
6074 904 618
1117 2583 131
683 1003 515
3346 4218 519
2384 4051 71
285 343 259
4297 2943 673
4994 4191 630
2375 4517 483
3417 6080 803
2659 3958 783
466 2261 966
4174 4805 540
1970 2787 625
2706 1932 436
6493 6869 782
2211 2379 601
1497 1080 380
693 6278 133
4472 3817 256
6391 3283 973
591 2922 660
3876 3806 288
4241 6128 219
1145 5116 767
3158 1000 333
5133 5612 26
6420 3097 983
6562 2770 998
3572 6452 800
4235 1012 811
545 4796 239
5215 5641 840
3099 2293 102
2408 4158 286
6611 1735 543
511 1168 187
40 3949 978
3432 4900 485
5776 4435 587
260 603 789
4084 4170 754
3004 2015 25
4529 5307 849
3576 2278 606
6376 6354 682
4880 4507 713
934 6817 620
3349 4674 485
5481 4233 941
4963 2505 320
772 1104 228
5433 2057 527
1077 4274 817
777 61 809
822 2962 990
2217 2270 396
6262 5667 454
389 2497 527
5594 4878 84
849 1187 883
3993 1066 162
2506 1785 942
428 4236 946
3469 1516 773
138 2873 717
1747 2284 46
3505 6334 558
5299 1673 479
3451 2822 412
5826 5436 622
3056 379 370
385 4840 440
955 2956 60
1581 1247 277
2654 2022 193
4043 4701 994
282 4862 901
3942 5474 691
287 2132 458
4233 4623 77
4539 151 1000
2466 898 752
5228 4739 677
963 2641 583
126 4195 623
3369 3909 436
652 483 832
862 1506 984
1703 3695 472
6656 735 3
3008 1508 493
6892 6453 329
396 948 781
2729 3191 12
4595 3650 716
5763 6672 380
2683 4291 995
965 650 808
2986 448 327
4362 2868 854
5268 4774 149
6841 3447 957
2553 2816 183
4209 3494 312
1258 4666 85
6285 297 325
3852 1964 354
1004 4573 181
2984 6633 742
1026 714 385
1278 5063 982
3861 2684 717
6065 4183 273
5794 6029 783
5436 1159 901
166 4620 128
2597 2545 906
5934 135 371
1024 602 702
3025 4516 454
1139 1947 254
1106 2101 443
3077 4613 974
105 3913 603
3220 5714 348
2930 5022 171
3772 6769 136
3651 1773 480
1253 5277 733
3698 5989 583
3897 2621 815
5408 298 292
