7700 9884
3993 1190 873
5718 42 604
6794 6192 551
6478 4824 513
6699 1618 398
4936 2285 144
2389 5622 965
5541 4874 234
7322 1908 717
6751 6413 295
4403 6075 939
351 3165 933
2583 1222 678
5453 6207 21
4724 7269 641
1428 5714 892
4434 3510 322
3202 6847 303
6735 5698 560
2558 2646 727
4474 4472 358
5083 3640 854
2981 5447 915
6102 4101 477
2052 3594 661
5511 5179 459
6786 3188 937
4229 6822 374
4942 1275 912
2579 4117 253
6997 5001 81
739 7115 28
3146 3781 925
3439 4057 550
2959 4407 881
6029 5440 713
5532 319 601
2228 530 164
2228 1570 772
7428 5835 363
1108 5507 755
844 6753 459
1006 6479 295
759 5802 188
3074 7201 279
5948 3100 721
6883 2223 864
5430 7425 823
7405 3889 788
6779 32 490
5282 7394 11
7606 1057 764
4771 5751 651
7524 365 115
2746 2241 385
1384 2522 324
4524 2449 20
7023 6364 914
1152 2418 678
3546 3106 599
804 3266 598
3240 3381 610
6086 2842 22
4241 4281 906
2875 2846 827
2019 7259 678
1396 230 684
6352 170 350
3756 5423 422
5812 2809 908
5495 2068 624
7663 6535 147
2113 6230 402
2608 2119 137
4145 6606 412
6416 4028 555
1127 6203 737
2171 642 547
94 6376 922
24 4625 730
5074 1071 357
3765 4781 450
2677 715 237
6694 4542 203
2393 6463 759
787 1438 992
3270 2038 753
5164 6180 238
2721 375 810
6702 6849 681
1603 7192 697
427 7187 525
1023 2522 594
6635 2188 501
3433 2324 812
7156 2855 398
7171 56 591
6402 1555 920
1326 4380 820
3158 6416 786
7503 7266 576
4706 3482 851
6362 6955 532
2095 6302 939
473 4213 446
2966 4490 555
2296 631 988
6119 5889 852
3026 5743 647
1057 2349 832
3179 4670 412
4940 3306 938
2993 6557 947
7480 6287 553
4957 6533 665
3844 1064 496
776 3457 558
6089 394 252
6007 1029 896
2630 4107 232
1026 331 275
6285 4833 754
1748 7055 550
7459 6279 157
1422 1142 202
6483 3833 168
2520 3165 488
5389 6484 509
4191 1577 437
1044 6997 792
1145 2558 813
6022 3313 811
4033 3865 36
2359 5917 206
2781 7287 613
5583 823 874
2216 6834 924
4006 706 223
7230 4794 741
720 4568 821
5532 3574 350
347 1305 156
7128 1824 745
6888 1902 443
5102 4134 505
1544 2349 69
3953 5141 909
5566 5343 376
6037 3956 398
2305 5270 522
5639 1356 225
1351 6634 333
5513 6791 44
4789 4137 899
2834 4614 352
4967 4920 650
6885 4822 407
3269 2766 583
5529 2227 21
4711 584 306
2300 5055 66
6325 1290 955
4088 3172 194
41 1345 980
5415 5123 70
5217 5866 209
6093 1608 510
455 6999 289
5010 1439 542
