2700 5179
1371 1991 61
750 690 959
1548 867 441
723 1201 414
262 2064 73
1975 2326 131
1188 48 19
2334 1330 188
1500 522 932
739 1731 429
1770 2553 739
1328 1764 144
1635 2623 503
1737 280 743
2386 1219 115
1266 1751 542
1398 386 500
368 101 565
1014 1194 71
1865 2137 590
1840 2219 602
1469 1651 973
1427 1823 926
729 2261 448
1814 1690 476
94 1531 871
2407 1713 282
232 1334 978
2298 636 838
2296 850 496
17 2370 724
769 2563 570
2689 141 780
1135 2610 873
2472 1093 688
1180 1682 103
1898 1229 609
1014 768 510
821 229 81
911 1818 281
557 134 690
2514 50 809
2073 268 203
183 1962 768
439 133 757
2516 899 381
980 2586 954
2157 2675 369
2582 2436 889
2630 1738 327
1825 750 163
1819 1258 637
2068 823 443
2259 435 302
10 7 862
1338 104 716
1433 1653 298
771 1630 956
479 1016 181
1954 1051 638
281 1359 944
323 1759 854
2095 261 733
850 310 785
539 2056 213
1506 2019 493
1180 1550 103
2335 717 206
924 2615 650
1977 594 160
421 946 251
991 2263 902
1561 1941 791
753 120 841
1430 1301 881
347 716 978
2341 1052 722
2389 230 356
407 1592 908
2221 2584 104
2039 874 733
737 1266 400
1289 2278 500
1670 2130 209
1052 2059 722
2094 923 972
202 880 640
1824 1074 638
2444 1585 606
2392 1664 731
632 1298 173
1367 1242 226
315 2609 895
930 1742 651
2363 2585 863
2162 1492 442
287 723 643
1935 1121 511
0 1417 610
664 57 369
2009 1208 543
1919 1857 613
449 2591 260
2343 681 360
618 693 177
2181 232 882
1134 952 322
752 152 747
460 1360 955
677 1917 98
2389 785 989
2384 1857 374
1582 1638 532
439 105 644
1431 51 512
1748 2106 565
2364 1075 951
489 2334 757
584 1614 545
176 1510 712
839 1027 160
2572 119 783
2624 1042 376
1801 1977 454
527 823 731
2304 430 827
1750 1064 520
244 736 127
876 654 631
1273 772 736
987 1692 760
2488 2310 801
779 776 34
2121 1047 284
1676 820 550
2154 2570 799
204 1654 820
2379 549 773
288 1365 403
409 48 945
1270 354 461
2527 2304 834
1977 2002 447
1575 1655 530
1833 513 503
1224 187 587
797 1280 903
2591 98 678
1652 536 333
138 1225 164
2342 2363 725
646 1581 959
991 1276 106
414 2266 257
2126 2440 15
2107 417 748
2151 1378 167
1567 2411 334
2132 1039 312
2591 384 29
2389 654 604
798 376 95
1127 2063 588
1674 934 527
2077 1514 55
850 1365 238
225 2620 720
1159 125 1000
2095 2312 890
403 2298 302
1614 756 942
591 604 383
1677 326 358
802 213 460
940 200 598
1770 2652 130
2519 599 765
1223 178 181
2083 103 16
608 389 556
1410 247 125
574 41 584
309 977 447
2351 123 801
916 350 104
1830 28 72
1771 783 873
2233 1156 209
1091 2658 344
2112 903 46
1475 2229 938
2296 785 294
2699 1180 599
481 801 217
1594 969 534
2373 2086 539
676 1006 772
212 1511 819
1695 2651 853
739 2377 355
2090 1598 553
2103 300 898
2514 1154 681
467 807 410
1525 1638 618
545 535 392
2542 1427 276
2557 1209 251
2108 1092 600
2220 176 135
802 2440 14
953 276 101
1115 925 298
1037 2218 172
2267 1665 115
1724 460 620
2075 251 636
145 188 80
2156 319 545
981 2304 161
1955 2588 129
1531 495 653
151 1949 439
265 784 86
1521 966 180
2341 1612 683
1607 1612 290
247 881 682
1863 2401 861
335 1822 407
1164 946 34
2228 1785 804
2405 2613 830
228 237 332
2170 1443 937
799 2527 54
1370 489 140
1111 716 738
2504 293 868
2325 1625 785
1736 763 690
1934 2049 72
2477 1283 979
2382 2321 896
2541 1250 273
1707 1688 103
1475 1070 459
860 1203 90
1288 2038 972
1795 610 436
416 520 260
604 800 193
473 392 359
136 2027 289
2220 528 149
499 1173 113
133 38 407
2050 2023 745
123 1842 715
818 135 871
811 534 829
463 1257 718
773 1840 665
2187 2006 79
2155 1915 67
201 2451 26
17 1315 562
885 1546 1000
381 1748 361
1758 238 822
1552 718 803
1190 633 263
966 746 585
1390 710 522
2052 636 620
1303 1123 750
895 521 677
1620 2275 626
1877 1880 989
929 801 249
1039 2131 418
367 1723 817
2547 649 774
255 2404 908
2283 1365 598
2187 1991 661
527 1940 239
2173 1511 443
1725 1411 788
1165 788 614
2542 1824 431
572 72 294
2405 1371 824
812 287 941
2159 505 960
1808 1372 944
306 2686 614
2191 1733 877
409 166 720
1971 166 139
921 1483 972
1372 2070 361
167 2316 843
1507 856 715
2459 1036 664
1254 2118 522
1141 955 941
276 1874 349
1885 903 163
2315 2218 826
2264 1756 868
192 1581 323
1180 970 372
497 1849 874
731 2176 635
1513 1968 6
2104 2332 577
2028 298 237
1658 309 481
1569 878 927
990 1165 24
657 426 200
1027 1835 288
268 16 908
2118 2425 955
1153 2655 926
524 2050 819
822 2117 402
2476 1609 242
509 704 724
526 2259 23
2483 1865 260
1483 1821 970
