3100 4812
2571 527 223
2770 2151 12
2761 1334 217
2365 888 650
2442 785 34
2024 2650 725
50 567 739
1644 942 956
1286 1015 52
1049 218 164
1190 1073 420
411 2798 981
2079 973 573
2978 1805 353
2997 251 52
428 2754 850
2858 1592 693
1435 441 830
476 1978 115
486 2226 274
2486 863 327
614 1692 575
2680 432 97
444 1133 569
2210 2686 672
313 1262 251
2990 2160 234
358 2778 118
10 2048 246
643 133 870
314 1691 990
2703 3079 689
1089 359 805
239 1658 66
2084 2963 270
1953 1529 52
475 2542 267
2153 1721 745
2672 615 618
2290 2003 78
152 2495 251
1966 448 809
402 2434 591
2671 2136 222
1289 1854 223
1483 873 115
293 345 566
1360 296 10
1844 515 86
1730 964 521
933 1297 592
1866 698 701
2083 1100 126
2805 940 843
2595 2590 389
1505 1661 30
406 2580 852
335 2186 205
1157 2224 922
967 1670 619
1949 2181 111
1441 2812 744
2732 2131 579
253 1681 937
2934 983 20
2330 2308 450
2462 2048 734
5 2020 174
1588 1338 683
1452 1857 124
538 1695 78
1752 1736 854
2569 521 366
516 2984 927
1563 463 89
1443 752 758
1761 330 578
721 21 819
1292 1359 169
1370 2957 176
259 2148 351
64 2708 868
2754 2947 86
1809 1840 252
1210 2239 98
987 2698 363
1543 1875 636
2096 2994 192
2038 2134 387
676 2397 718
2135 2409 592
461 1845 60
2302 2126 833
1025 1524 740
2967 3012 53
2788 2293 340
1601 2887 201
2015 2582 712
2510 2494 309
1542 614 475
773 2462 606
1389 501 880
1016 723 995
259 985 376
2603 1634 331
543 2454 274
1769 3092 861
415 2510 416
825 3072 212
1455 60 435
2794 1139 687
2181 1093 656
966 306 292
111 866 661
115 820 705
504 2382 261
1868 1731 111
269 1403 59
1218 937 882
1293 1026 434
817 345 832
2508 625 235
2445 2204 142
2249 2952 117
1908 2035 134
2153 486 495
2406 1903 986
2140 2829 503
303 2439 920
2075 2318 473
276 2065 896
1953 2811 951
2009 881 896
2895 1102 474
1270 427 317
1058 2751 417
2602 2171 476
203 2530 471
625 1036 736
2355 1910 800
3000 2236 464
66 2047 72
1486 2151 477
322 797 269
1858 2798 120
750 24 821
109 1720 871
2813 1077 459
1563 744 114
1482 439 519
2650 390 939
2393 2449 641
688 2118 792
388 1516 951
1694 2036 48
2036 2799 227
402 2481 172
1106 429 373
1419 2603 389
2714 207 470
2371 2519 837
1660 2881 216
1664 1048 891
464 811 814
1770 1439 222
1306 2452 495
1415 999 56
86 709 245
2319 2110 878
2449 648 41
457 940 333
127 639 962
2941 663 723
2601 2805 414
1889 2802 711
787 184 948
1206 1040 232
2937 531 618
495 1894 58
2441 2912 530
2252 1282 254
1803 1013 434
2852 1689 531
1899 2509 153
1654 323 727
2590 2136 246
349 90 619
2548 2850 353
1742 1416 846
2015 1381 450
464 995 993
2497 2918 372
1046 2862 195
2564 3020 498
1275 152 689
1580 2322 108
2351 3053 803
1708 2537 561
2077 2328 729
1033 611 72
1805 484 237
2331 2900 245
2639 1107 737
314 2726 867
3022 1928 896
2237 1523 737
112 147 73
2067 1490 737
2771 2573 480
1384 1240 767
2577 1830 134
552 705 110
1984 1007 431
1812 2046 570
1196 2482 286
2404 340 605
2852 1905 793
1848 1147 981
469 1278 915
1070 2105 507
1319 2966 265
542 564 642
2302 365 620
1414 2118 566
952 3082 703
2886 2401 154
1180 3049 166
805 2791 805
312 1794 436
899 384 29
2698 620 194
2866 2466 421
1445 1269 45
1035 2258 622
1919 410 567
538 831 397
1750 1423 123
550 1064 157
2232 129 520
2987 159 791
2540 2335 748
1716 1669 401
164 558 1000
2682 22 932
1437 2164 50
532 1629 41
833 285 552
1499 2341 74
365 1899 537
201 487 127
823 1196 635
2898 207 733
1141 2946 775
2351 1923 81
2981 1736 273
2395 2124 152
648 1065 230
882 2782 796
1947 3002 367
1898 3011 782
1533 323 283
1340 1939 559
1803 2917 240
2438 152 833
203 725 937
2816 590 608
1768 1489 332
2309 922 382
2321 1133 552
1608 701 566
1008 1097 670
1742 440 779
1190 2562 135
2783 2064 115
551 2132 931
1334 3052 766
2693 787 33
2004 1967 829
1312 2187 414
428 309 940
2230 335 389
633 1934 153
3065 2995 192
348 2333 659
292 641 982
2700 1080 227
2464 1977 620
2763 2390 869
2719 1837 137
1052 1685 493
601 2044 352
1645 150 569
1250 2219 302
2070 202 947
1167 2890 919
2615 664 247
2354 1715 630
2466 3085 176
2997 1680 604
557 1058 345
2363 1801 427
2322 1994 224
599 1204 96
13 2768 112
1052 284 742
2019 1479 290
1054 1797 820
974 651 698
970 127 859
1644 1607 656
2673 362 474
2280 502 758
1810 1372 703
292 214 982
170 1875 933
2320 203 458
1111 2877 145
966 2671 524
1937 2078 385
1792 315 138
2652 1092 127
1176 984 144
1184 1722 660
177 239 692
891 1147 488
678 866 412
1532 2375 331
2441 2987 501
1899 1285 40
2241 1773 769
1821 2978 642
216 1140 978
711 2020 593
2121 2106 854
556 2999 355
391 1275 340
2067 2676 357
2543 300 249
553 2876 118
2905 2770 659
1814 1313 145
631 2502 695
1848 1340 897
2018 1662 557
2798 1458 380
2142 1110 226
2543 1554 903
685 376 908
2944 1714 565
2884 1640 791
2202 393 403
862 2704 882
2927 1175 602
1298 1789 282
2258 1822 48
397 1216 594
244 1473 646
2472 1267 152
1284 2384 457
1111 598 612
89 65 339
1766 2819 320
1701 488 786
2407 3024 45
767 729 294
2736 1210 158
160 360 505
744 1410 481
1950 2990 40
1843 674 876
629 3042 790
2654 730 181
135 864 616
2190 95 398
541 2364 567
1151 1213 141
1365 2072 615
2235 2950 290
10 398 569
2677 774 95
2474 158 533
1244 1193 922
2156 2301 368
2301 3099 922
973 342 896
2075 1074 326
1263 1485 79
1907 1287 871
1737 1784 34
343 680 50
1076 2986 491
497 2722 651
2741 329 194
1843 2551 928
2487 1253 593
74 2466 246
106 1489 700
296 1533 250
99 125 375
2321 1404 947
2486 725 835
1639 2020 72
581 1959 560
2879 2912 468
2363 1352 269
2849 751 337
1203 2794 393
786 1009 113
2336 195 814
2780 1997 633
785 1124 456
3030 3075 38
2221 1168 437
1871 1793 903
1454 330 291
1694 2859 22
170 1293 259
2038 1226 25
333 2058 638
801 2877 968
2282 1429 242
3076 3010 541
8 2276 470
1764 1531 164
122 2179 891
842 61 605
178 870 147
945 2098 681
2300 2447 145
2797 843 40
1688 1025 74
2613 993 631
2375 2083 393
2699 1768 128
2577 2106 703
1626 2401 93
2144 1134 147
1627 1617 988
155 30 545
2827 1200 910
2919 2256 875
2876 2733 964
3 1899 375
2758 2296 605
769 205 377
2277 1062 443
154 1708 360
2633 1480 858
1917 76 823
59 740 13
258 2199 296
2236 434 767
1439 35 938
358 1220 455
1011 1173 454
647 459 708
912 2892 40
1001 2946 924
2450 2939 59
284 2063 107
1653 647 304
2734 2321 178
2609 2168 76
1793 1829 817
524 2602 247
80 1456 480
1274 3080 360
384 2452 546
1148 1322 495
165 2866 467
685 764 788
907 1541 312
1213 413 811
2591 1221 998
1593 1316 451
611 1948 936
1562 2095 582
2409 1932 387
1550 1679 867
1240 2442 65
159 515 626
2706 950 897
2197 2853 602
897 17 298
1352 1439 28
927 2874 594
2542 1335 648
2678 2084 422
361 541 229
