2500 4576
1756 1922 837
1512 1988 784
2105 2487 341
2216 851 228
2181 1214 656
1499 997 427
1449 1676 838
80 1915 189
1269 2008 354
1009 806 754
342 1346 60
59 2442 342
2277 1531 789
1045 1226 15
431 560 554
948 1534 651
369 1945 546
1428 1568 107
498 1208 195
1057 2153 775
1899 649 901
1287 453 921
1764 1102 960
1528 1849 452
1740 1930 229
182 2164 617
155 1178 64
1298 1497 292
2498 290 134
17 2022 665
623 2345 81
2437 1818 392
2279 450 813
234 2155 414
223 233 760
1147 1084 444
2214 465 857
398 1557 562
659 1762 282
837 2061 837
852 2115 856
634 195 781
1802 993 372
679 721 531
789 1891 437
507 2397 350
350 1717 759
1783 279 512
133 501 828
1047 823 540
1416 2465 777
2169 2250 779
2166 2431 167
1254 739 365
1772 153 585
717 1710 789
176 1404 280
2392 2445 896
329 257 866
1440 1736 786
1580 2139 364
592 1474 783
1136 720 626
1745 267 299
1286 509 256
1187 1305 453
811 2478 679
152 2230 423
1406 693 299
848 1639 486
1254 816 750
1429 1089 354
367 2010 680
2300 2090 372
1869 1097 337
843 1774 573
2400 2447 158
227 1069 510
2252 805 851
1340 1014 965
554 724 447
448 2474 755
1324 335 90
1417 1934 695
1155 57 777
774 1633 293
1140 1273 129
2211 1189 465
1828 7 332
400 697 682
181 1320 872
977 1571 131
731 726 568
448 1102 668
614 2027 593
1038 699 508
1954 2470 762
2481 2482 713
192 2040 641
2170 2190 48
766 1227 259
1302 2164 525
345 1901 768
1720 2250 527
1009 2084 478
1442 1930 491
1392 1490 158
303 74 609
1257 1445 69
2109 739 587
998 1423 68
219 535 629
183 1745 566
509 2291 30
556 989 843
1524 2355 184
265 914 775
948 1576 326
414 1850 308
1646 542 218
1971 2127 443
223 429 953
71 1158 139
660 823 364
1863 2292 728
1907 2041 884
10 1079 762
490 1656 765
2449 1494 471
2356 701 677
1437 2057 303
2089 2127 868
2451 2251 910
1050 2143 402
1121 534 259
234 1057 255
1322 1453 342
2069 1345 254
1928 2008 775
1404 749 818
2466 1787 996
1024 846 297
1227 1808 20
1967 995 67
433 1344 775
2062 2017 271
699 1880 150
27 1357 954
1630 799 629
1670 755 554
571 682 685
470 1619 805
950 993 306
