5900 8084
4072 2638 245
3912 2414 172
1828 948 677
2808 4379 820
340 3915 679
336 25 74
4723 3822 349
5528 4397 505
1134 2835 825
1982 160 105
2742 4006 37
2275 1178 782
80 4209 853
5366 865 241
3269 226 22
3034 3865 680
4426 1670 892
5619 1983 735
3110 792 399
3967 3731 110
5114 5651 15
3388 545 970
2197 495 875
3188 3323 495
1880 2617 264
4002 2948 81
4338 2452 943
5877 2063 258
4333 67 187
2735 3742 520
2011 5270 227
4883 4105 950
965 2099 132
5848 2580 89
2723 5821 923
4968 5827 48
3991 1291 870
1294 4614 776
767 4082 978
2200 3395 921
4879 2306 885
3275 174 808
4288 1829 339
4510 4670 506
799 4482 697
5465 1655 274
4274 4788 941
4456 3720 822
3541 3972 392
700 1067 500
2276 2071 753
2173 930 71
4808 1386 223
5080 5645 814
1204 813 850
664 2981 189
1074 807 885
3534 3482 952
1170 5030 657
3555 2383 33
3003 1849 355
4725 442 128
3293 200 987
3930 3591 472
1489 29 196
1182 3792 136
2642 1905 289
3734 2284 370
329 1544 157
332 1255 925
3614 5554 123
5015 4555 186
5545 1541 322
5173 35 123
4588 337 296
37 2120 223
43 2280 653
3837 3821 772
172 5249 38
1460 4968 64
4937 4828 667
1358 1530 248
4891 1167 698
5690 5237 982
4744 1778 85
906 515 879
5175 3246 659
2225 1910 395
3548 4654 704
3297 1910 210
746 5299 240
5583 1778 496
1629 2142 442
899 581 552
2011 1115 428
3662 4156 676
2129 4323 673
2694 3930 189
5321 1571 947
3018 4000 576
2705 1336 937
1073 3533 341
2033 1778 891
5185 4421 935
78 2279 786
1461 5477 206
4483 5295 433
3081 1355 898
1329 5887 517
5700 4078 989
4825 3517 405
630 645 121
4735 2744 841
5583 2665 943
3972 4899 244
5211 313 30
2927 2577 750
3126 2564 73
920 2232 818
4124 1127 387
446 3191 493
896 5109 490
3394 348 905
482 3355 995
5070 867 154
158 2233 788
2977 4303 561
2501 2039 133
1251 2946 239
3116 1564 146
2095 788 269
4756 5038 741
5747 3874 702
2130 912 931
1659 1662 630
2015 3360 284
2248 1750 323
1441 5276 438
3812 3562 152
426 4799 127
5872 2896 492
2582 484 559
3211 2084 927
3794 2426 406
2017 3934 423
2397 1699 190
3822 419 748
1816 3184 434
1911 2245 734
1815 4293 79
5185 5681 217
3755 2684 489
1531 2982 657
1685 2494 836
4868 3833 926
1543 504 78
559 2367 207
2305 7 927
5831 3664 662
4073 4085 528
4856 3159 539
328 3824 541
5041 4751 346
3095 5331 700
1712 1183 920
2670 1780 973
3783 3194 625
5211 977 799
5604 856 480
3786 1395 174
524 527 650
5460 1504 51
2849 4014 247
5550 3090 183
3432 4190 895
572 3519 138
800 71 575
3662 1932 256
5474 5352 110
4161 3544 952
3888 5549 88
4974 220 854
4296 1284 662
5716 1704 714
3705 738 534
1850 414 293
970 4325 972
3976 301 909
1050 4250 247
4053 39 351
2814 5435 392
3213 5769 689
4072 5399 223
2150 1882 177
2390 4417 232
380 4277 531
2619 2866 738
1858 4485 709
4367 1483 552
4780 4788 353
1170 4910 238
3781 830 898
1919 3665 315
3102 4802 640
4803 4105 114
2477 3615 400
1651 1815 26
3729 2690 610
508 4862 103
5812 3609 625
2756 1346 119
2189 1212 51
312 2714 553
866 3262 178
5560 1081 829
135 4556 514
675 4364 258
3341 556 744
4600 133 471
4739 2832 795
3678 2392 924
834 5230 470
477 4122 787
1618 21 803
1923 3921 665
2094 4773 426
1027 1397 58
1687 305 693
1064 3651 241
3142 1147 520
1506 4259 373
583 4664 201
1874 1579 335
604 762 119
4420 1045 383
4477 174 484
4862 17 312
4242 5197 488
1717 1171 715
2012 2693 185
1129 5133 969
465 4389 70
4380 2264 72
4882 2112 799
1313 5890 741
2187 5826 975
245 1971 953
4350 5260 172
