7900 13141
2422 1749 790
6470 4043 684
6975 1333 901
1087 1484 812
469 4430 843
1680 4565 733
3094 4172 8
2433 5765 581
789 2048 340
4532 2332 601
6302 4860 223
5575 2162 366
4148 2441 936
5156 5448 906
40 6378 577
955 7348 456
1070 7590 16
1057 6199 602
2670 6696 660
7845 4016 365
6498 6285 757
4827 97 696
5536 3025 157
7299 869 131
737 5266 359
4396 5495 138
5651 6690 897
5776 5455 343
5265 2386 10
7558 6347 560
2176 1649 724
2690 5634 418
2607 3056 324
6588 4417 946
5075 4249 966
7390 4150 274
1591 6385 762
236 3119 223
7389 1162 534
930 1848 992
1109 6870 369
3927 5335 770
820 6970 590
3879 5370 553
4953 1828 472
2625 3586 474
742 285 237
5437 2840 771
2340 5591 219
7123 178 93
6106 7870 859
6665 5151 191
6898 1380 331
7103 6386 689
973 3022 54
6014 1964 277
7224 5254 930
2300 5210 608
2122 4994 139
3824 3769 609
4130 5260 931
3359 3629 246
617 2610 208
1566 5092 960
3666 1482 255
1230 5701 930
4997 3833 638
5946 6793 319
5432 5490 251
244 3869 606
3323 2184 340
3202 2478 824
1154 702 956
2894 1444 659
1658 2555 214
606 4010 769
4941 6148 45
4509 3375 910
86 3862 804
5030 6675 388
4906 1173 752
6801 1690 816
473 3790 942
512 2961 341
3931 3619 786
4262 5416 701
4415 1004 885
3343 3616 459
4013 2322 322
7366 3631 916
471 5887 189
5649 878 622
6223 2017 568
7182 4443 991
3550 5422 549
3030 6655 593
7638 2515 234
2122 4707 599
4117 2592 649
2206 4369 925
6152 969 466
3269 1503 862
5148 3921 286
1298 5711 954
7655 3192 628
554 2957 657
1605 6010 564
2800 4511 539
526 1917 532
3982 502 505
2780 461 242
4741 4128 85
3323 6820 669
7310 6362 294
591 2587 282
7559 179 891
284 4890 252
1400 5992 640
3974 4015 214
4657 3334 425
5721 5093 44
4218 3835 450
7134 5880 994
3519 6275 259
5028 1630 795
3751 5946 340
4403 7415 344
6114 6269 113
2907 7491 59
7547 259 613
2446 6135 641
6113 6496 378
4079 4727 531
1990 1952 171
3700 418 225
2001 7088 226
3417 740 139
6173 336 903
2832 6060 579
2761 2429 33
5169 2860 415
4158 7172 32
3643 2651 763
1842 6672 594
5464 5660 524
1942 7713 844
2873 6970 963
3593 3053 245
1295 1085 983
4012 5813 14
6770 6724 333
3208 5380 514
1308 7277 92
7420 7035 951
6624 7074 350
4250 1829 690
1709 4506 458
7477 4142 684
1316 6720 51
3912 7181 804
1918 2790 612
6317 1449 961
4827 5145 581
2188 1793 545
324 6880 27
584 5240 440
2638 5129 575
880 7896 860
1719 2118 975
2205 2067 714
4031 521 680
6017 4724 465
6995 7336 757
5969 5448 856
4796 7542 972
2942 3465 409
12 6281 898
4637 3357 5
6018 4715 404
3489 431 623
7539 7677 926
1407 2380 594
6810 6525 349
2949 6565 763
4141 4524 22
616 6498 543
4979 4045 543
7009 1655 953
4890 3330 792
2253 4378 826
180 7577 139
4113 6336 813
5007 6640 218
2100 1186 550
2179 1455 735
1920 3175 766
4389 7590 204
371 7124 59
7875 4196 69
6778 5191 667
5086 2362 210
5209 1564 581
1550 5885 295
3827 7820 446
6898 3858 551
7233 455 459
2607 5436 487
180 3493 436
528 2110 3
5171 213 949
375 7381 778
979 4337 710
2016 1754 174
516 284 562
4755 7060 196
3839 5406 848
1709 4579 437
5162 4359 876
6221 5924 254
3714 7615 235
1387 5809 426
7399 6594 546
7484 4082 852
5019 4467 209
7201 7040 520
3876 4408 105
1455 2981 411
1839 3831 45
2989 1075 909
3323 1132 454
971 5069 560
3559 6610 268
7430 7163 737
757 7513 540
7602 7647 283
2237 6796 268
964 6533 162
7604 5884 750
5471 4408 577
7833 7752 536
2540 7033 739
596 7536 705
2138 7897 264
5110 5358 301
4558 47 906
5761 158 40
