9100 14964
8812 7579 30
686 5791 115
4219 1547 301
6331 8443 460
7861 8933 269
9059 8030 358
1810 7567 722
1600 4899 366
494 1071 640
2540 7337 771
8261 834 587
6521 5681 586
3947 1877 208
1569 8805 895
7942 2560 882
6007 7761 389
3937 3994 979
6475 792 404
1835 7969 615
5662 8022 619
705 4631 514
3271 6818 258
5678 8926 397
4996 1276 71
6392 5734 146
405 762 543
8620 9089 448
8171 4239 903
1920 5843 323
3743 2718 776
670 5317 498
7592 621 946
1656 1372 32
3429 3666 936
3286 2533 544
2810 6195 201
2828 8841 419
2566 2366 718
7680 4318 933
2881 5728 498
8160 3674 284
1778 1132 220
7189 6677 33
6567 8361 556
8656 853 302
1451 5133 834
8596 1003 78
4009 545 251
3245 7941 518
86 5014 66
8232 864 392
2612 6981 269
8519 6564 202
1307 3446 573
10 3250 128
3659 8857 989
6706 8957 146
7837 2663 954
8650 5899 693
4061 5667 588
2494 8602 325
1628 8971 872
8297 4891 686
5896 5472 919
2451 4752 827
6812 6662 737
9097 692 463
8069 457 547
3191 4090 138
995 575 463
373 6988 806
8472 7523 669
2237 120 272
6211 1027 316
7192 6612 523
2064 2604 270
5682 5505 140
4678 1322 778
3129 1643 73
6704 1170 507
3142 1189 785
1741 4103 465
8848 7542 884
3440 5306 906
2361 6876 360
1587 5335 503
3188 6951 144
8494 2605 360
6524 4357 801
2674 6551 106
2085 7530 283
1616 1167 943
6984 2010 678
5760 3663 442
7430 3728 303
6596 610 861
4838 2100 580
144 1813 139
2453 3735 943
1745 50 143
6608 4416 359
5413 4981 574
4838 5160 52
745 6584 156
5755 4988 800
1112 4107 903
3953 8443 716
7960 2012 197
1243 5565 446
5182 2499 633
3440 2588 911
7579 5340 377
4141 6858 271
8769 8737 567
1078 1594 942
634 5114 727
6704 3927 282
2915 4242 501
3379 5689 682
5076 1394 413
1327 4816 194
7482 5358 299
8829 3615 350
4993 1118 965
6458 8268 225
195 8704 722
8639 1865 185
538 8192 662
3560 6682 990
2353 5005 688
6728 6076 235
4000 4774 680
7376 2070 620
5186 2073 206
6475 3782 338
5864 6888 217
8381 4807 282
8857 4420 929
5695 7781 664
4784 7798 44
2909 8453 80
5979 1736 341
4646 415 988
2119 7244 601
7145 1381 837
3841 1663 702
1063 5962 891
4982 104 551
7896 5120 722
7727 217 978
6740 1255 371
6106 7015 854
7165 204 338
2951 4992 345
142 3519 474
8991 2101 993
363 852 673
8221 3229 325
4773 3609 440
9043 7720 976
3889 6792 94
7366 2851 484
4628 5682 255
4825 7732 530
4487 4030 55
85 1490 491
3499 4891 60
2152 6173 41
3616 2199 128
6797 7726 77
3807 7108 204
4587 7317 304
5993 8608 111
7185 5258 506
5866 1131 868
6776 256 735
8291 4149 470
8490 329 867
6701 2069 270
1297 5286 663
7661 2752 46
2332 727 346
5739 2390 893
2060 8645 913
7993 381 309
4561 89 183
3084 260 740
4602 8084 583
1173 5638 333
2062 3287 758
8271 5721 448
7047 6940 966
2762 8394 176
4624 7663 813
2944 7533 912
5877 5281 571
7861 6642 811
4197 5280 777
8487 4822 573
1391 2161 417
2502 5022 78
7288 3585 257
3354 3151 163
3141 5822 580
3695 7743 982
3048 1792 522
8430 2357 139
2529 6446 360
6914 1591 247
6167 3706 650
7749 2807 996
6762 4501 154
3091 3927 953
5860 3833 937
3807 341 941
6022 6634 640
6076 8757 478
269 8353 202
736 4647 216
6483 6050 309
8003 3801 622
1462 3664 601
4014 7296 213
3321 8095 931
2390 1090 208
2214 2281 973
8376 6844 161
5566 4569 708
8590 6650 812
7268 2640 652
1451 3308 155
2447 987 995
2691 3747 713
3763 465 175
5169 5938 842
735 8597 61
3107 1846 208
673 6431 171
2219 3561 509
4168 3261 22
6206 3705 556
370 5575 447
1072 7003 632
4085 3892 245
2650 8945 336
436 2146 388
7561 7521 303
1191 7808 41
8129 2118 795
8878 7852 494
3588 4977 513
4572 6868 84
3516 4766 665
4649 8951 162
4502 2715 59
5814 7740 165
4686 7638 161
8760 7137 121
3173 1749 575
7595 7475 363
7158 4056 663
3601 4790 817
5022 93 312
8664 5471 397
966 447 29
1566 7142 419
1002 5353 124
4116 7701 239
6485 8028 707
3538 3134 352
2880 6322 702
4119 2521 614
1648 9 873
827 3793 69
8141 5923 838
7831 8360 108
533 6077 365
5472 4003 70
9033 4210 350
104 1069 166
5321 4123 677
2029 6342 535
5098 168 531
59 274 187
2345 2857 251
8748 4101 438
1086 217 494
7566 6970 342
6965 1509 440
1712 2691 549
1473 5279 101
708 3860 244
8260 4310 646
3108 7180 867
5169 7356 217
7280 7553 386
2107 3901 510
2604 6907 331
2203 1228 285
192 2947 125
4221 4835 227
6972 3985 749
5671 4333 778
5603 602 668
475 5695 153
4343 7114 457
8640 5802 355
8171 9053 906
2626 3840 61
9 4571 763
8298 5542 976
7865 2027 501
6674 4557 499
6674 5086 505
1157 5278 747
7708 8267 499
570 5818 870
6221 8369 312
4539 8571 417
3985 5122 612
559 6151 776
4515 5966 492
7321 3598 39
4149 2324 891
7314 6505 223
81 6785 855
7711 1542 395
6082 6702 53
4882 277 895
1326 294 26
1467 1087 898
3828 8643 363
7830 6009 298
3279 6453 175
5125 7617 124
5723 2252 844
8136 2661 777
3782 963 503
6305 6240 978
6853 5651 452
8864 1010 685
8049 3390 544
2045 2124 912
1526 7077 200
1963 3454 87
315 4374 791
5541 1738 516
853 1252 395
148 8789 424
6397 5036 4
6997 1920 794
4067 2629 738
1905 1857 414
1340 1820 564
5934 3870 450
4367 5238 50
2058 8429 212
1444 8466 1000
2761 2142 400
5465 652 612
7789 8235 685
1439 8074 859
618 7318 783
5234 2900 838
6258 3503 237
5944 1753 193
3514 2527 298
6157 7908 450
1562 5189 460
8643 5652 203
2436 8237 183
7285 701 781
8206 647 128
746 6329 560
5385 4642 89
5859 6095 381
2713 3636 461
4939 2960 78
4466 2983 162
2816 361 196
7837 4417 820
3136 5249 407
5327 4197 611
1455 2932 660
3358 22 646
1004 8132 655
6131 4999 129
2293 8323 472
8846 2178 67
6885 4533 714
4491 3449 165
6278 173 657
