900 1342
849 422 94
549 873 661
525 841 433
258 410 868
759 561 824
835 608 243
258 772 775
59 197 350
864 828 877
681 847 816
471 852 72
653 781 831
31 461 808
41 713 97
394 506 363
500 651 150
123 49 827
708 212 127
483 835 80
820 329 634
157 559 897
810 765 942
301 245 143
47 506 786
490 92 373
93 377 653
62 328 421
200 424 844
416 520 549
150 55 350
209 383 571
193 153 332
574 204 943
353 112 363
657 89 520
499 580 667
736 854 252
405 534 36
616 466 407
659 583 138
578 563 274
621 481 703
539 356 515
184 407 305
198 224 987
346 221 541
797 42 934
44 466 280
558 345 108
157 57 646
186 825 361
569 260 345
532 779 33
736 157 522
809 205 205
326 208 993
55 848 196
682 862 413
198 499 623
39 861 889
98 421 837
776 175 645
579 765 282
290 313 869
696 448 652
379 137 130
623 829 510
7 248 33
572 221 362
476 464 753
309 159 934
68 393 162
637 648 974
298 93 870
699 83 495
181 882 721
642 84 252
311 400 685
633 21 164
279 510 367
143 322 248
530 438 101
177 861 102
708 655 325
575 879 313
426 320 961
29 790 280
799 828 91
447 37 665
737 511 899
289 82 673
647 437 58
684 354 801
523 296 62
69 771 786
708 813 233
416 832 378
242 288 567
414 801 103
627 241 33
107 586 135
347 114 784
376 160 185
435 238 237
776 247 415
582 521 346
783 281 809
170 802 249
85 665 854
268 201 582
571 97 529
455 209 214
17 319 539
782 318 895
407 451 420
93 574 256
396 872 349
214 83 239
751 720 502
88 197 21
37 817 864
782 598 875
374 469 46
479 635 74
822 655 820
428 277 829
326 701 799
451 274 859
74 807 509
106 65 821
534 196 630
580 364 895
805 858 598
763 463 52
290 75 173
350 102 781
232 423 559
595 219 318
495 41 61
550 814 783
853 488 325
112 41 234
271 408 209
267 270 978
614 454 873
490 379 240
505 534 863
199 885 888
374 74 858
248 757 647
449 704 162
292 352 106
721 541 204
781 381 466
533 57 291
145 217 917
304 275 595
555 346 589
475 443 205
90 498 656
353 616 769
868 569 937
460 499 607
456 669 895
258 492 267
539 315 328
43 246 772
280 814 327
285 654 994
824 5 198
704 329 366
100 132 782
192 572 190
196 395 302
725 85 721
412 657 343
146 221 6
500 380 541
213 336 114
540 527 767
789 748 234
354 176 895
312 277 672
148 723 135
732 857 402
31 330 523
562 54 611
247 797 855
6 582 952
635 384 452
892 517 681
513 479 147
486 353 25
754 250 574
27 681 215
740 300 205
198 12 298
580 103 546
139 324 35
866 317 943
134 38 46
721 481 895
53 674 352
274 298 515
344 421 884
728 48 742
284 324 363
616 342 584
658 14 517
326 592 641
421 170 970
103 229 451
293 134 596
754 312 225
671 7 780
182 128 336
350 857 334
695 791 402
798 300 947
615 848 900
592 485 714
9 239 836
249 296 293
277 656 649
52 520 811
830 353 272
659 319 234
312 184 285
645 347 472
234 135 804
866 461 567
211 707 24
339 521 613
199 410 932
126 663 280
238 573 792
143 92 43
847 731 758
793 593 228
467 162 178
141 591 963
714 301 945
544 39 379
687 235 103
18 344 961
652 478 674
592 782 938
485 30 921
170 433 988
353 531 212
584 614 334
607 210 497
630 819 362
525 442 187
546 19 678
17 50 614
300 550 489
443 270 436
836 705 683
512 271 124
67 125 368
604 10 955
787 217 770
396 236 63
769 513 492
896 291 426
428 534 826
457 260 98
144 96 815
726 445 170
640 68 265
231 460 241
868 241 540
210 58 160
307 469 975
117 673 735
4 499 127
701 485 303
325 50 166
726 610 229
141 869 760
741 25 764
276 741 873
548 586 504
85 476 605
758 670 595
10 298 377
601 427 598
493 768 304
469 406 213
299 226 270
183 195 669
664 836 598
219 201 715
763 404 50
424 409 487
56 359 423
446 346 852
649 223 321
467 373 454
66 882 853
213 734 430
873 222 12
655 677 976
79 472 772
873 575 859
629 565 349
538 590 784
363 15 288
401 462 842
463 131 404
0 547 793
898 237 85
535 727 55
250 732 863
898 353 135
571 325 96
549 662 585
234 449 616
86 438 972
132 832 723
740 527 40
394 447 952
87 205 740
348 11 527
183 455 1
422 695 697
519 485 309
167 816 266
475 674 726
268 16 842
428 70 543
351 149 312
15 389 125
831 713 690
652 179 436
53 81 175
303 180 548
602 382 319
752 428 268
387 851 987
356 257 672
566 710 264
292 773 240
262 740 472
451 428 336
159 517 493
593 651 945
725 670 446
234 755 809
486 716 89
180 256 205
60 39 440
