1900 2829
7 1339 698
585 754 497
1702 378 166
1790 1455 28
961 1489 916
872 875 845
1387 601 603
145 1823 198
343 167 183
661 847 751
9 1098 703
410 1780 445
644 436 373
161 638 210
17 683 368
17 339 390
1415 1077 745
1553 1370 75
1741 1590 263
423 770 270
1419 1589 642
1772 588 951
1743 230 468
450 722 976
1535 143 587
111 58 966
1007 993 54
925 625 507
340 1836 944
912 1342 152
991 251 167
267 1218 932
638 390 701
1787 165 666
730 1093 925
46 312 268
1618 721 72
1547 1716 421
1332 521 149
1559 783 190
645 830 647
1282 720 236
426 370 712
1576 148 657
1256 1850 972
686 562 352
541 623 904
1266 796 653
1681 1418 772
1144 666 1
1245 1086 588
514 819 773
177 229 174
1802 1532 876
787 1100 135
1504 626 97
905 1798 904
1356 1361 116
897 1580 648
1162 110 726
810 835 852
1235 211 862
837 68 267
702 1285 595
1113 1530 850
1374 1205 565
769 1784 197
1243 924 298
188 1108 447
1179 1879 39
1803 595 421
1270 1427 768
942 925 947
1227 1001 418
536 1831 822
1279 881 513
435 1472 144
597 1647 62
1852 733 25
1142 1236 597
908 1308 29
702 232 9
108 647 801
1624 668 640
1455 1443 402
73 909 113
548 1590 95
531 1012 650
31 74 982
1523 413 114
677 1491 388
1389 1554 179
86 998 84
734 1287 780
1376 850 853
171 701 761
924 1586 827
766 652 535
613 1717 729
405 1397 73
472 543 437
410 911 974
573 659 95
1666 411 662
1282 462 910
1591 124 142
1346 779 787
337 7 762
279 1816 822
124 1569 978
1793 1561 160
1666 1114 536
913 577 90
1170 852 677
1400 1112 112
1773 341 667
1504 414 355
1639 1092 594
1111 800 303
1118 824 461
1447 536 34
1439 671 803
1680 1766 590
691 53 279
1356 914 219
467 78 989
894 399 963
973 145 728
1646 1898 310
794 44 516
1706 1402 270
408 793 421
1320 1738 164
925 1070 856
534 318 935
1010 1730 734
280 1167 462
354 451 628
1753 1201 60
1464 1194 183
1395 1315 193
425 680 95
996 98 296
390 427 771
176 1739 493
364 1791 33
626 358 662
1793 1526 520
1476 1519 949
310 468 260
618 934 907
1779 1449 207
875 830 584
1552 1262 700
338 1557 257
1234 235 940
1521 859 526
1616 1160 525
477 1835 432
1705 1045 22
1649 51 270
30 752 487
401 1825 576
256 978 291
1831 976 131
260 666 73
183 172 226
291 1544 890
961 114 326
1052 21 87
1580 612 925
1703 182 29
1443 501 694
1098 1859 689
1673 560 933
1534 250 26
569 788 412
1169 267 930
281 1258 71
1561 79 869
1375 158 131
1772 20 474
1722 498 735
667 440 269
188 398 429
467 1143 753
998 1680 3
716 456 177
1304 1640 400
150 1344 864
1011 1118 864
1707 938 613
175 499 958
1794 1585 309
1346 579 763
6 278 6
130 782 516
54 1148 35
1042 1868 571
749 838 591
1161 253 722
407 1655 988
800 749 346
1010 863 791
784 405 376
453 140 268
956 488 252
1769 1848 184
359 179 618
80 1351 4
3 1354 86
1311 1016 846
1074 1834 50
939 759 368
1196 1809 704
1729 1444 537
758 91 731
1751 1100 709
773 911 670
1827 488 752
685 1135 661
541 711 66
870 1617 352
1611 728 419
1369 1764 468
367 1526 602
1412 1377 26
1176 1196 539
1087 1292 339
1413 1375 979
1429 362 815
275 124 633
724 1307 6
372 1460 255
1805 1733 959
1426 833 106
1469 260 36
1007 1733 509
1845 1041 935
1684 1268 443
1476 912 707
1174 720 131
956 1271 672
181 46 670
975 1824 941
1296 830 770
1426 733 97
1559 1886 904
665 953 335
1245 1387 805
1394 1594 287
361 1375 245
949 301 179
193 365 736
356 820 195
776 854 834
418 1537 507
325 343 305
120 401 818
816 1019 621
973 537 37
1060 1829 86
1650 486 384
1062 1277 460
334 1204 950
1773 1824 691
914 726 127
1025 1708 168
1354 1302 110
448 1774 854
1408 412 621
278 1115 534
490 1416 330
1578 1236 354
369 997 657
946 759 905
961 455 745
271 481 116
1866 1801 398
366 393 702
1132 1500 270
1836 343 541
1417 716 721
1473 1202 644
503 801 531
6 210 468
667 1141 965
523 184 951
1872 498 751
986 144 55
325 1320 335
1689 105 929
116 1278 486
478 1516 375
1178 1289 292
726 917 348
370 101 670
1389 671 61
495 669 143
413 968 288
164 1814 585
1044 709 45
1241 1276 887
1448 1168 660
1002 1729 261
1125 1398 182
941 160 765
1762 392 60
1865 1121 625
1192 688 170
178 1202 588
985 190 231
308 117 930
20 1557 240
892 1767 314
432 323 530
263 297 876
1376 1597 172
1625 1331 683
1175 1571 166
1797 1247 523
953 1854 1000
156 1757 109
1639 1297 514
365 215 793
785 817 978
1430 687 374
446 1733 637
1881 1560 137
369 1470 153
1213 314 83
457 378 59
1849 1753 201
1259 1012 437
1732 1233 987
94 216 787
1623 733 887
998 510 594
1113 264 208
1313 893 690
129 1836 274
1243 1126 153
792 795 230
1594 1573 15
857 1326 529
458 724 291
1836 1313 564
1484 347 195
517 653 328
107 760 931
484 763 280
377 1395 819
214 1292 349
1363 276 431
892 698 672
59 1211 956
1127 1239 834
1603 368 427
1368 1823 427
119 1129 963
1419 1395 45
1816 24 666
1783 425 974
1097 1172 511
79 442 836
236 1149 882
174 1872 60
528 1042 117
839 443 198
565 470 398
172 9 933
879 1142 217
460 878 281
248 971 91
1001 1235 531
1748 428 316
1433 1244 982
564 173 169
359 743 860
394 1208 699
1107 1154 224
737 1828 980
583 1515 978
1295 920 744
153 271 283
482 560 207
1786 406 880
1223 1851 315
647 565 219
1689 1733 143
1153 1525 718
1488 1552 76
1505 148 239
537 452 115
1633 997 854
35 1135 463
1294 1430 346
1050 127 834
360 37 198
27 1114 865
811 1343 584
394 1872 29
302 1641 842
1232 539 311
