1700 2122
889 1372 591
1214 1673 842
464 102 102
1606 245 284
1173 53 237
228 863 75
1022 1055 904
214 407 157
957 65 300
1338 608 532
925 1680 837
1107 342 366
1263 1168 725
768 898 137
867 1299 876
1181 1233 24
347 1319 751
830 1496 313
178 213 429
376 286 250
1329 146 691
4 178 648
1318 224 941
834 444 26
739 1656 144
1389 364 735
519 650 380
1014 1319 136
1566 1695 505
1687 1036 915
263 787 845
1630 474 360
946 1559 122
1449 840 392
1557 969 820
1381 1202 546
117 852 682
881 1203 329
1589 1152 894
1320 1544 400
1489 1071 619
706 737 878
1185 1408 617
3 692 267
335 7 702
49 798 129
651 1259 523
445 337 778
336 56 282
1479 1548 414
585 844 744
1393 468 865
1623 1626 204
523 712 278
1362 1552 285
331 1065 785
233 976 264
907 115 279
698 1345 922
1003 1699 154
1056 1284 718
882 147 571
1037 182 132
21 1436 602
1307 170 497
1088 368 467
773 1183 623
1395 445 585
800 876 393
374 218 166
1538 1474 322
772 1559 75
1384 50 593
756 1037 899
780 1450 421
1221 533 81
855 788 939
845 371 1000
199 1155 797
170 3 980
636 1065 383
102 471 389
611 223 655
654 197 151
533 1321 676
1533 943 841
134 121 154
1261 1146 320
1648 1664 486
857 200 673
703 1081 318
885 541 922
1582 1479 974
530 129 439
1142 1303 211
67 397 363
372 1300 623
1423 1082 582
615 1428 212
1515 156 301
796 1590 365
902 799 495
456 999 906
1066 208 683
762 1566 433
365 1241 768
1454 817 309
1329 1418 922
289 336 392
720 554 233
219 49 140
20 1298 338
1466 195 330
444 881 483
298 72 141
993 293 40
802 768 527
319 942 527
286 57 992
195 1391 721
789 815 92
936 1659 231
689 1155 6
1186 1436 277
1606 1036 35
895 1196 557
153 600 606
1128 1397 413
302 676 666
34 548 693
1072 859 55
483 1608 850
1502 269 402
395 1191 857
420 162 73
1035 1204 972
392 846 681
1542 978 768
939 1699 662
1635 511 908
564 413 321
429 1279 586
1197 968 518
164 1226 735
767 1456 359
884 191 179
404 1509 887
1529 948 424
388 591 337
360 626 331
1625 198 931
73 69 176
907 116 847
1061 1576 248
548 70 315
583 950 925
1158 1311 107
1380 1153 672
1060 1408 785
1509 100 508
505 914 492
165 1687 181
649 237 683
1174 685 141
1126 734 221
782 1110 510
702 1323 219
494 1110 937
206 1072 547
153 1062 191
547 1209 667
526 252 90
427 850 803
1633 833 421
1515 568 597
801 992 320
990 57 322
449 1067 986
673 1310 249
161 26 683
506 461 655
1682 746 592
601 1290 127
632 891 83
87 553 491
1535 466 437
445 344 827
380 189 920
657 606 250
70 991 875
945 967 912
1526 1211 926
1668 897 498
1360 651 329
867 1061 869
823 226 120
448 944 344
126 927 187
1486 1447 732
1683 1047 536
707 570 355
192 166 994
1287 1534 17
1656 1357 192
160 220 585
424 480 536
426 481 791
1395 187 33
644 470 158
501 874 99
1391 1097 894
1175 1002 222
1339 1638 220
1018 1247 972
464 1347 24
1359 709 436
1032 348 604
454 179 516
467 1354 706
785 1078 680
1230 1526 674
736 1407 403
89 554 599
929 105 469
1183 1511 616
756 529 422
198 568 928
67 568 625
1113 147 546
1409 906 668
1060 476 88
247 126 706
328 558 239
386 1003 780
1406 1504 676
159 625 283
1277 22 967
834 265 885
706 1460 735
107 1575 157
316 1015 992
552 1345 418
4 188 194
1425 949 948
277 1415 764
563 196 409
1659 1012 594
79 1659 199
459 291 629
1250 1282 265
994 384 563
1158 1160 971
923 717 353
16 352 133
396 655 946
1516 994 757
1324 378 49
1684 279 519
72 1606 385
167 567 443
747 952 612
640 1409 485
359 1000 731
1353 899 222
444 846 465
639 1263 841
609 100 431
197 1317 429
400 1145 434
778 32 985
1119 595 792
