6700 12506
1415 3052 628
6106 6027 230
1295 5292 503
5519 3142 925
1866 2005 149
6404 4177 223
1317 6028 326
1271 6306 290
819 65 561
2118 6241 751
6498 2790 43
1123 3417 194
6495 535 622
5939 4471 879
3342 3351 688
2331 6032 938
676 2349 62
3094 2006 951
4074 4118 900
64 5325 37
4246 5784 547
4406 2278 279
2376 555 47
4711 1032 211
2211 5827 778
4234 6036 736
1522 68 591
3306 3981 775
4950 468 513
2029 4296 913
2952 1369 447
1167 1902 166
468 6118 711
2950 2906 109
4511 4126 138
290 5687 82
1111 2229 302
2549 2781 67
4949 6483 480
1961 6469 663
6297 3079 368
1612 3801 678
2622 3627 780
6194 793 277
954 5154 155
6269 5890 795
5160 166 657
3400 1682 779
3087 828 194
2059 6230 658
396 101 392
3737 62 956
6691 4851 18
3685 1353 812
3042 4805 543
2493 3054 363
806 4036 141
2579 1905 195
3220 6697 713
6216 1744 601
6360 6080 383
187 5714 744
119 4696 493
2398 187 911
5967 4752 51
2975 1959 126
2010 434 477
5811 1903 439
4895 114 577
6477 3469 709
3096 3319 965
402 1822 764
133 1405 934
6612 4181 705
2217 4918 533
6082 663 497
1219 5966 960
3335 5934 513
6592 625 284
4796 5945 471
1478 3517 733
1616 4482 748
3980 433 170
6222 4812 384
3324 5115 95
4178 2774 942
6182 1674 784
2249 3576 936
1501 1518 518
3144 6635 889
2131 6433 168
5606 4631 539
5074 3523 82
386 1205 135
2751 3465 980
685 5779 689
4378 4760 515
3187 5380 197
58 4269 181
4522 2312 150
485 3990 920
4173 4127 297
6286 2207 497
2918 1388 998
5435 6526 225
937 5697 61
4874 722 617
2964 3785 236
4437 148 217
1962 2745 596
1827 4278 941
2730 2224 27
4335 2378 899
1373 6633 682
6522 2158 981
770 1313 85
6474 1342 663
5064 807 433
6090 1548 215
3049 2450 113
6180 2630 257
3120 2825 317
3415 1876 719
5098 729 250
2715 946 503
3185 6487 562
3307 5006 655
4461 3313 113
5992 5380 486
3004 2859 532
2001 1150 732
331 5488 796
1626 2800 119
3100 6033 901
40 2606 689
2514 1840 920
1506 4276 483
3711 94 853
3859 3656 83
25 805 665
709 5623 409
2296 1732 225
4843 1755 705
2315 3904 818
5844 4509 384
1166 6427 678
5953 5371 399
1650 1842 744
2120 6026 125
887 3318 168
1759 2916 959
4107 4655 256
2099 4128 730
1643 6320 444
951 4179 212
2096 3678 96
2744 5516 578
437 2363 876
2863 4537 99
1309 849 995
2300 77 221
5588 4988 681
3839 2302 279
385 3006 501
5085 4653 236
71 3437 955
544 2294 608
1933 4546 463
3056 3741 682
3554 5487 357
6194 2644 40
3584 4830 212
4486 6139 149
5465 4323 948
2182 2054 260
2049 1648 737
2255 6343 472
4547 6473 590
286 284 739
3365 288 755
3171 2594 486
1897 1125 864
4554 5714 453
3298 5776 337
134 2083 38
5553 2782 521
1011 3730 649
6598 3530 11
1608 5977 310
3386 72 635
5824 6393 323
205 5577 10
2951 3699 909
3961 2394 895
2606 5092 658
4493 1862 6
1058 6472 337
2086 3245 369
2384 354 323
3743 3018 574
747 638 321
1210 6381 801
15 2464 37
624 1368 121
1636 3628 664
3680 2198 529
5155 1749 161
5514 350 507
6446 304 207
812 5710 358
6689 5987 844
849 5650 187
1174 4367 526
947 4926 189
3266 2071 387
4770 4393 826
5685 5381 375
3682 4746 272
4925 4732 387
4478 4665 229
2496 881 744
4855 1835 665
616 3837 4
3002 379 490
4350 418 515
4657 5221 579
2912 4893 185
4127 4929 809
1994 1777 898
1228 1314 321
2223 934 365
65 6539 186
5528 2722 556
351 6519 910
1956 3167 364
6088 5859 972
6660 2066 87
1482 5392 492
3506 1363 804
1537 2711 85
582 347 634
1569 2790 816
4073 3441 783
644 2292 181
358 4328 433
3512 486 891
2035 4217 720
892 2422 676
2472 5912 131
2954 5101 501
4495 2214 22
1910 6367 500
4623 3889 691
1592 5929 307
2021 6491 377
5139 2195 985
5043 2665 417
5839 5514 640
5637 4245 687
1419 1817 212
5024 2080 621
2533 496 199
1993 4530 251
4441 3509 782
2612 3167 976
1037 449 351
654 3451 370
3085 1544 649
1365 3762 406
5902 771 184
5819 4924 570
127 1026 506
4399 5114 508
2247 374 610
5651 2696 240
2091 5666 51
1594 6657 290
6373 3849 94
841 6429 229
5947 5922 733
2635 2957 757
229 986 468
5890 2479 502
2975 993 402
2777 4464 932
2894 3584 133
841 234 934
1424 6643 56
711 3346 501
6598 3368 274
1838 3271 730
4 3476 833
6669 1202 964
5210 4679 161
1642 4974 735
5422 818 167
65 4335 239
5172 4676 1000
1108 3852 747
1503 4321 972
4500 1679 977
6165 6430 706
1123 6383 78
4083 4093 247
5761 6055 361
604 3466 751
6683 3628 579
1582 4236 835
634 6210 206
2045 6591 249
1256 1760 384
5995 1157 345
2525 4715 721
788 1206 930
4577 2204 711
4936 4713 141
3655 506 991
645 4193 746
2010 3038 504
6221 3137 501
4434 2727 866
2812 2535 429
6619 2911 541
6343 4317 973
3340 5746 635
4739 4155 193
4535 6394 184
3537 1168 72
1160 811 943
5572 2935 237
768 3579 179
1177 5472 129
2040 1110 587
582 2516 470
2652 1534 452
409 3221 312
1912 3343 869
5073 1392 876
2960 2033 181
3145 3574 591
5735 2859 56
5218 644 682
4133 4736 573
2793 4121 923
3396 1160 67
2537 4632 706
1061 2164 37
2152 2889 391
6620 4708 327
4628 5788 359
1071 4614 170
3951 409 44
11 1944 268
76 332 165
1256 3510 243
5352 4656 805
5325 4964 616
1923 108 380
5006 3201 447
6671 7 614
6445 6127 475
3258 1139 691
4055 328 614
829 2236 604
3141 2121 841
1710 3475 696
5408 1952 993
3769 1225 424
2088 1525 628
6654 3071 667
2255 4561 351
4495 4965 149
5732 5741 981
3380 5660 827
1526 6495 231
2435 4556 16
894 3250 872
2173 1956 857
3642 5352 172
2022 3828 438
2301 1892 458
5403 1945 448
425 3400 945
2517 3689 264
2020 3143 960
5082 2359 399
6268 4 161
5755 181 51
2721 4669 724
4615 3146 558
2677 1925 138
4797 4345 645
4460 1007 503
2712 4551 437
1417 5950 135
57 4981 834
1184 4654 38
3009 1061 355
3306 1089 784
4436 2019 483
6120 5547 938
6232 6184 754
4595 2259 88
2102 3315 199
1577 3956 569
4224 326 248
4981 755 930
3559 5658 659
4901 574 194
6208 979 737
6383 5991 136
563 1178 549
5437 3860 193
4920 1303 129
630 4939 576
3283 4031 542
6608 1254 664
4810 4370 486
1728 2432 764
4036 696 261
3735 6527 966
3242 3249 171
5971 3593 189
3247 3812 600
4520 2894 159
5739 6243 351
4437 3758 980
3034 1763 189
2644 1193 375
6274 3291 52
4394 6577 190
1076 6076 942
114 5691 884
2969 5897 477
1602 6189 819
5228 2794 539
6667 1930 255
5457 1864 127
5989 3598 179
445 3417 441
315 4044 447
4706 4372 368
5945 2086 588
2443 6279 751
2952 3728 291
80 5236 838
2912 171 795
6625 1839 993
4942 1458 658
4911 372 599
2500 4390 214
3290 2845 454
1308 5916 288
1068 4744 574
684 3989 971
1851 5224 836
1367 4805 447
5159 2520 734
1760 4895 688
5375 1382 394
906 6540 992
705 1646 647
1996 3160 582
1504 4219 389
1461 1682 885
754 257 294
714 407 828
2693 2057 771
2374 6429 876
4628 1868 266
5606 906 181
2595 6267 829
3777 6312 386
2784 2156 570
3140 2401 550
6297 1480 146
1155 3083 90
4786 4479 746
5401 5620 367
1748 5859 662
5184 1835 224
4071 1590 717
4699 3256 340
4642 3049 657
2587 3564 303
2043 5185 484
4376 3474 888
2299 699 276
5864 2668 699
5661 6222 269
1041 501 750
1754 1387 861
2389 417 692
4155 1408 872
4572 3358 661
4241 198 755
4212 1592 728
2876 4097 659
4307 4630 662
5603 6364 933
4828 6636 620
1181 608 238
4804 2105 380
3279 5312 452
323 1849 871
712 1286 225
1743 1599 632
2415 2203 857
5445 2116 563
2703 4783 650
715 5914 335
5463 6052 409
4968 993 440
3937 3738 395
6322 4311 306
5240 5323 44
6117 5077 71
2944 118 521
1891 3286 585
138 2795 436
1566 3423 16
5699 951 960
1233 3078 395
2081 2844 923
6429 6251 808
3116 3178 931
5279 4071 174
2357 1266 325
4464 1728 244
409 2492 359
4174 3109 687
488 828 452
4752 3919 722
787 4526 807
1216 405 301
872 2850 937
3137 5148 178
6043 1898 203
4727 6244 919
1643 3314 984
6055 3330 185
2346 2070 706
6061 3333 776
2019 1653 868
5564 3683 589
5449 5707 984
660 5425 364
5848 3719 378
5553 2525 11
958 1576 361
905 138 737
2180 1576 761
1195 3122 233
5498 1089 404
5404 1967 220
5305 4355 334
3975 6614 736
731 3447 499
4611 5171 301
3375 1586 718
5794 1632 394
5619 1591 847
2479 5077 265
3449 4851 267
1247 2930 435
4506 1235 361
4084 1964 355
5831 3447 817
1699 933 335
1390 1841 403
2104 4273 840
2966 3900 194
2792 774 33
3481 4586 766
4047 1077 749
3830 984 478
2282 5903 300
5127 886 501
4742 3706 70
5974 5493 822
5275 6312 656
5191 1355 464
5623 2198 588
1402 2100 39
1117 6088 98
1139 2660 35
4454 2763 307
2946 4051 451
2326 5439 320
3748 1709 301
2366 6678 903
4099 2387 786
6680 2162 551
2540 309 389
1530 1366 273
5314 2011 936
6679 5486 923
5516 3156 583
3782 4225 539
4202 4787 472
3048 5336 643
3467 3938 926
2737 5778 77
6408 4157 501
3373 5446 647
6604 1388 209
1010 3646 754
4790 6274 793
6331 4427 199
6667 2274 544
3428 342 339
2597 2445 766
2227 3744 697
6487 203 225
132 6330 591
6507 3917 129
5405 5970 159
156 4007 123
298 3743 493
5120 1992 255
2395 4461 907
5005 1587 253
2835 572 543
5854 4505 967
415 3787 359
6410 1558 743
6626 403 59
1227 503 950
4463 3518 189
278 235 414
2901 848 560
3383 4319 65
2010 896 569
3039 3234 846
4519 4346 787
5508 3825 844
104 5081 62
4632 4980 305
3796 3120 276
2650 2335 521
4847 6636 476
2177 5664 388
118 5911 97
418 1679 301
6455 5635 875
1267 128 353
2248 962 678
4663 6351 124
2923 2912 452
4890 906 272
1356 2638 766
1446 4555 932
2361 5480 789
3235 524 15
2366 1137 690
498 2055 710
379 1714 71
1483 2179 649
5128 2004 323
5760 407 985
1004 5831 174
5174 2120 898
2613 6356 151
5502 6371 536
3264 866 844
351 3756 873
1110 5477 318
2211 580 803
560 1355 131
2480 2902 544
875 187 702
2139 2522 91
1378 2009 181
4333 6367 118
399 504 746
4185 1004 71
2824 4420 290
2922 1974 796
4295 2151 931
3930 4099 763
4811 254 885
5014 5642 428
2866 1070 218
2633 2414 607
1804 3376 244
6428 4522 406
3911 4701 491
3914 5618 614
6212 2029 66
1101 1951 661
3739 3631 501
816 3363 68
929 1163 586
1528 3165 447
538 523 459
2041 3111 514
4117 2499 626
3981 2928 426
389 2708 937
4142 199 62
2394 6529 786
6181 5338 395
5426 1907 813
3572 880 691
3712 2319 216
3740 1611 896
388 95 900
2806 6478 15
3640 4095 834
4981 4545 934
2713 4539 117
5341 845 931
1149 6667 31
3738 3838 701
134 3363 372
13 3067 797
1561 3886 26
5856 4275 455
4775 956 94
3491 4842 273
645 6110 548
4835 6119 753
4276 513 717
1652 299 789
6291 5844 12
5987 4437 921
648 2840 216
466 3226 227
214 6168 446
6351 5151 910
1185 5651 66
3034 6589 705
3112 2890 702
4615 4488 661
6481 5201 756
417 4844 732
1888 5759 984
5780 5229 136
5340 2272 689
416 4119 947
1186 113 582
588 1593 394
6290 3603 677
1775 1209 519
2705 3716 189
3840 1211 974
6017 1746 474
2938 5908 432
875 2505 579
