9500 10869
1975 1634 72
7440 7188 874
8337 634 863
4028 8220 397
5157 7471 879
5341 9408 948
2653 7390 942
3004 2815 72
2239 2597 341
4978 8489 851
3047 545 45
585 7430 692
6808 5569 158
7967 6649 456
3365 5038 601
3646 5406 610
5481 1066 867
5968 855 671
7402 2406 456
9327 7032 42
410 6633 976
5733 3278 7
2502 1077 790
8669 6740 74
6201 6473 445
9176 4460 664
4814 6342 641
5594 162 572
8956 5470 978
7668 1153 408
5544 8718 180
5381 1960 42
3500 3377 413
5518 8791 204
5492 5469 920
3120 2706 239
467 3754 262
1847 9010 183
1934 4107 297
4330 8749 419
2267 6817 417
3430 6840 521
17 1418 323
5599 699 994
5570 309 100
4662 434 887
8903 260 460
6547 8034 722
598 2359 127
1792 3142 929
9008 1615 653
3964 5138 464
6145 5980 705
5123 7169 493
7592 3056 962
473 4787 870
3338 4687 971
2045 2106 311
8683 2410 529
9113 2129 314
419 6970 276
5276 345 906
4999 8110 695
4228 6288 358
6432 8264 795
1166 7585 327
1714 924 909
3877 1127 968
3886 215 684
5485 761 136
7440 3436 392
7767 2358 957
1504 3412 746
2614 8182 985
8441 7775 824
4994 7782 935
6410 2868 804
4846 8775 627
7587 1360 448
1539 3722 528
5995 2290 475
4755 4322 5
7097 7392 884
4024 2596 650
7914 6280 832
4457 9210 664
7764 6138 409
9000 4814 253
2299 3262 738
5821 1639 806
9388 719 45
2722 9148 453
9360 4539 989
6670 241 767
3451 4914 423
988 6473 117
4002 9286 944
488 5051 25
6310 8700 185
6755 6195 691
8172 3885 309
6802 7332 891
929 1861 65
9374 6732 154
8139 5122 84
6025 1258 902
8541 1071 367
8132 911 526
3694 1206 450
3542 2795 760
2254 2083 704
4783 3880 536
7585 7119 211
819 5511 300
4047 8830 305
639 7136 694
4745 7925 191
9299 2794 714
5177 3305 823
6149 8834 382
659 8314 345
9372 8488 672
5539 7778 194
1701 6818 383
1669 1028 83
7472 1712 555
8688 8 738
2278 28 748
6059 3153 526
7228 5271 102
1785 4741 489
2661 7153 750
4883 4481 790
8324 3843 604
7478 6134 335
44 9090 669
8371 3319 667
2692 2088 52
455 8892 197
6663 882 811
2608 8098 211
7367 8070 537
6220 7498 528
3026 7718 789
8792 1718 171
7147 8354 636
3673 5668 911
2465 7344 151
5306 8072 348
9484 3753 528
6537 9019 88
8700 6316 515
2030 1607 947
8407 4562 673
2602 3979 508
8286 3289 198
8228 3910 529
1351 5240 114
1946 4434 586
6641 8668 415
9158 2823 530
6187 122 272
4705 4854 832
4277 7822 164
4154 8773 722
6600 1144 359
8855 279 54
3471 9144 491
7209 8390 42
1904 9135 504
5722 6495 389
8589 8299 874
2030 7944 857
4372 5610 484
8525 9116 60
776 6115 636
5455 6459 966
7123 581 897
8083 4024 34
3309 1601 665
7594 3304 722
2378 4774 815
8138 4343 144
1626 7905 929
6381 7116 971
6312 9275 590
8421 2181 509
6264 6403 853
328 5164 660
9286 4829 871
9361 9134 877
6238 5514 489
8204 3145 920
7623 7236 693
8056 608 523
5366 158 90
7068 297 278
9253 8508 944
1236 4609 538
7539 202 816
4496 789 438
250 1769 557
5107 6463 259
6379 1421 344
2578 4281 450
6011 7364 19
6552 7161 144
4958 3760 81
4870 9401 425
8371 5713 54
5190 4827 632
8229 8854 153
3699 4046 318
5510 589 65
2769 4577 51
7114 5828 843
2972 7755 862
7893 4128 171
9070 5889 308
7901 4264 368
44 3198 783
6551 7028 568
2604 147 5
3752 1120 679
496 491 747
7658 29 265
6002 9011 534
6255 8852 978
583 5856 60
7716 645 186
7196 1499 599
4314 1341 327
1365 1806 899
7961 5337 471
848 206 932
3397 5793 847
98 8264 490
1742 6727 76
866 6605 240
5819 6016 63
1826 7810 40
2064 4150 927
7225 3980 562
5731 5285 73
8146 6341 315
6655 9107 107
2902 2925 821
7296 6110 766
9210 5242 680
2273 8706 883
1823 9326 691
400 3854 675
9454 4497 309
2322 1693 767
5104 4618 408
5604 7924 485
6235 7881 785
2587 2930 743
501 4246 835
2753 4726 394
1866 7126 842
4833 7455 451
5024 1529 81
3615 8432 629
7567 2403 773
2345 3443 619
7319 8041 668
5555 4179 317
1645 949 795
6337 4168 937
6515 2500 929
8472 7607 987
3035 5356 911
544 8037 209
9028 8729 110
8801 4440 95
3271 4733 613
2539 8760 145
1216 1096 209
7449 3058 854
2511 6991 196
5196 371 418
8307 2458 518
2548 4131 274
388 3484 925
3985 6351 106
6745 793 496
4565 2273 974
1896 5719 724
5675 4373 219
195 342 65
5789 3030 236
6805 3003 764
2527 74 581
8272 4883 388
3291 4164 301
5787 7374 23
7870 8431 293
9000 256 998
9177 5611 541
1934 473 331
6069 8830 256
4867 3023 405
1852 8997 289
1616 2097 401
8873 5088 223
8671 6931 344
493 168 958
6579 8311 520
8735 1259 799
7825 713 814
2952 4724 982
5137 2432 144
2438 1577 476
9222 3294 858
1902 4528 578
112 5931 432
7986 6882 435
3763 8269 619
6883 1264 111
4044 4573 785
5564 2963 2
8339 5671 578
4633 7285 566
3395 6092 228
252 8560 933
7332 6409 516
7388 1639 365
3313 5052 191
3224 3309 360
4949 1758 919
4011 7357 971
2151 2191 37
1982 9174 755
5209 2960 273
9496 7067 180
5218 9063 348
2222 7712 301
3151 889 347
240 7225 378
6064 2851 761
4486 4456 265
8383 3103 997
6462 2472 540
3325 5450 494
1819 5030 710
7845 1725 363
5559 797 373
2721 8175 236
2438 4687 55
5213 6063 164
7275 5143 812
367 1435 652
8279 7937 735
6417 6456 594
9202 1618 891
5130 9437 744
145 5540 336
6083 6403 133
2598 1915 647
1708 9105 711
1547 7161 632
620 5608 186
5341 7964 371
1271 3740 86
5384 3263 703
7179 8673 513
6975 3983 337
2984 7403 458
5635 2278 896
6583 1021 644
6226 1827 631
8739 1623 683
5821 1316 434
735 5216 547
2102 4426 521
3818 4889 355
4476 5940 300
3755 3349 852
1797 2358 793
5815 6116 148
396 2558 546
1432 3150 814
8552 6168 328
1668 6360 760
3677 1789 47
8642 58 439
7440 1047 703
5913 9061 627
3977 4188 136
4235 386 347
860 5947 911
7196 4185 51
7824 71 953
4200 6185 132
6374 5797 426
394 3167 553
