3700 5686
816 694 139
2269 1682 390
2143 943 245
1797 2363 210
260 999 398
2022 251 355
1181 2352 774
3012 349 62
1999 703 607
1591 2163 15
1822 1112 45
1565 1851 975
573 496 950
1475 231 849
403 2105 48
2028 3567 682
170 448 174
969 2425 959
2613 1080 39
843 1292 183
952 1101 119
1102 3671 88
2646 3133 472
3291 2353 632
1891 654 956
2268 2459 20
759 2869 8
561 307 319
3255 955 969
1098 759 960
1025 1750 45
2631 1207 331
2858 2273 397
2309 2253 611
3577 3560 480
2750 1750 535
1004 1218 783
1911 3533 495
731 2907 672
750 1063 664
1003 2356 27
1623 1099 998
3552 3655 473
2766 643 369
3199 2325 27
713 3599 90
2406 916 251
3363 3686 308
2072 3187 171
1132 2648 544
472 258 798
2982 3142 134
3184 1441 61
722 1681 881
2287 1852 834
805 300 872
3188 355 892
2916 312 829
644 884 925
1583 423 126
763 3078 245
527 3337 894
2582 2792 606
1661 3445 582
941 2728 928
2110 967 925
2936 3045 46
251 3046 759
2255 331 949
1378 3562 677
231 1034 677
2995 2012 220
3652 3412 930
1368 740 201
946 1636 970
1993 76 52
2056 1884 521
3607 1538 219
2451 36 508
2407 2054 438
1580 1075 151
2575 655 259
3522 293 85
3172 2384 326
1790 2766 544
3265 1784 201
1597 2865 31
2440 514 31
3671 68 974
1217 48 329
527 366 102
3515 363 484
3216 356 736
2913 1220 185
2674 1439 275
1483 1579 280
2254 429 496
1205 2915 649
3332 2609 122
2096 3016 270
426 126 806
3341 1862 295
1686 2168 243
1372 1056 349
1769 1713 681
1493 1494 109
1588 2267 669
3352 3449 28
2535 1501 372
3609 1631 168
3685 2843 265
2790 1073 502
65 725 766
2800 578 278
319 2773 602
1479 457 506
3384 3339 962
2331 889 805
364 1223 681
1341 1564 530
2338 2337 557
25 1079 611
3556 982 662
1251 1661 605
952 3545 711
2293 291 87
3414 13 50
2286 2874 428
3141 845 721
336 1016 875
3269 1829 337
869 2712 198
1723 864 269
1212 34 906
588 2237 317
1184 2787 416
2503 3661 860
3507 3021 437
2967 1017 949
825 3580 205
3024 1990 449
66 3203 61
1490 3612 133
2335 3542 853
3201 1979 187
1413 66 597
1600 1240 446
2052 1387 222
2411 1729 329
964 1431 823
2400 238 205
3647 2660 852
1030 2517 182
2138 1165 528
551 958 217
2256 3382 438
3133 2194 956
3110 3314 250
3338 116 934
3429 2061 654
3613 200 646
2225 1872 69
312 1073 735
122 2262 308
2239 924 566
2117 826 634
3657 3157 719
1723 1370 225
2097 3346 862
2416 2757 901
1630 1866 839
737 2859 291
1351 1477 531
475 921 805
1456 1783 907
1123 906 674
3124 266 339
36 2465 803
628 2196 687
3632 3124 302
1312 2839 48
3399 2899 860
1193 3294 392
1423 3496 858
473 762 93
538 1966 379
3333 3575 933
2650 1802 305
1201 3335 477
3538 2174 295
2482 2199 395
300 2340 860
3171 2310 484
3359 2822 685
2916 1848 663
2530 1342 909
2143 1315 318
1354 2421 387
1909 2704 917
2166 2576 715
1332 2017 229
3417 2722 242
513 974 407
1876 1487 555
2620 3358 662
2963 446 54
2036 933 241
1953 2268 687
