8500 8514
2455 1370 447
6995 1866 127
3750 6362 146
658 5717 493
6578 1580 760
6262 6156 1000
4039 2789 75
5057 1030 954
5770 4260 262
1076 760 754
5667 7473 682
5637 7104 969
8049 4216 934
4133 5953 733
5294 1474 100
2260 6522 366
1327 5094 52
83 3750 712
3509 4455 967
2449 2677 968
6170 399 399
3665 8086 294
2252 2053 727
3435 5897 988
5927 7597 142
8409 1270 850
6995 1880 679
325 6607 697
7642 4239 192
3885 3220 348
8457 216 126
1408 3614 368
668 7187 522
1334 1663 742
4099 687 337
2956 6999 814
2190 6010 81
1909 597 784
926 6322 480
5200 1686 856
6642 7421 566
151 746 236
2212 3253 465
5450 3515 411
1441 439 520
5449 8029 759
3487 7637 946
8261 8083 831
528 5408 885
2382 5353 765
5696 494 891
1039 4429 663
236 1569 90
1849 11 272
5886 7526 415
626 841 942
2181 190 754
7463 5843 997
656 314 75
1873 4457 888
883 5598 763
541 8046 291
5722 3275 936
2555 5932 667
2727 1129 195
5902 8038 825
1209 6903 772
3033 2138 857
2041 3804 746
3421 4881 154
582 4610 942
1473 6376 941
7796 8329 568
506 3001 952
7392 4472 215
7932 8004 574
5848 4578 567
4288 4705 411
7380 5155 972
1809 4480 676
1632 7897 627
3135 5632 628
2298 3343 319
8097 4557 685
6571 554 245
7511 58 914
4111 2028 438
2064 6997 316
5437 3769 142
4298 3520 224
6147 4060 348
3944 5221 6
3128 7774 952
6166 3326 322
2175 1429 125
5864 617 761
8261 4516 641
3019 2512 938
3430 11 342
2967 8065 122
2548 98 592
3965 7074 659
96 7425 649
440 5761 874
7731 1017 458
5797 5014 90
7543 4577 78
2451 6677 854
1606 683 877
7410 7760 596
654 4282 381
6174 2151 913
2341 3840 731
6739 6112 680
6770 3645 897
3890 1447 856
3001 8193 914
5432 6016 953
3000 5771 72
1289 4629 80
6377 657 47
5207 5852 392
6670 227 62
8394 3307 111
1030 4932 668
5625 7967 988
5981 960 615
6963 2021 133
6660 5931 710
3041 6778 943
7307 7663 907
3358 2389 758
3003 3384 144
7965 1172 519
6639 2003 260
3251 5459 405
1539 4885 437
95 2344 462
6409 6093 92
3539 7098 751
587 4500 400
7052 2606 647
1525 3947 939
4295 6755 779
2111 5158 240
7230 6513 325
2187 348 853
6443 931 803
6536 593 791
4243 7596 785
7481 5375 40
5973 5617 977
4253 2627 529
1214 2844 727
6870 6566 795
1882 4806 783
2972 3262 529
3745 6677 886
1315 7498 51
1093 3347 723
2514 4603 966
3264 4609 771
7280 6753 200
5835 2089 895
1110 7499 492
1078 4149 314
4180 8064 100
3243 968 538
3284 6860 159
270 229 176
178 4959 580
8283 5811 325
3226 4088 75
1137 843 159
7056 4794 192
960 6124 429
6961 7939 190
1148 4463 911
2747 8497 837
247 2958 545
8385 3692 342
4208 6682 845
