5300 9191
1085 2670 265
4668 4391 751
2681 1963 678
4623 210 648
809 4914 993
1319 1594 351
3329 3904 906
2002 4491 660
3443 3541 331
4696 3433 51
1563 239 400
1462 4719 944
2663 4380 903
908 1349 176
2737 1258 449
4011 2790 537
1748 3625 496
1639 2616 298
2387 4529 57
1923 2664 4
3503 1578 847
4895 38 939
3368 2841 546
2244 5201 297
3020 52 460
3089 674 659
321 2877 843
379 289 382
130 2619 20
244 5193 493
4059 1660 767
1935 490 434
4955 4434 485
23 4720 467
1960 1139 937
158 4097 658
3834 1637 261
2369 4910 911
2935 1229 141
1862 3681 828
4938 3868 514
4924 2333 998
4181 3253 794
5169 3626 398
4969 5247 739
2504 2579 57
3439 3382 59
2612 3463 698
4338 718 627
2810 1769 530
2039 3167 92
4562 3023 928
3589 112 654
3449 492 921
3675 3039 913
2997 3942 520
3888 215 829
492 5248 818
1310 4268 851
1397 4602 882
675 2041 724
1299 4977 556
4852 2049 587
2592 4172 533
2812 2231 427
1777 849 999
3610 573 576
1539 1272 520
4153 3601 906
4103 1492 930
3986 2963 237
2460 1984 384
1363 4822 511
762 824 375
4920 3795 627
1313 5068 951
4908 4721 698
1593 4045 949
2592 1851 894
4869 868 141
4990 4118 535
5010 4765 25
3057 2180 954
4773 2181 351
3479 1241 404
5212 2745 264
1413 4628 893
4342 1098 208
1077 1133 521
2040 1627 733
1044 2266 992
3026 3279 16
1638 1179 285
2973 4896 331
1394 5200 527
4409 3907 96
1209 3117 800
4113 1975 998
1899 2948 48
602 4531 455
4796 2606 396
4138 951 588
1789 4642 824
2779 1984 548
2895 4809 357
5070 350 483
346 2255 848
3090 3573 656
4495 5187 976
5040 1063 974
2118 1732 805
1059 566 103
347 4429 664
3139 1931 296
3553 2989 863
1251 4104 755
4515 824 692
1224 3757 884
4457 1632 1
2082 3678 415
4350 2380 653
4692 3679 624
3585 1058 975
1434 5154 739
4535 5271 443
4084 97 453
5210 2062 150
1491 4737 472
3282 840 224
4710 1548 669
3283 3470 788
1695 146 585
5209 1294 469
4797 184 777
3433 1782 184
1264 4929 195
3833 1740 154
5184 1867 629
538 927 964
760 2560 260
4901 2388 625
1168 3855 761
3787 305 566
1145 2436 564
246 3235 666
1749 1847 757
4061 2062 998
2454 2793 986
4835 377 274
2264 1766 417
764 1608 921
2790 1516 958
4316 2577 981
1855 4708 736
915 465 212
2024 4077 327
2962 4117 987
629 1177 672
3579 142 228
3324 5018 680
134 1795 591
2857 5165 399
3935 4733 289
1170 1576 243
4526 1528 811
1674 3087 124
1150 208 994
3837 2824 34
4022 4090 280
5273 140 73
2001 379 956
3351 3891 599
2788 4417 194
4634 470 497
1576 4254 244
56 2265 871
22 5204 1
4692 2564 747
3799 5086 43
5200 112 304
421 3013 490
2273 3953 571
2542 138 137
1785 3502 140
1619 4235 244
5063 3219 192
777 4066 210
1746 922 376
243 5079 440
439 4940 558
1767 1111 541
5099 3636 317
