1300 2317
358 892 724
957 514 293
878 303 886
465 811 722
160 622 279
852 879 658
631 1200 160
549 737 415
875 827 444
1033 744 927
850 792 19
640 178 704
272 1272 823
513 265 947
154 1199 619
6 468 633
88 1077 233
1244 366 810
1221 606 661
323 1061 139
270 200 334
541 776 598
626 706 513
760 176 782
439 205 125
793 790 583
465 30 746
1200 44 595
21 146 83
1227 381 812
568 875 155
256 377 667
217 672 912
1148 236 454
507 315 882
188 33 762
967 780 362
1248 705 896
187 1069 938
1170 542 177
172 60 112
286 40 36
190 1049 856
656 1165 595
677 33 414
635 102 501
771 764 216
570 984 62
150 93 159
123 201 621
334 204 584
29 614 708
391 545 824
1081 560 226
453 335 155
1293 176 135
705 931 193
549 266 570
301 425 600
1003 848 830
6 987 278
138 808 464
1153 715 577
247 942 1000
310 0 443
4 0 258
877 186 713
788 35 595
209 1205 646
972 1068 457
1209 674 357
648 333 736
1017 481 710
522 38 235
857 589 548
1044 1237 534
1038 777 193
5 437 97
808 675 625
830 96 24
1169 644 579
388 562 801
760 140 549
176 165 173
842 1053 690
717 161 383
833 761 106
712 1165 555
718 542 277
990 422 589
606 585 635
1092 462 856
401 697 844
818 1012 739
597 880 617
859 841 158
666 165 611
529 156 853
499 585 735
351 938 186
976 226 695
13 276 296
1289 805 517
964 1222 248
337 606 963
83 1175 105
154 643 529
46 424 790
169 687 932
299 17 403
182 9 362
970 1242 34
193 1066 104
700 799 650
696 697 7
489 1203 833
731 679 118
990 209 640
95 648 749
483 577 567
470 75 622
669 878 580
344 84 847
804 649 301
96 188 688
379 61 58
624 1033 150
278 1240 867
868 323 393
1207 1154 523
649 543 16
735 237 203
142 1176 778
1107 1175 331
170 54 789
977 709 686
749 1066 138
635 364 320
583 600 845
1199 462 607
1283 534 660
435 1251 398
944 160 758
262 1196 849
620 1279 667
146 270 412
555 876 603
583 1155 534
417 72 401
1234 387 298
966 124 999
965 926 342
1098 593 439
346 1101 443
735 1241 287
1031 718 313
591 308 502
910 696 369
581 793 901
1271 105 451
112 405 251
794 439 1
943 1121 993
992 693 978
640 634 553
1176 175 884
156 987 683
715 1062 622
739 42 280
564 800 718
1259 119 508
770 1024 252
683 583 283
131 269 999
343 956 715
1063 996 680
1056 358 911
756 65 204
279 960 164
760 686 342
930 810 519
648 420 641
823 221 491
158 151 533
357 238 28
745 1008 462
974 1137 998
112 900 784
336 729 641
382 564 731
481 281 642
986 670 609
102 784 837
121 203 145
909 1266 645
624 74 155
529 860 921
390 91 183
1088 491 289
6 1097 315
562 1277 769
1220 669 974
458 164 912
825 1114 115
671 119 966
1163 66 329
503 55 419
256 176 204
1132 471 353
1041 452 269
1210 1001 966
812 1127 879
832 51 860
933 1290 681
1085 626 494
270 359 807
463 451 275
646 1127 249
379 1262 763
324 364 749
81 1004 847
1256 1185 341
983 530 432
543 497 201
743 947 858
594 318 969
747 1123 608
1273 87 721
183 550 854
561 335 361
14 386 748
254 950 465
222 1220 232
360 137 4
1156 692 799
897 83 263
129 923 282
810 254 690
1238 464 715
980 702 944
621 1220 21
993 281 91
450 739 653
333 151 187
1260 417 588
684 567 141
958 1289 276
1033 108 360
12 931 341
856 49 793
733 644 935
1183 517 118
95 183 179
715 1163 171
647 194 149
939 408 607
1270 796 271
348 187 84
293 115 230
735 1060 434
556 48 92
348 524 854
385 259 871
551 686 268
223 1103 505
385 890 556
1037 1170 340
341 1195 995
206 689 465
556 158 523
1015 1207 327
749 52 224
569 959 918
699 538 186
841 656 782
277 313 199
629 1002 444
110 966 985
1202 388 368
827 1185 949
877 1136 969
717 560 433
132 737 968
64 948 477
582 564 33
528 1283 864
1190 550 51
516 517 745
32 957 327
762 723 326
1063 1202 956
1000 866 865
717 483 176
607 281 10
558 156 432
846 823 729
862 749 113
517 1200 706
453 338 588
66 1175 565
66 171 616
1126 1264 675
556 31 27
1139 1136 905
982 901 616
688 764 398
442 1217 963
204 890 967
752 345 614
754 8 835
54 677 528
157 870 841
1125 283 968
1151 38 716
684 312 857
488 696 272
1114 898 709
1142 340 841
900 294 807
232 1190 488
359 1150 599
229 934 324
641 805 21
790 397 249
798 1089 340
55 98 392
300 1091 793
737 1250 684
1054 435 796
549 465 787
716 749 218
40 507 479
556 924 484
427 922 52
293 678 178
396 341 390
1164 597 432
1069 943 579
208 636 339
648 1293 319
18 690 967
584 72 165
1121 522 534
594 650 641
312 7 745
892 1248 761
549 790 622
383 598 241
22 221 371
1125 262 769
600 1254 277
82 194 978
133 184 42
858 1160 128
1219 503 181
205 272 552
918 232 637
411 363 293
904 485 79
782 111 968
252 49 613
864 1187 849
830 862 298
691 1002 790
1202 1140 247
1216 348 819
1123 1018 353
445 182 11
509 740 562
1104 779 774
293 576 887
531 115 875
597 162 356
349 834 563
1088 460 615
198 427 568
558 285 885
546 893 785
1135 281 68
1020 1205 173
1248 893 783
314 22 133
391 622 272
46 1284 866
445 507 205
1167 893 200
66 488 33
899 856 384
342 1095 32
1215 133 700
541 354 518
72 183 113
1206 1123 928
1024 295 634
139 1014 520
86 729 502
1222 312 887
892 1261 812
942 696 28
67 757 797
27 602 505
198 559 729
875 1282 829
349 1212 62
109 1167 999
92 414 602
1083 931 671
689 696 778
488 5 779
498 519 337
578 681 630
1144 486 88
354 171 621
1160 130 761
480 605 782
680 122 93
552 731 827
397 660 990
648 1157 212
166 20 494
1059 922 127
228 567 546
124 670 434
231 924 484
846 324 434
1136 665 777
95 828 624
881 267 259
361 686 606
747 1245 18
985 24 167
533 841 392
1021 194 378
1243 48 674
72 749 864
403 471 678
1204 231 926
1082 1009 174
1113 603 993
679 9 844
553 1166 597
796 368 102
450 209 152
702 97 270
741 489 673
816 1124 25
1236 721 297
1057 483 14
873 511 65
1152 1090 344
490 113 578
66 681 54
546 1193 1000
1045 313 395
524 301 654
1131 1252 476
223 80 647
492 273 634
234 121 247
14 1109 25
502 628 730
1246 1144 930
168 211 69
3 1182 639
1284 953 120
1087 918 12
283 218 204
905 1048 38
1056 1185 27
498 466 907
1267 816 898
1292 1030 49
578 197 247
69 637 802
679 945 287
835 1037 323
1228 1105 967
881 932 536
835 985 181
899 647 761
76 1200 979
924 183 849
328 537 519
700 1166 868
662 689 69
299 112 650
526 643 31
1065 1009 325
1266 305 850
279 239 233
400 992 296
539 434 820
599 389 62
524 114 479
1160 18 107
1045 1203 502
154 115 464
274 61 283
1200 52 926
1023 864 841
82 705 763
0 53 356
268 206 983
461 827 606
229 1110 694
982 654 339
1202 1185 989
1111 726 299
849 26 915
747 541 107
575 100 624
72 338 139
881 9 180
145 135 838
1055 680 128
720 544 436
1165 372 540
925 647 980
457 592 857
1011 800 220
493 745 160
310 914 659
1101 393 880
1000 155 616
826 433 773
346 124 974
565 912 133
1043 1138 593
1057 1151 149
536 745 100
1275 3 224
452 755 221
974 455 299
541 783 726
812 13 345
264 168 502
816 136 766
442 223 500
281 823 233
826 909 738
334 692 721
175 82 909
1299 643 741
323 1223 160
165 95 448
422 1289 153
505 1227 960
214 422 178
905 944 119
1124 494 245
698 64 856
335 1170 372
111 4 332
1134 1263 930
1006 161 521
447 619 473
700 1120 645
351 53 27
1238 844 423
293 182 909
176 998 844
120 341 937
779 260 513
589 476 444
284 667 526
1 958 677
553 860 791
339 305 454
906 48 402
1252 215 537
213 0 460
127 90 316
684 979 470
392 638 67
973 799 855
468 684 874
806 494 916
441 454 568
787 281 259
1041 277 162
1204 500 844
267 1005 473
1 702 480
1144 789 42
433 20 987
813 574 356
373 1003 985
1138 763 594
1241 134 833
399 1190 185
260 1066 997
144 75 542
1216 1147 720
916 1094 312
338 358 786
414 1072 563
895 185 519
482 1140 420
904 1125 347
1065 1194 841
432 1130 206
96 775 798
1234 1054 667
35 36 980
382 627 292
135 338 873
917 238 931
323 584 31
47 46 52
908 414 205
1154 1006 470
470 285 863
655 1096 757
662 213 987
421 176 852
822 499 985
1252 711 40
976 226 804
319 960 220
882 1167 737
1073 387 396
955 393 205
982 285 306
1263 805 231
28 736 566
406 80 108
399 861 241
422 954 14
144 698 588
230 1237 832
220 422 467
1294 859 395
1196 1025 495
221 63 168
877 1116 171
969 72 231
718 733 680
615 740 546
860 1005 53
48 207 83
849 1298 323
25 1025 670
772 1063 508
457 301 207
1209 492 176
274 169 695
978 572 297
1021 515 278
809 709 792
391 1289 150
868 571 316
630 1177 200
1131 56 708
1174 1132 619
757 555 115
394 428 724
1192 487 665
1292 887 584
70 282 33
1286 278 809
767 1173 807
389 1091 348
862 133 81
659 112 577
289 522 777
1085 371 785
1028 355 944
818 233 834
30 852 598
872 1015 379
678 444 16
427 961 73
1102 1122 70
1222 871 478
667 539 25
1117 477 692
1135 584 216
782 725 123
545 1276 403
286 868 83
416 632 575
1070 205 702
45 156 351
1039 884 804
712 240 860
877 1146 703
776 1138 156
901 672 977
1200 996 326
720 1242 651
151 1269 654
157 990 680
756 1046 574
958 1024 974
669 1248 393
290 1249 110
40 641 191
1006 1115 999
928 878 748
1274 656 431
1247 1187 963
759 447 496
714 1215 897
1161 1078 821
1281 800 240
400 19 305
641 767 729
103 630 564
550 1021 664
99 878 545
1158 750 502
527 224 447
855 78 704
1225 483 744
192 568 832
648 1086 98
824 622 656
227 1236 92
20 232 401
1004 1069 275
353 201 952
431 1067 702
334 1005 325
1188 223 871
834 753 924
1181 660 959
899 1200 993
1001 390 38
1134 449 142
837 514 117
1130 481 845
709 104 947
545 1076 865
159 437 981
349 381 381
737 790 284
326 846 685
1032 302 132
1200 846 457
222 1255 601
347 417 838
236 211 685
1064 343 669
386 534 267
540 419 991
132 1010 521
1042 598 619
567 931 732
179 1033 308
680 429 982
961 899 630
343 783 374
762 95 580
437 116 430
1247 594 648
951 804 825
595 614 868
